"Players","Minutes","FG_Made","FG_Att","Threes_Made","Threes_Att","FT_Made","FT_Att","Offensive_Rebounds","Defensive_Rebounds","Rebounds","Assists","Steals","Blocks","Turnovers","Fouls","Plus_Minus","Points","Position","Reason_For_Benching","Played","Player_Id","Player_Id_Str","Team","Opponent","Game_Id","Date","Home","Neutral","OT_Rounds","Season","Season_Type","Result","Playoff_Round"
"M. Bolden",12,0,2,0,0,0,0,3,0,3,0,0,0,0,4,-12,0,"C","Played",TRUE,"4065652","marques-bolden","CLE","IND","401265790",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"M. Dellavedova",9,0,0,0,0,0,0,1,0,1,2,0,0,1,2,1,0,"G","Played",TRUE,"2489716","matthew-dellavedova","CLE","IND","401265790",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Exum",24,3,8,0,2,1,4,0,0,0,5,1,0,5,0,5,7,"G","Played",TRUE,"3102528","dante-exum","CLE","IND","401265790",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Dotson",19,5,6,2,2,0,0,0,2,2,3,1,0,1,0,11,12,"G","Played",TRUE,"2991149","damyean-dotson","CLE","IND","401265790",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Windler",23,2,6,0,3,4,7,2,6,8,1,0,0,1,2,6,8,"G","Played",TRUE,"3906786","dylan-windler","CLE","IND","401265790",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"L. Stevens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-COACH'S DECISION",FALSE,"4066405","lamar-stevens","CLE","IND","401265790",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. McGee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C","DNP-NOT WITH TEAM",FALSE,"3452","javale-mcgee","CLE","IND","401265790",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"C. Sexton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-RIGHT ANKLE SPRAIN",FALSE,"4277811","collin-sexton","CLE","IND","401265790",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"K. Porter Jr.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-PERSONAL",FALSE,"4397140","kevin-porter-jr","CLE","IND","401265790",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"L. Randolph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-COACH'S DECISION",FALSE,"2595563","levi-randolph","CLE","IND","401265790",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"M. Mooney",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-COACH'S DECISION",FALSE,"3149036","matt-mooney","CLE","IND","401265790",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"C. Matthews",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-SORE RIGHT KNEE",FALSE,"3936297","charles-matthews","CLE","IND","401265790",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Sabonis",26,5,12,0,3,6,10,4,9,13,2,1,0,5,2,9,16,"F","Played",TRUE,"3155942","domantas-sabonis","IND","CLE","401265790",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"M. Turner",27,4,7,2,4,4,7,0,6,6,1,0,3,3,4,0,14,"C","Played",TRUE,"3133628","myles-turner","IND","CLE","401265790",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"M. Brogdon",24,6,10,4,7,0,0,1,3,4,5,2,1,2,2,3,16,"G","Played",TRUE,"2566769","malcolm-brogdon","IND","CLE","401265790",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"A. Holiday",23,1,5,1,3,0,0,0,0,0,4,1,0,5,3,2,3,"G","Played",TRUE,"3922230","aaron-holiday","IND","CLE","401265790",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"V. Oladipo",21,2,6,0,4,2,2,1,3,4,1,2,0,4,5,-4,6,"G","Played",TRUE,"2527963","victor-oladipo","IND","CLE","401265790",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"R. Hammonds",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,"F","Played",TRUE,"4278065","rayshaun-hammonds","IND","CLE","401265790",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. McDermott",28,4,8,1,5,4,4,0,2,2,1,1,0,0,3,-4,13,"F","Played",TRUE,"2528588","doug-mcdermott","IND","CLE","401265790",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Sampson",11,0,1,0,1,0,0,0,1,1,1,0,0,0,1,-10,0,"F","Played",TRUE,"2608891","jakarr-sampson","IND","CLE","401265790",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"T.J. McConnell",21,1,5,0,1,1,2,1,4,5,9,2,0,2,4,10,3,"G","Played",TRUE,"2530530","tj-mcconnell","IND","CLE","401265790",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"E. Sumner",14,1,3,0,0,3,3,0,0,0,0,0,0,2,2,-16,5,"G","Played",TRUE,"3136485","edmond-sumner","IND","CLE","401265790",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Holiday",22,4,10,4,7,0,0,1,1,2,1,3,1,0,1,16,12,"G","Played",TRUE,"2284101","justin-holiday","IND","CLE","401265790",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"K. Martin",12,4,9,2,6,1,2,0,1,1,1,1,0,0,0,-11,11,"G","Played",TRUE,"3133596","kelan-martin","IND","CLE","401265790",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"C. Stanley",10,2,4,1,3,0,0,0,0,0,0,0,0,1,1,-9,5,"G","Played",TRUE,"4431686","cassius-stanley","IND","CLE","401265790",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"T.J. Warren",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-RIGHT FOOT",FALSE,"2982334","tj-warren","IND","CLE","401265790",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"A. Brimah",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C","DNP-NOT WITH TEAM",FALSE,"3074748","amida-brimah","IND","CLE","401265790",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"G. Bitadze",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C","DNP-RIGHT ANKLE SPRAIN",FALSE,"4348700","goga-bitadze","IND","CLE","401265790",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Lecque",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-COACH'S DECISION",FALSE,"4423887","jalen-lecque","IND","CLE","401265790",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Lamb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-LEFT KNEE INJURY",FALSE,"6603","jeremy-lamb","IND","CLE","401265790",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"B. Bowen II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-LEFT GROIN TEAR",FALSE,"4277882","brian-bowen-ii","IND","CLE","401265790",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"N. Mitrou-Long",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-COACH'S DECISION",FALSE,"2990968","naz-mitrou-long","IND","CLE","401265790",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"R. Gay",26,6,12,3,5,0,0,1,3,4,1,1,0,2,1,-8,15,"F","Played",TRUE,"3005","rudy-gay","SA","OKC","401265791",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. DeRozan",24,4,10,1,1,3,3,1,0,1,7,1,0,1,2,-10,12,"F","Played",TRUE,"3978","demar-derozan","SA","OKC","401265791",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"L. Aldridge",25,5,16,3,10,1,1,1,5,6,2,0,0,3,3,-7,14,"C","Played",TRUE,"2983","lamarcus-aldridge","SA","OKC","401265791",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Poeltl",21,3,3,0,0,0,4,1,9,10,1,1,4,1,1,11,6,"C","Played",TRUE,"3134908","jakob-poeltl","SA","OKC","401265791",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. Murray",25,2,11,1,3,0,0,5,2,7,4,3,0,3,4,-5,5,"G","Played",TRUE,"3907497","dejounte-murray","SA","OKC","401265791",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"T. Lyles",23,1,9,0,4,0,0,0,3,3,3,0,0,0,1,-16,2,"F","Played",TRUE,"3136196","trey-lyles","SA","OKC","401265791",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. Eubanks",6,0,1,0,1,1,2,0,1,1,1,0,0,0,2,-11,1,"F","Played",TRUE,"3914285","drew-eubanks","SA","OKC","401265791",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"L. Samanic",12,1,4,0,0,0,0,0,1,1,0,1,0,0,1,-5,2,"F","Played",TRUE,"4423309","luka-samanic","SA","OKC","401265791",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"K. Bates-Diop",4,0,1,0,0,3,4,1,0,1,0,0,0,0,0,2,3,"F","Played",TRUE,"3136779","keita-bates-diop","SA","OKC","401265791",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"P. Mills",20,9,16,4,7,2,2,0,1,1,0,0,0,0,1,-2,24,"G","Played",TRUE,"4004","patty-mills","SA","OKC","401265791",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"T. Jones",7,0,2,0,0,1,2,0,1,1,1,1,1,0,0,-8,1,"G","Played",TRUE,"4395626","tre-jones","SA","OKC","401265791",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"L. Walker IV",13,2,5,1,3,0,0,0,1,1,1,0,0,0,2,-1,5,"G","Played",TRUE,"4277890","lonnie-walker-iv","SA","OKC","401265791",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. Vassell",25,3,8,2,4,4,5,0,6,6,2,3,1,0,3,1,12,"G","Played",TRUE,"4395630","devin-vassell","SA","OKC","401265791",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"C. Reynolds",9,2,3,0,0,2,2,1,1,2,0,0,0,0,2,-6,6,"G","Played",TRUE,"3057240","cameron-reynolds","SA","OKC","401265791",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"T. Zeller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C","DNP-COACH'S DECISION",FALSE,"6631","tyler-zeller","SA","OKC","401265791",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"M. Muscala",17,5,5,4,4,4,4,0,3,3,1,0,0,0,1,14,18,"C","Played",TRUE,"2490089","mike-muscala","OKC","SA","401265791",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"I. Roby",25,2,4,2,2,1,2,1,10,11,2,3,1,5,2,-3,7,"C","Played",TRUE,"4066392","isaiah-roby","OKC","SA","401265791",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"G. Hill",18,4,7,1,2,2,2,1,4,5,2,0,0,0,0,15,11,"G","Played",TRUE,"3438","george-hill","OKC","SA","401265791",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"H. Diallo",27,7,14,0,0,0,0,4,6,10,1,0,0,3,2,7,14,"G","Played",TRUE,"4080610","hamidou-diallo","OKC","SA","401265791",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"S. Gilgeous-Alexander",20,4,8,1,3,3,3,0,3,3,4,1,1,1,1,19,12,"G","Played",TRUE,"4278073","shai-gilgeous-alexander","OKC","SA","401265791",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"A. Pokusevski",23,5,12,4,8,0,0,0,8,8,2,0,0,4,4,-1,14,"F","Played",TRUE,"4683018","aleksej-pokusevski","OKC","SA","401265791",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"A. Schofield",18,0,2,0,2,0,0,0,2,2,1,0,0,1,1,-1,0,"F","Played",TRUE,"3918423","admiral-schofield","OKC","SA","401265791",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"T.J. Leaf",17,2,5,1,1,3,3,1,4,5,0,0,0,0,0,12,8,"F","Played",TRUE,"4066425","tj-leaf","OKC","SA","401265791",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"M. Brown",3,0,1,0,0,0,0,0,1,1,0,0,1,0,2,-3,0,"C","Played",TRUE,"4397126","moses-brown","OKC","SA","401265791",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"F. Jackson",24,6,11,2,4,0,0,1,1,2,2,1,0,5,2,6,14,"G","Played",TRUE,"4065651","frank-jackson","OKC","SA","401265791",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"T. Maledon",29,7,14,2,4,4,4,0,5,5,2,0,0,1,4,5,20,"G","Played",TRUE,"4683027","theo-maledon","OKC","SA","401265791",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"K. Williams",19,1,5,0,1,1,2,0,3,3,4,1,0,3,1,-5,3,"G","Played",TRUE,"3133626","kenrich-williams","OKC","SA","401265791",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Green",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-COACH'S DECISION",FALSE,"4709965","danny-green","OKC","SA","401265791",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"L. Dort",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-NOT WITH TEAM",FALSE,"4397020","luguentz-dort","OKC","SA","401265791",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"G. Antetokounmpo",25,9,19,1,4,6,7,0,10,10,1,1,0,3,4,-12,25,"F","Played",TRUE,"3032977","giannis-antetokounmpo","MIL","DAL","401265792",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"K. Middleton",25,4,8,1,3,9,9,0,2,2,4,2,1,2,1,-2,18,"F","Played",TRUE,"6609","khris-middleton","MIL","DAL","401265792",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"B. Lopez",15,2,5,1,3,0,0,0,2,2,0,0,1,1,1,-10,5,"C","Played",TRUE,"3448","brook-lopez","MIL","DAL","401265792",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Holiday",21,2,7,0,3,0,0,2,3,5,4,1,0,2,3,-9,4,"G","Played",TRUE,"3995","jrue-holiday","MIL","DAL","401265792",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. DiVincenzo",23,3,8,1,4,0,0,1,4,5,2,0,0,4,2,-6,7,"G","Played",TRUE,"3934673","donte-divincenzo","MIL","DAL","401265792",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D.J. Wilson",12,6,9,2,4,0,0,1,0,1,1,0,1,0,1,7,14,"F","Played",TRUE,"3136491","dj-wilson","MIL","DAL","401265792",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"M. Diakite",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"F","Played",TRUE,"3947156","mamadi-diakite","MIL","DAL","401265792",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"T. Craig",15,0,3,0,2,0,0,2,2,4,3,1,1,0,1,-1,0,"F","Played",TRUE,"2528693","torrey-craig","MIL","DAL","401265792",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"T. Antetokounmpo",14,1,2,0,1,0,0,0,2,2,0,1,1,0,0,4,2,"F","Played",TRUE,"3102533","thanasis-antetokounmpo","MIL","DAL","401265792",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Nwora",8,1,3,1,2,0,0,1,1,2,1,0,0,1,1,3,3,"F","Played",TRUE,"4277883","jordan-nwora","MIL","DAL","401265792",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"B. Portis",20,7,15,0,1,0,2,1,12,13,2,0,0,1,3,-5,14,"C","Played",TRUE,"3064482","bobby-portis","MIL","DAL","401265792",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D.J. Augustin",19,1,3,1,2,0,0,0,0,0,4,0,0,0,0,-13,3,"G","Played",TRUE,"3415","dj-augustin","MIL","DAL","401265792",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Adams",6,0,2,0,2,2,2,0,1,1,1,0,0,0,1,5,2,"G","Played",TRUE,"3133874","jaylen-adams","MIL","DAL","401265792",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"P. Connaughton",14,0,2,0,1,0,0,1,3,4,1,0,0,0,0,-12,0,"G","Played",TRUE,"2578239","pat-connaughton","MIL","DAL","401265792",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"B. Forbes",15,1,5,0,3,0,0,1,1,2,0,0,0,1,1,-4,2,"G","Played",TRUE,"2994526","bryn-forbes","MIL","DAL","401265792",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"S. Merrill",7,1,3,1,3,0,0,0,0,0,0,0,0,0,1,3,3,"G","Played",TRUE,"4066757","sam-merrill","MIL","DAL","401265792",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"T. Graham",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-COACH'S DECISION",FALSE,"2595231","treveon-graham","MIL","DAL","401265792",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"E. Montgomery",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-COACH'S DECISION",FALSE,"4395727","ej-montgomery","MIL","DAL","401265792",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Patton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C","DNP-COACH'S DECISION",FALSE,"3912332","justin-patton","MIL","DAL","401265792",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"N. Stauskas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-COACH'S DECISION",FALSE,"2991042","nik-stauskas","MIL","DAL","401265792",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. Finney-Smith",16,1,3,1,2,0,0,2,3,5,2,0,0,1,4,-9,3,"F","Played",TRUE,"2578185","dorian-finney-smith","DAL","MIL","401265792",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"T. Hardaway Jr.",16,2,9,1,6,1,1,0,2,2,1,0,0,0,0,-9,6,"F","Played",TRUE,"2528210","tim-hardaway-jr","DAL","MIL","401265792",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Powell",16,2,5,0,1,1,2,1,5,6,0,0,0,0,2,-9,5,"C","Played",TRUE,"2531367","dwight-powell","DAL","MIL","401265792",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"L. Doncic",16,5,13,3,5,0,0,0,2,2,4,0,0,1,2,-9,13,"G","Played",TRUE,"3945274","luka-doncic","DAL","MIL","401265792",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Richardson",16,3,6,3,4,0,0,0,1,1,1,1,0,0,1,-9,9,"G","Played",TRUE,"2581190","josh-richardson","DAL","MIL","401265792",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Johnson",8,1,1,1,1,0,0,0,2,2,1,0,0,0,2,3,3,"F","Played",TRUE,"3999","james-johnson","DAL","MIL","401265792",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"M. Kleber",16,3,5,3,5,4,4,1,6,7,0,0,0,0,0,16,13,"F","Played",TRUE,"2960236","maxi-kleber","DAL","MIL","401265792",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"F. Gillespie",6,1,2,0,1,0,0,0,1,1,0,0,0,1,1,-5,2,"F","Played",TRUE,"4277886","freddie-gillespie","DAL","MIL","401265792",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Patterson",6,1,2,1,1,0,0,0,0,0,1,0,0,0,0,-5,3,"F","Played",TRUE,"4397935","devonte-patterson","DAL","MIL","401265792",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"W. Iwundu",10,1,5,0,2,0,0,0,2,2,3,1,0,0,0,8,2,"F","Played",TRUE,"3074797","wes-iwundu","DAL","MIL","401265792",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"B. Marjanovic",10,4,6,0,1,1,1,0,5,5,1,0,0,1,2,8,9,"C","Played",TRUE,"4376","boban-marjanovic","DAL","MIL","401265792",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"W. Cauley-Stein",9,2,4,0,1,0,0,0,5,5,0,1,0,2,0,13,4,"C","Played",TRUE,"2991282","willie-cauley-stein","DAL","MIL","401265792",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"T. Burke",16,4,8,1,4,0,0,1,0,1,2,1,0,1,0,16,9,"G","Played",TRUE,"2579260","trey-burke","DAL","MIL","401265792",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Brunson",16,3,6,1,2,3,4,0,2,2,4,1,0,2,0,16,10,"G","Played",TRUE,"3934672","jalen-brunson","DAL","MIL","401265792",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"T. Terry",15,1,6,1,3,2,2,0,1,1,1,1,0,1,2,3,5,"G","Played",TRUE,"4431747","tyrell-terry","DAL","MIL","401265792",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"T. Bey",15,2,5,0,1,0,0,0,0,0,0,0,2,1,1,3,4,"G","Played",TRUE,"4278502","tyler-bey","DAL","MIL","401265792",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Green",16,2,7,0,1,0,0,1,0,1,2,1,0,1,2,16,4,"G","Played",TRUE,"4432811","josh-green","DAL","MIL","401265792",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"N. Hinton",15,3,6,1,2,1,1,3,5,8,4,1,0,1,0,3,8,"G","Played",TRUE,"4396629","nate-hinton","DAL","MIL","401265792",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"K. Porzingis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C","DNP-RIGHT KNEE SURGERY",FALSE,"3102531","kristaps-porzingis","DAL","MIL","401265792",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"C. Lee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-NOT WITH TEAM",FALSE,"3445","courtney-lee","DAL","MIL","401265792",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Layman",20,4,7,2,2,0,0,1,1,2,1,2,1,0,1,11,10,"F","Played",TRUE,"2982268","jake-layman","MIN","MEM","401265833",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Okogie",19,1,1,0,0,0,2,0,6,6,2,0,0,3,3,10,2,"F","Played",TRUE,"4065663","josh-okogie","MIN","MEM","401265833",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"K. Towns",22,4,13,0,5,5,6,1,7,8,0,0,3,3,5,4,13,"C","Played",TRUE,"3136195","karl-anthony-towns","MIN","MEM","401265833",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. Russell",23,3,8,2,3,6,6,0,4,4,3,1,0,2,0,-9,14,"G","Played",TRUE,"3136776","dangelo-russell","MIN","MEM","401265833",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"M. Beasley",23,4,11,2,6,2,2,0,5,5,3,0,0,2,2,-4,12,"G","Played",TRUE,"3907822","malik-beasley","MIN","MEM","401265833",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Hernangomez",17,2,10,0,4,4,4,3,3,6,1,0,1,0,2,-16,8,"F","Played",TRUE,"4017839","juancho-hernangomez","MIN","MEM","401265833",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Vanderbilt",6,1,1,0,0,0,1,0,0,0,0,1,0,2,0,5,2,"F","Played",TRUE,"4278077","jarred-vanderbilt","MIN","MEM","401265833",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. McDaniels",6,0,0,0,0,0,0,0,1,1,0,0,2,1,1,5,0,"F","Played",TRUE,"4431671","jaden-mcdaniels","MIN","MEM","401265833",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"R. Hollis-Jefferson",8,0,0,0,0,0,0,0,0,0,0,1,0,0,2,-4,0,"F","Played",TRUE,"3064291","rondae-hollis-jefferson","MIN","MEM","401265833",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"T. Cook",3,1,1,0,0,0,0,1,2,3,2,0,0,0,1,7,2,"F","Played",TRUE,"4066367","tyler-cook","MIN","MEM","401265833",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"A. Murkey",3,0,1,0,0,0,0,1,0,1,0,0,0,0,1,7,0,"F","Played",TRUE,"4067603","ade-murkey","MIN","MEM","401265833",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Culver",21,1,4,1,1,0,0,0,1,1,2,2,0,1,1,-3,3,"F","Played",TRUE,"4277928","jarrett-culver","MIN","MEM","401265833",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"A. Edwards",26,2,9,1,5,0,0,1,3,4,1,0,0,3,5,-17,5,"F","Played",TRUE,"4594268","anthony-edwards","MIN","MEM","401265833",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"E. Davis",15,1,2,0,0,1,2,2,2,4,0,1,1,1,1,-16,3,"C","Played",TRUE,"4259","ed-davis","MIN","MEM","401265833",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"R. Rubio",12,3,7,1,2,2,2,0,5,5,2,0,0,3,0,-1,9,"G","Played",TRUE,"4011","ricky-rubio","MIN","MEM","401265833",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
