"Players","MIN","FG_Made","FG_Att","THREES_Made","THREES_Att","FT_Made","FT_Att","OREB","DREB","REB","AST","STL","BLK","TO","PF","PLUS_MINUS","PTS","Position","Reason_For_Benching","Played","Player_Id","Player_Id_Str","Team","Opponent","Game_Id","Date","Home","Neutral","OT_Rounds","Season","Season_Type","Result","Playoff_Round"
"T. Young","25","7","11","3","5","0","0","1","2","3","2","1","0","1","1","12","17","F","Played",TRUE,"3244","thaddeus-young","CHI","CHA","401160625",2019-10-23,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"L. Kornet","7","0","3","0","1","0","0","2","2","4","0","0","0","1","1","-8","0","C","Played",TRUE,"3064560","luke-kornet","CHI","CHA","401160625",2019-10-23,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"R. Arcidiacono","11","2","3","2","2","0","0","3","0","3","1","1","0","0","1","-11","6","G","Played",TRUE,"2991047","ryan-arcidiacono","CHI","CHA","401160625",2019-10-23,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"K. Dunn","24","5","7","0","2","1","2","1","1","2","2","4","0","0","3","-8","11","G","Played",TRUE,"2991139","kris-dunn","CHI","CHA","401160625",2019-10-23,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"C. White","27","6","13","1","4","4","5","0","3","3","7","0","0","1","2","6","17","G","Played",TRUE,"4395651","coby-white","CHI","CHA","401160625",2019-10-23,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"D. Gafford","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"4278049","daniel-gafford","CHI","CHA","401160625",2019-10-23,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"S. Harrison","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-LEFT HAMSTRING STRAIN",FALSE,"2991274","shaquille-harrison","CHI","CHA","401160625",2019-10-23,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"D. Valentine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"2999549","denzel-valentine","CHI","CHA","401160625",2019-10-23,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"D. Sabonis","36","11","15","0","1","5","5","5","8","13","2","0","0","2","5","3","27","F","Played",TRUE,"3155942","domantas-sabonis","IND","DET","401160626",2019-10-23,TRUE,0,0,2020,"Regular-Season","L","Non-Playoff"
"T.J. Warren","34","5","12","0","2","0","2","1","0","1","0","0","1","1","3","4","10","F","Played",TRUE,"2982334","tj-warren","IND","DET","401160626",2019-10-23,TRUE,0,0,2020,"Regular-Season","L","Non-Playoff"
"M. Turner","38","9","15","4","7","3","3","2","7","9","0","2","3","4","3","-4","25","C","Played",TRUE,"3133628","myles-turner","IND","DET","401160626",2019-10-23,TRUE,0,0,2020,"Regular-Season","L","Non-Playoff"
"M. Brogdon","36","5","13","2","4","10","11","0","3","3","11","0","1","2","2","-4","22","G","Played",TRUE,"2566769","malcolm-brogdon","IND","DET","401160626",2019-10-23,TRUE,0,0,2020,"Regular-Season","L","Non-Playoff"
"J. Lamb","26","4","11","0","2","2","3","1","3","4","3","1","0","2","4","-6","10","G","Played",TRUE,"6603","jeremy-lamb","IND","DET","401160626",2019-10-23,TRUE,0,0,2020,"Regular-Season","L","Non-Playoff"
"T.J. Leaf","3","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","F","Played",TRUE,"4066425","tj-leaf","IND","DET","401160626",2019-10-23,TRUE,0,0,2020,"Regular-Season","L","Non-Playoff"
"D. McDermott","11","2","4","2","3","0","0","0","0","0","1","0","0","1","0","-4","6","F","Played",TRUE,"2528588","doug-mcdermott","IND","DET","401160626",2019-10-23,TRUE,0,0,2020,"Regular-Season","L","Non-Playoff"
"T.J. McConnell","13","2","4","0","0","0","0","0","3","3","3","0","1","1","2","-2","4","G","Played",TRUE,"2530530","tj-mcconnell","IND","DET","401160626",2019-10-23,TRUE,0,0,2020,"Regular-Season","L","Non-Playoff"
"E. Sumner","22","3","6","0","0","0","0","1","0","1","2","3","0","1","4","-23","6","G","Played",TRUE,"3136485","edmond-sumner","IND","DET","401160626",2019-10-23,TRUE,0,0,2020,"Regular-Season","L","Non-Playoff"
"A. Holiday","7","0","6","0","1","0","0","0","1","1","2","1","0","1","2","-1","0","G","Played",TRUE,"3922230","aaron-holiday","IND","DET","401160626",2019-10-23,TRUE,0,0,2020,"Regular-Season","L","Non-Playoff"
"J. Holiday","15","0","2","0","1","0","0","0","0","0","2","1","0","0","3","-8","0","G","Played",TRUE,"2284101","justin-holiday","IND","DET","401160626",2019-10-23,TRUE,0,0,2020,"Regular-Season","L","Non-Playoff"
"J. Sampson","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2608891","jakarr-sampson","IND","DET","401160626",2019-10-23,TRUE,0,0,2020,"Regular-Season","L","Non-Playoff"
"G. Bitadze","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"4348700","goga-bitadze","IND","DET","401160626",2019-10-23,TRUE,0,0,2020,"Regular-Season","L","Non-Playoff"
"M. Morris","23","3","11","1","4","1","2","0","3","3","2","1","0","2","1","-3","8","F","Played",TRUE,"6461","markieff-morris","DET","IND","401160626",2019-10-23,FALSE,0,0,2020,"Regular-Season","W","Non-Playoff"
"A. Drummond","41","12","18","0","1","8","10","7","16","23","2","3","4","2","4","4","32","C","Played",TRUE,"6585","andre-drummond","DET","IND","401160626",2019-10-23,FALSE,0,0,2020,"Regular-Season","W","Non-Playoff"
"R. Jackson","20","2","3","1","2","0","0","0","1","1","5","0","0","1","1","2","5","G","Played",TRUE,"6443","reggie-jackson","DET","IND","401160626",2019-10-23,FALSE,0,0,2020,"Regular-Season","W","Non-Playoff"
"T. Snell","32","4","7","2","4","0","0","0","2","2","2","0","0","1","4","11","10","G","Played",TRUE,"2528353","tony-snell","DET","IND","401160626",2019-10-23,FALSE,0,0,2020,"Regular-Season","W","Non-Playoff"
"B. Brown","29","3","6","0","0","1","2","1","3","4","4","0","0","3","3","5","7","G","Played",TRUE,"4065670","bruce-brown","DET","IND","401160626",2019-10-23,FALSE,0,0,2020,"Regular-Season","W","Non-Playoff"
"T. Maker","16","1","4","0","3","2","2","0","2","2","0","0","1","0","3","-3","4","F","Played",TRUE,"4017843","thon-maker","DET","IND","401160626",2019-10-23,FALSE,0,0,2020,"Regular-Season","W","Non-Playoff"
"C. Wood","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","-1","0","C","Played",TRUE,"3058254","christian-wood","DET","IND","401160626",2019-10-23,FALSE,0,0,2020,"Regular-Season","W","Non-Playoff"
"D. Rose","27","6","11","0","0","6","7","1","2","3","9","0","0","4","1","5","18","G","Played",TRUE,"3456","derrick-rose","DET","IND","401160626",2019-10-23,FALSE,0,0,2020,"Regular-Season","W","Non-Playoff"
"L. Galloway","20","2","4","1","1","0","0","1","3","4","0","1","1","3","1","11","5","G","Played",TRUE,"2530572","langston-galloway","DET","IND","401160626",2019-10-23,FALSE,0,0,2020,"Regular-Season","W","Non-Playoff"
"L. Kennard","28","8","13","6","9","8","10","0","3","3","2","0","0","1","3","12","30","G","Played",TRUE,"3913174","luke-kennard","DET","IND","401160626",2019-10-23,FALSE,0,0,2020,"Regular-Season","W","Non-Playoff"
"T. Frazier","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","G","Played",TRUE,"2488945","tim-frazier","DET","IND","401160626",2019-10-23,FALSE,0,0,2020,"Regular-Season","W","Non-Playoff"
"S. Mykhailiuk","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3133602","svi-mykhailiuk","DET","IND","401160626",2019-10-23,FALSE,0,0,2020,"Regular-Season","W","Non-Playoff"
"K. Thomas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3912334","khyri-thomas","DET","IND","401160626",2019-10-23,FALSE,0,0,2020,"Regular-Season","W","Non-Playoff"
"A. Gordon","29","2","8","1","2","4","6","0","2","2","3","2","1","1","4","1","9","F","Played",TRUE,"3064290","aaron-gordon","ORL","CLE","401160627",2019-10-23,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"J. Isaac","24","1","3","0","1","1","2","1","7","8","2","1","2","2","4","0","3","F","Played",TRUE,"4065654","jonathan-isaac","ORL","CLE","401160627",2019-10-23,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"N. Vucevic","34","8","16","1","5","4","5","1","9","10","3","1","0","1","0","2","21","C","Played",TRUE,"6478","nikola-vucevic","ORL","CLE","401160627",2019-10-23,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"D.J. Augustin","25","4","9","1","2","0","0","0","3","3","5","0","0","0","0","6","9","G","Played",TRUE,"3415","dj-augustin","ORL","CLE","401160627",2019-10-23,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"E. Fournier","28","7","13","2","4","0","2","1","2","3","4","1","1","3","3","-10","16","G","Played",TRUE,"6588","evan-fournier","ORL","CLE","401160627",2019-10-23,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"A. Aminu","29","1","5","1","2","2","4","2","5","7","0","1","0","1","2","14","5","F","Played",TRUE,"4248","al-farouq-aminu","ORL","CLE","401160627",2019-10-23,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"M. Bamba","14","3","5","1","3","0","0","1","6","7","1","1","0","0","1","7","7","C","Played",TRUE,"4277919","mo-bamba","ORL","CLE","401160627",2019-10-23,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"M. Carter-Williams","14","1","2","0","1","0","0","1","1","2","0","1","0","1","2","5","2","G","Played",TRUE,"2596108","michael-carter-williams","ORL","CLE","401160627",2019-10-23,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"M. Fultz","23","6","12","0","3","0","0","0","0","0","6","2","0","3","1","3","12","G","Played",TRUE,"4066636","markelle-fultz","ORL","CLE","401160627",2019-10-23,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"T. Ross","19","4","13","2","7","0","0","0","4","4","0","2","0","1","1","17","10","G","Played",TRUE,"6619","terrence-ross","ORL","CLE","401160627",2019-10-23,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"W. Iwundu","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3074797","wes-iwundu","ORL","CLE","401160627",2019-10-23,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"K. Birch","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"2578240","khem-birch","ORL","CLE","401160627",2019-10-23,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
