"Players","MIN","FG_Made","FG_Att","THREES_Made","THREES_Att","FT_Made","FT_Att","OREB","DREB","REB","AST","STL","BLK","TO","PF","PLUS_MINUS","PTS","Position","Reason_For_Benching","Played","Player_Id","Player_Id_Str","Team","Opponent","Game_Id","Date","Home","Neutral","OT_Rounds","Season","Season_Type","Result","Playoff_Round"
"D. Gallinari","32","5","13","2","7","3","3","0","4","4","3","1","0","1","1","-13","15","F","Played",TRUE,"3428","danilo-gallinari","OKC","LAL","401160862",2019-11-22,TRUE,0,0,2020,"Regular-Season","L","Non-Playoff"
"T. Ferguson","32","4","7","3","5","0","0","0","2","2","3","0","0","2","4","-8","11","F","Played",TRUE,"4230546","terrance-ferguson","OKC","LAL","401160862",2019-11-22,TRUE,0,0,2020,"Regular-Season","L","Non-Playoff"
"S. Adams","27","9","10","0","0","4","4","2","4","6","4","0","0","3","4","-4","22","C","Played",TRUE,"2991235","steven-adams","OKC","LAL","401160862",2019-11-22,TRUE,0,0,2020,"Regular-Season","L","Non-Playoff"
"C. Paul","32","5","11","2","6","6","7","1","3","4","7","1","0","1","4","-12","18","G","Played",TRUE,"2779","chris-paul","OKC","LAL","401160862",2019-11-22,TRUE,0,0,2020,"Regular-Season","L","Non-Playoff"
"S. Gilgeous-Alexander","36","10","18","2","2","2","2","1","6","7","4","1","1","2","1","-3","24","G","Played",TRUE,"4278073","shai-gilgeous-alexander","OKC","LAL","401160862",2019-11-22,TRUE,0,0,2020,"Regular-Season","L","Non-Playoff"
"D. Bazley","16","4","5","1","2","0","0","1","3","4","1","1","2","1","1","10","9","F","Played",TRUE,"4423545","darius-bazley","OKC","LAL","401160862",2019-11-22,TRUE,0,0,2020,"Regular-Season","L","Non-Playoff"
"M. Muscala","21","3","9","1","4","0","0","1","4","5","1","2","0","0","2","1","7","C","Played",TRUE,"2490089","mike-muscala","OKC","LAL","401160862",2019-11-22,TRUE,0,0,2020,"Regular-Season","L","Non-Playoff"
"D. Schroder","29","5","12","0","5","3","4","0","3","3","4","0","0","1","3","9","13","G","Played",TRUE,"3032979","dennis-schroder","OKC","LAL","401160862",2019-11-22,TRUE,0,0,2020,"Regular-Season","L","Non-Playoff"
"H. Diallo","15","4","8","0","0","0","0","0","2","2","1","2","0","0","3","5","8","G","Played",TRUE,"4080610","hamidou-diallo","OKC","LAL","401160862",2019-11-22,TRUE,0,0,2020,"Regular-Season","L","Non-Playoff"
"A. Nader","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2595435","abdel-nader","OKC","LAL","401160862",2019-11-22,TRUE,0,0,2020,"Regular-Season","L","Non-Playoff"
"N. Noel","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-SICK",FALSE,"2991280","nerlens-noel","OKC","LAL","401160862",2019-11-22,TRUE,0,0,2020,"Regular-Season","L","Non-Playoff"
"D. Burton","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3059358","deonte-burton","OKC","LAL","401160862",2019-11-22,TRUE,0,0,2020,"Regular-Season","L","Non-Playoff"
"A. Davis","35","9","19","4","7","11","11","1","10","11","7","1","0","1","3","7","33","F","Played",TRUE,"6583","anthony-davis","LAL","OKC","401160862",2019-11-22,FALSE,0,0,2020,"Regular-Season","W","Non-Playoff"
"L. James","36","9","20","1","3","4","6","1","5","6","14","1","1","5","2","3","23","F","Played",TRUE,"1966","lebron-james","LAL","OKC","401160862",2019-11-22,FALSE,0,0,2020,"Regular-Season","W","Non-Playoff"
"D. Green","29","5","8","4","6","0","0","1","3","4","0","0","1","0","3","10","14","F","Played",TRUE,"3988","danny-green","LAL","OKC","401160862",2019-11-22,FALSE,0,0,2020,"Regular-Season","W","Non-Playoff"
"J. McGee","18","4","9","0","0","0","0","3","4","7","1","0","1","0","3","6","8","C","Played",TRUE,"3452","javale-mcgee","LAL","OKC","401160862",2019-11-22,FALSE,0,0,2020,"Regular-Season","W","Non-Playoff"
"K. Caldwell-Pope","32","5","9","4","5","3","3","1","4","5","2","1","0","1","3","6","17","G","Played",TRUE,"2581018","kentavious-caldwell-pope","LAL","OKC","401160862",2019-11-22,FALSE,0,0,2020,"Regular-Season","W","Non-Playoff"
"K. Kuzma","27","4","6","1","3","1","3","0","2","2","0","0","2","1","1","-5","10","F","Played",TRUE,"3134907","kyle-kuzma","LAL","OKC","401160862",2019-11-22,FALSE,0,0,2020,"Regular-Season","W","Non-Playoff"
"D. Howard","17","3","4","0","0","4","6","3","4","7","0","0","1","2","3","-7","10","C","Played",TRUE,"2384","dwight-howard","LAL","OKC","401160862",2019-11-22,FALSE,0,0,2020,"Regular-Season","W","Non-Playoff"
"R. Rondo","18","3","6","2","3","0","0","0","1","1","4","2","0","2","2","-3","8","G","Played",TRUE,"3026","rajon-rondo","LAL","OKC","401160862",2019-11-22,FALSE,0,0,2020,"Regular-Season","W","Non-Playoff"
"Q. Cook","12","1","2","0","0","0","0","1","1","2","2","0","0","1","0","0","2","G","Played",TRUE,"2566745","quinn-cook","LAL","OKC","401160862",2019-11-22,FALSE,0,0,2020,"Regular-Season","W","Non-Playoff"
"A. Caruso","17","2","5","1","4","0","0","0","0","0","2","2","0","2","0","-2","5","G","Played",TRUE,"2991350","alex-caruso","LAL","OKC","401160862",2019-11-22,FALSE,0,0,2020,"Regular-Season","W","Non-Playoff"
"J. Dudley","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3201","jared-dudley","LAL","OKC","401160862",2019-11-22,FALSE,0,0,2020,"Regular-Season","W","Non-Playoff"
"T. Daniels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"2489530","troy-daniels","LAL","OKC","401160862",2019-11-22,FALSE,0,0,2020,"Regular-Season","W","Non-Playoff"
"D. Finney-Smith","23","4","6","2","4","0","0","2","4","6","0","1","0","0","0","12","10","F","Played",TRUE,"2578185","dorian-finney-smith","DAL","CLE","401160863",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"T. Hardaway Jr.","18","6","8","4","5","0","0","0","1","1","4","1","0","0","2","11","16","F","Played",TRUE,"2528210","tim-hardaway-jr","DAL","CLE","401160863",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"D. Powell","24","3","4","0","1","0","0","1","0","1","3","0","0","0","2","8","6","C","Played",TRUE,"2531367","dwight-powell","DAL","CLE","401160863",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"K. Porzingis","28","7","14","3","5","0","0","1","6","7","0","1","4","1","1","23","17","C","Played",TRUE,"3102531","kristaps-porzingis","DAL","CLE","401160863",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"L. Doncic","28","11","18","4","8","4","4","0","7","7","14","0","0","2","2","21","30","G","Played",TRUE,"3945274","luka-doncic","DAL","CLE","401160863",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"M. Kleber","19","2","4","0","1","0","0","0","5","5","0","1","1","0","1","27","4","F","Played",TRUE,"2960236","maxi-kleber","DAL","CLE","401160863",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"J. Jackson","23","7","11","4","6","1","1","1","5","6","0","1","0","0","3","26","19","F","Played",TRUE,"3138156","justin-jackson","DAL","CLE","401160863",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"B. Marjanovic","18","4","8","0","1","1","2","2","4","6","1","1","0","0","2","18","9","C","Played",TRUE,"4376","boban-marjanovic","DAL","CLE","401160863",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"J. Brunson","11","3","5","0","0","0","0","0","3","3","2","0","0","0","1","13","6","G","Played",TRUE,"3934672","jalen-brunson","DAL","CLE","401160863",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"D. Wright","20","4","9","1","2","1","2","3","1","4","2","1","1","0","2","33","10","G","Played",TRUE,"3064447","delon-wright","DAL","CLE","401160863",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"J.J. Barea","12","5","8","2","3","0","0","0","1","1","2","1","1","2","0","2","12","G","Played",TRUE,"3055","jj-barea","DAL","CLE","401160863",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"C. Lee","8","2","3","0","0","0","0","0","1","1","2","0","0","0","2","8","4","G","Played",TRUE,"3445","courtney-lee","DAL","CLE","401160863",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"R. Broekhoff","8","0","2","0","1","0","0","0","1","1","1","0","0","0","0","8","0","G","Played",TRUE,"2489693","ryan-broekhoff","DAL","CLE","401160863",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"K. Love","25","2","8","0","3","4","4","1","6","7","1","0","0","3","2","-34","8","F","Played",TRUE,"3449","kevin-love","CLE","DAL","401160863",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"T. Thompson","26","5","11","0","0","0","1","3","5","8","4","0","1","0","1","-20","10","F","Played",TRUE,"6474","tristan-thompson","CLE","DAL","401160863",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"C. Osman","26","6","10","4","6","2","2","1","3","4","3","0","1","1","2","-15","18","F","Played",TRUE,"3893016","cedi-osman","CLE","DAL","401160863",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"C. Sexton","32","4","12","0","3","6","6","0","2","2","5","0","0","3","2","-18","14","G","Played",TRUE,"4277811","collin-sexton","CLE","DAL","401160863",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"D. Garland","34","9","16","5","8","0","0","0","1","1","4","0","0","2","0","-17","23","G","Played",TRUE,"4396907","darius-garland","CLE","DAL","401160863",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"L. Nance Jr.","21","3","4","2","3","0","0","0","0","0","0","1","0","0","2","-26","8","F","Played",TRUE,"2580365","larry-nance-jr","CLE","DAL","401160863",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"D. Wade","6","1","1","1","1","0","0","0","2","2","0","0","0","0","0","-5","3","F","Played",TRUE,"3912848","dean-wade","CLE","DAL","401160863",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"A. McKinnie","12","0","2","0","1","0","0","1","1","2","1","0","1","0","1","-2","0","F","Played",TRUE,"2530923","alfonzo-mckinnie","CLE","DAL","401160863",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"A. Zizic","12","3","5","0","0","1","1","1","2","3","0","1","0","0","1","-2","7","C","Played",TRUE,"4017838","ante-zizic","CLE","DAL","401160863",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"M. Dellavedova","4","0","2","0","0","0","0","0","1","1","1","0","0","0","1","-9","0","G","Played",TRUE,"2489716","matthew-dellavedova","CLE","DAL","401160863",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"J. Clarkson","15","0","4","0","1","0","0","1","0","1","1","0","0","0","1","-24","0","G","Played",TRUE,"2528426","jordan-clarkson","CLE","DAL","401160863",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"K. Porter Jr.","22","4","9","0","1","1","1","0","3","3","2","1","0","0","2","-27","9","G","Played",TRUE,"4397140","kevin-porter-jr","CLE","DAL","401160863",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"B. Knight","6","0","2","0","2","1","2","0","0","0","1","0","0","1","0","-11","1","G","Played",TRUE,"6448","brandon-knight","CLE","DAL","401160863",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"P. Millsap","32","6","11","1","1","1","1","4","6","10","2","0","2","3","1","18","14","F","Played",TRUE,"3015","paul-millsap","DEN","BOS","401160864",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"W. Barton","34","6","12","3","7","0","0","0","1","1","5","0","0","2","4","13","15","F","Played",TRUE,"6579","will-barton","DEN","BOS","401160864",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"N. Jokic","36","7","17","0","4","4","4","3","13","16","10","3","1","3","2","10","18","C","Played",TRUE,"3112335","nikola-jokic","DEN","BOS","401160864",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"J. Murray","38","9","18","2","6","2","2","1","5","6","5","2","0","3","1","8","22","G","Played",TRUE,"3936299","jamal-murray","DEN","BOS","401160864",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"G. Harris","34","3","8","0","2","3","4","0","4","4","1","1","0","1","2","16","9","G","Played",TRUE,"2999547","gary-harris","DEN","BOS","401160864",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"J. Hernangomez","18","1","3","0","1","0","0","0","0","0","0","0","0","1","3","-12","2","F","Played",TRUE,"4017839","juancho-hernangomez","DEN","BOS","401160864",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"J. Grant","16","2","8","1","4","0","0","1","3","4","0","0","0","0","0","-16","5","F","Played",TRUE,"2991070","jerami-grant","DEN","BOS","401160864",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"M. Porter Jr.","10","2","5","0","2","0","0","1","4","5","0","0","1","1","3","-9","4","F","Played",TRUE,"4278104","michael-porter-jr","DEN","BOS","401160864",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"M. Plumlee","12","1","2","0","0","1","2","1","1","2","1","0","1","2","0","-4","3","C","Played",TRUE,"2488653","mason-plumlee","DEN","BOS","401160864",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"M. Morris","10","2","4","0","1","0","0","0","0","0","0","1","0","1","1","-4","4","G","Played",TRUE,"3059310","monte-morris","DEN","BOS","401160864",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"T. Craig","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2528693","torrey-craig","DEN","BOS","401160864",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"M. Beasley","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3907822","malik-beasley","DEN","BOS","401160864",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"J. Tatum","32","6","16","0","5","4","5","0","2","2","3","0","1","0","1","-23","16","F","Played",TRUE,"4065648","jayson-tatum","BOS","DEN","401160864",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"D. Theis","18","3","6","0","0","1","2","0","3","3","0","1","2","1","2","-5","7","C","Played",TRUE,"2451037","daniel-theis","BOS","DEN","401160864",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"K. Walker","12","0","3","0","1","0","0","0","1","1","3","2","0","0","0","-9","0","G","Played",TRUE,"6479","kemba-walker","BOS","DEN","401160864",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"M. Smart","32","5","11","1","2","4","4","1","5","6","3","2","0","4","2","-12","15","G","Played",TRUE,"2990992","marcus-smart","BOS","DEN","401160864",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"J. Brown","36","6","15","4","7","6","8","1","9","10","4","1","0","1","4","-1","22","G","Played",TRUE,"3917376","jaylen-brown","BOS","DEN","401160864",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"S. Ojeleye","21","1","5","0","3","0","0","0","4","4","0","1","0","1","1","-5","2","F","Played",TRUE,"3056602","semi-ojeleye","BOS","DEN","401160864",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"G. Williams","17","0","4","0","2","0","0","0","1","1","1","1","0","1","1","8","0","F","Played",TRUE,"4066218","grant-williams","BOS","DEN","401160864",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"E. Kanter","14","2","5","0","0","0","0","2","3","5","2","1","1","0","0","-1","4","C","Played",TRUE,"6447","enes-kanter","BOS","DEN","401160864",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"R. Williams III","15","2","2","0","0","0","0","1","3","4","0","1","2","1","3","2","4","C","Played",TRUE,"4066211","robert-williams-iii","BOS","DEN","401160864",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"B. Wanamaker","27","5","8","0","2","4","4","0","2","2","4","0","0","1","4","18","14","G","Played",TRUE,"6507","brad-wanamaker","BOS","DEN","401160864",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"C. Edwards","7","1","4","1","4","0","0","0","1","1","0","0","0","0","0","-3","3","G","Played",TRUE,"4066407","carsen-edwards","BOS","DEN","401160864",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"J. Green","9","2","2","1","1","0","0","0","1","1","1","2","0","1","1","11","5","G","Played",TRUE,"2596112","javonte-green","BOS","DEN","401160864",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"V. Poirier","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"4237215","vincent-poirier","BOS","DEN","401160864",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"R. O'Neale","32","2","4","2","4","0","0","0","3","3","5","0","0","2","2","1","6","F","Played",TRUE,"2583632","royce-oneale","UTAH","GS","401160865",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"B. Bogdanovic","35","7","16","3","7","0","0","2","3","5","3","1","0","4","0","1","17","F","Played",TRUE,"3593","bojan-bogdanovic","UTAH","GS","401160865",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"R. Gobert","35","3","8","0","0","2","2","5","14","19","1","1","7","3","2","1","8","C","Played",TRUE,"3032976","rudy-gobert","UTAH","GS","401160865",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"M. Conley","31","9","14","4","5","5","6","0","4","4","4","1","0","1","1","-3","27","G","Played",TRUE,"3195","mike-conley","UTAH","GS","401160865",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"D. Mitchell","35","12","24","3","9","3","4","1","3","4","4","1","0","0","3","1","30","G","Played",TRUE,"3908809","donovan-mitchell","UTAH","GS","401160865",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"J. Green","17","2","8","0","4","3","4","0","5","5","0","0","2","0","1","8","7","F","Played",TRUE,"3209","jeff-green","UTAH","GS","401160865",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"J. Ingles","27","1","3","1","2","0","0","0","5","5","3","0","0","3","2","5","3","F","Played",TRUE,"2968436","joe-ingles","UTAH","GS","401160865",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"T. Bradley","7","1","1","0","0","0","0","0","1","1","1","0","1","1","1","0","2","C","Played",TRUE,"4065673","tony-bradley","UTAH","GS","401160865",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"D. Exum","6","1","1","0","0","0","0","0","0","0","1","0","0","0","0","3","2","G","Played",TRUE,"3102528","dante-exum","UTAH","GS","401160865",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"E. Mudiay","15","5","6","1","1","0","0","0","2","2","1","0","0","3","2","3","11","G","Played",TRUE,"3892818","emmanuel-mudiay","UTAH","GS","401160865",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"G. Niang","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2990969","georges-niang","UTAH","GS","401160865",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"J. Morgan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3934721","juwan-morgan","UTAH","GS","401160865",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"M. Oni","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"4066851","miye-oni","UTAH","GS","401160865",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"E. Paschall","30","5","14","0","4","2","3","2","5","7","5","0","1","1","1","-5","12","F","Played",TRUE,"3133817","eric-paschall","GS","UTAH","401160865",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"G. Robinson III","36","7","12","2","3","1","1","0","4","4","5","1","0","1","0","-6","17","F","Played",TRUE,"2991039","glenn-robinson-iii","GS","UTAH","401160865",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"W. Cauley-Stein","28","1","4","0","0","0","0","0","4","4","4","1","1","3","4","1","2","C","Played",TRUE,"2991282","willie-cauley-stein","GS","UTAH","401160865",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"A. Burks","35","7","18","2","6","4","4","1","5","6","3","5","0","1","3","-1","20","G","Played",TRUE,"6429","alec-burks","GS","UTAH","401160865",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"K. Bowman","36","7","16","3","6","0","0","1","5","6","5","3","0","0","3","1","17","G","Played",TRUE,"4065635","ky-bowman","GS","UTAH","401160865",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"O. Spellman","28","7","9","4","4","0","0","0","5","5","1","0","0","1","4","3","18","F","Played",TRUE,"4065836","omari-spellman","GS","UTAH","401160865",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"M. Chriss","22","5","8","0","0","0","0","2","2","4","4","1","1","0","1","-10","10","F","Played",TRUE,"3907487","marquese-chriss","GS","UTAH","401160865",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"J. Poole","25","4","13","1","5","4","4","0","1","1","1","0","0","1","2","-3","13","G","Played",TRUE,"4277956","jordan-poole","GS","UTAH","401160865",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"D. Green","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-RIGHT HEEL",FALSE,"6589","draymond-green","GS","UTAH","401160865",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"D. Russell","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-RIGHT THUMB INJURY",FALSE,"3136776","dangelo-russell","GS","UTAH","401160865",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"J. Evans","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-LEFT ABDUCTOR",FALSE,"3934621","jacob-evans","GS","UTAH","401160865",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"K. Leonard","28","9","16","2","5","4","7","0","6","6","3","3","0","2","5","11","24","F","Played",TRUE,"6450","kawhi-leonard","LAC","HOU","401160866",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"M. Harkless","23","3","4","1","1","0","0","1","3","4","1","0","0","1","2","-12","7","F","Played",TRUE,"6591","maurice-harkless","LAC","HOU","401160866",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"I. Zubac","13","4","4","0","0","0","0","2","3","5","2","0","0","1","4","4","8","C","Played",TRUE,"4017837","ivica-zubac","LAC","HOU","401160866",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"P. Beverley","19","2","6","1","2","1","2","1","2","3","0","1","0","1","6","-17","6","G","Played",TRUE,"3964","patrick-beverley","LAC","HOU","401160866",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"P. George","32","4","15","3","10","8","9","0","8","8","7","2","0","3","3","-3","19","G","Played",TRUE,"4251","paul-george","LAC","HOU","401160866",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"J. Green","26","2","6","0","4","0","0","2","7","9","1","1","1","2","3","17","4","F","Played",TRUE,"2327577","jamychal-green","LAC","HOU","401160866",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"M. Harrell","35","8","13","0","0","2","2","3","4","7","2","1","2","5","2","-1","18","C","Played",TRUE,"2991055","montrezl-harrell","LAC","HOU","401160866",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"L. Williams","34","9","16","4","6","4","4","0","3","3","8","0","0","4","3","0","26","G","Played",TRUE,"2799","lou-williams","LAC","HOU","401160866",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"R. McGruder","18","3","6","1","4","0","0","1","0","1","0","0","0","0","2","11","7","G","Played",TRUE,"2488826","rodney-mcgruder","LAC","HOU","401160866",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"J. Robinson","11","1","1","1","1","0","0","0","1","1","3","1","1","0","2","5","3","G","Played",TRUE,"3943606","jerome-robinson","LAC","HOU","401160866",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"P. Patterson","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"4264","patrick-patterson","LAC","HOU","401160866",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"T. Mann","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3907823","terance-mann","LAC","HOU","401160866",2019-11-22,TRUE,0,0,2020,"Regular-Season","W","Non-Playoff"
"P.J. Tucker","37","3","7","1","4","1","2","1","3","4","2","3","0","0","5","7","8","F","Played",TRUE,"3033","pj-tucker","HOU","LAC","401160866",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"C. Capela","41","7","12","0","0","3","5","5","14","19","0","0","2","3","4","-1","17","C","Played",TRUE,"3102529","clint-capela","HOU","LAC","401160866",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"R. Westbrook","34","9","22","1","7","3","7","2","3","5","6","2","0","6","6","-6","22","G","Played",TRUE,"3468","russell-westbrook","HOU","LAC","401160866",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"J. Harden","42","9","16","5","11","14","18","0","8","8","12","2","0","4","4","6","37","G","Played",TRUE,"3992","james-harden","HOU","LAC","401160866",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"B. McLemore","32","4","9","4","9","2","2","1","1","2","1","2","0","0","1","0","14","G","Played",TRUE,"2578213","ben-mclemore","HOU","LAC","401160866",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"T. Sefolosha","11","3","6","2","4","0","0","0","1","1","0","1","0","0","1","-10","8","F","Played",TRUE,"3028","thabo-sefolosha","HOU","LAC","401160866",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
"T. Chandler","7","0","0","0","0","1","2","2","1","3","0","0","0","1","2","-3","1","C","Played",TRUE,"984","tyson-chandler","HOU","LAC","401160866",2019-11-22,FALSE,0,0,2020,"Regular-Season","L","Non-Playoff"
