"Players","MIN","FG_Made","FG_Att","THREES_Made","THREES_Att","FT_Made","FT_Att","OREB","DREB","REB","AST","STL","BLK","TO","PF","PLUS_MINUS","PTS","Position","Reason_For_Benching","Played","Player_Id","Player_Id_Str","Team","Opponent","Game_Id","Date","Home","Neutral","OT_Rounds","Season","Season_Type","Result","Playoff_Round"
"D.J. Kennedy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"6574","dj-kennedy","DEN","LAL","400889801",2016-10-09,FALSE,1,0,2017,"Pre-Season","L","Non-Playoff"
"G. Harris","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-RIGHT GROIN STRAIN",FALSE,"2999547","gary-harris","DEN","LAL","400889801",2016-10-09,FALSE,1,0,2017,"Pre-Season","L","Non-Playoff"
"J. Nelson","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"2439","jameer-nelson","DEN","LAL","400889801",2016-10-09,FALSE,1,0,2017,"Pre-Season","L","Non-Playoff"
"J. Randle","35","4","6","0","0","5","9","3","10","13","3","1","1","1","3","-9","13","F","Played",TRUE,"3064514","julius-randle","LAL","POR","400889802",2016-10-11,TRUE,0,1,2017,"Pre-Season","L","Non-Playoff"
"L. Deng","14","3","6","0","0","1","1","1","2","3","0","0","0","0","1","-3","7","F","Played",TRUE,"2429","luol-deng","LAL","POR","400889802",2016-10-11,TRUE,0,1,2017,"Pre-Season","L","Non-Playoff"
"T. Mozgov","16","4","5","0","0","3","4","1","1","2","0","1","2","3","3","2","11","C","Played",TRUE,"4298","timofey-mozgov","LAL","POR","400889802",2016-10-11,TRUE,0,1,2017,"Pre-Season","L","Non-Playoff"
"L. Williams","21","2","6","1","2","0","0","1","0","1","4","1","0","2","0","-11","5","G","Played",TRUE,"2799","lou-williams","LAL","POR","400889802",2016-10-11,TRUE,0,1,2017,"Pre-Season","L","Non-Playoff"
"D. Russell","35","6","21","0","9","0","0","1","3","4","1","0","0","2","5","-13","12","G","Played",TRUE,"3136776","dangelo-russell","LAL","POR","400889802",2016-10-11,TRUE,0,1,2017,"Pre-Season","L","Non-Playoff"
"L. Nance Jr.","15","2","2","0","0","0","0","0","5","5","2","1","1","1","4","5","4","F","Played",TRUE,"2580365","larry-nance-jr","LAL","POR","400889802",2016-10-11,TRUE,0,1,2017,"Pre-Season","L","Non-Playoff"
"A. Brown","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","Played",TRUE,"2531362","anthony-brown","LAL","POR","400889802",2016-10-11,TRUE,0,1,2017,"Pre-Season","L","Non-Playoff"
"Y. Jianlian","13","1","3","0","0","2","2","0","4","4","0","0","0","0","2","-3","4","F","Played",TRUE,"3214","yi-jianlian","LAL","POR","400889802",2016-10-11,TRUE,0,1,2017,"Pre-Season","L","Non-Playoff"
"B. Ingram","24","2","6","1","3","0","2","1","1","2","0","0","1","1","1","1","5","F","Played",TRUE,"3913176","brandon-ingram","LAL","POR","400889802",2016-10-11,TRUE,0,1,2017,"Pre-Season","L","Non-Playoff"
"T. Black","19","2","5","0","0","1","2","2","2","4","0","1","0","1","3","3","5","C","Played",TRUE,"2528393","tarik-black","LAL","POR","400889802",2016-10-11,TRUE,0,1,2017,"Pre-Season","L","Non-Playoff"
"J. Clarkson","26","6","14","1","6","2","3","0","3","3","2","1","0","0","2","8","15","G","Played",TRUE,"2528426","jordan-clarkson","LAL","POR","400889802",2016-10-11,TRUE,0,1,2017,"Pre-Season","L","Non-Playoff"
"M. Huertas","18","4","8","1","1","2","2","0","2","2","5","0","0","1","0","10","11","G","Played",TRUE,"2968363","marcelinho-huertas","LAL","POR","400889802",2016-10-11,TRUE,0,1,2017,"Pre-Season","L","Non-Playoff"
"N. Young","23","5","12","4","7","0","1","1","2","3","2","1","1","1","1","-5","14","G","Played",TRUE,"3243","nick-young","LAL","POR","400889802",2016-10-11,TRUE,0,1,2017,"Pre-Season","L","Non-Playoff"
"T. Robinson","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"6618","thomas-robinson","LAL","POR","400889802",2016-10-11,TRUE,0,1,2017,"Pre-Season","L","Non-Playoff"
"T. Wear","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2488674","travis-wear","LAL","POR","400889802",2016-10-11,TRUE,0,1,2017,"Pre-Season","L","Non-Playoff"
"Z. Auguste","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2991247","zach-auguste","LAL","POR","400889802",2016-10-11,TRUE,0,1,2017,"Pre-Season","L","Non-Playoff"
"M. World Peace","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"25","metta-world-peace","LAL","POR","400889802",2016-10-11,TRUE,0,1,2017,"Pre-Season","L","Non-Playoff"
"I. Zubac","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"4017837","ivica-zubac","LAL","POR","400889802",2016-10-11,TRUE,0,1,2017,"Pre-Season","L","Non-Playoff"
"J. Jacobs","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3064450","julian-jacobs","LAL","POR","400889802",2016-10-11,TRUE,0,1,2017,"Pre-Season","L","Non-Playoff"
"J. Calderon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"2806","jose-calderon","LAL","POR","400889802",2016-10-11,TRUE,0,1,2017,"Pre-Season","L","Non-Playoff"
"A. Aminu","22","2","6","0","2","0","0","2","4","6","1","0","0","0","2","8","4","F","Played",TRUE,"4248","al-farouq-aminu","POR","LAL","400889802",2016-10-11,FALSE,0,1,2017,"Pre-Season","W","Non-Playoff"
"M. Plumlee","21","3","4","0","0","5","8","5","6","11","1","2","0","5","3","4","11","C","Played",TRUE,"2488653","mason-plumlee","POR","LAL","400889802",2016-10-11,FALSE,0,1,2017,"Pre-Season","W","Non-Playoff"
"D. Lillard","27","10","17","6","9","4","4","0","3","3","3","0","0","1","2","11","30","G","Played",TRUE,"6606","damian-lillard","POR","LAL","400889802",2016-10-11,FALSE,0,1,2017,"Pre-Season","W","Non-Playoff"
"C. McCollum","28","2","13","1","3","0","0","0","3","3","6","1","1","3","3","3","5","G","Played",TRUE,"2490149","cj-mccollum","POR","LAL","400889802",2016-10-11,FALSE,0,1,2017,"Pre-Season","W","Non-Playoff"
"E. Turner","28","3","10","1","3","2","2","0","2","2","5","3","1","3","3","-7","9","G","Played",TRUE,"4239","evan-turner","POR","LAL","400889802",2016-10-11,FALSE,0,1,2017,"Pre-Season","W","Non-Playoff"
"E. Davis","15","1","1","0","0","0","0","0","4","4","1","0","0","1","3","-10","2","F","Played",TRUE,"4259","ed-davis","POR","LAL","400889802",2016-10-11,FALSE,0,1,2017,"Pre-Season","W","Non-Playoff"
"M. Leonard","20","4","10","1","4","2","2","0","6","6","1","0","1","1","6","0","11","F","Played",TRUE,"6605","meyers-leonard","POR","LAL","400889802",2016-10-11,FALSE,0,1,2017,"Pre-Season","W","Non-Playoff"
"N. Vonleh","13","3","4","0","0","0","0","2","3","5","0","0","0","0","1","9","6","F","Played",TRUE,"3078284","noah-vonleh","POR","LAL","400889802",2016-10-11,FALSE,0,1,2017,"Pre-Season","W","Non-Playoff"
"M. Harkless","21","5","8","1","2","3","4","4","3","7","0","0","3","2","2","-5","14","F","Played",TRUE,"6591","maurice-harkless","POR","LAL","400889802",2016-10-11,FALSE,0,1,2017,"Pre-Season","W","Non-Playoff"
"J. Layman","5","1","1","0","0","0","0","0","2","2","0","0","0","0","0","3","2","F","Played",TRUE,"2982268","jake-layman","POR","LAL","400889802",2016-10-11,FALSE,0,1,2017,"Pre-Season","W","Non-Playoff"
"G. Stiemsma","5","1","2","0","0","0","1","0","2","2","0","0","0","0","1","5","2","C","Played",TRUE,"4235","greg-stiemsma","POR","LAL","400889802",2016-10-11,FALSE,0,1,2017,"Pre-Season","W","Non-Playoff"
"A. Crabbe","24","1","3","0","0","0","0","0","1","1","2","1","0","1","1","-6","2","G","Played",TRUE,"2531210","allen-crabbe","POR","LAL","400889802",2016-10-11,FALSE,0,1,2017,"Pre-Season","W","Non-Playoff"
"P. Connaughton","12","1","2","0","1","2","2","0","1","1","1","0","0","1","0","5","4","G","Played",TRUE,"2578239","pat-connaughton","POR","LAL","400889802",2016-10-11,FALSE,0,1,2017,"Pre-Season","W","Non-Playoff"
"S. Napier","22","2","6","1","3","2","6","0","1","1","2","1","0","2","2","-5","7","G","Played",TRUE,"2530780","shabazz-napier","POR","LAL","400889802",2016-10-11,FALSE,0,1,2017,"Pre-Season","W","Non-Playoff"
"G. Jerrett","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2991009","grant-jerrett","POR","LAL","400889802",2016-10-11,FALSE,0,1,2017,"Pre-Season","W","Non-Playoff"
"F. Ezeli","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-LEFT KNEE",FALSE,"6587","festus-ezeli","POR","LAL","400889802",2016-10-11,FALSE,0,1,2017,"Pre-Season","W","Non-Playoff"
"L. Montero","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3911666","luis-montero","POR","LAL","400889802",2016-10-11,FALSE,0,1,2017,"Pre-Season","W","Non-Playoff"
"T. Quarterman","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"4064730","tim-quarterman","POR","LAL","400889802",2016-10-11,FALSE,0,1,2017,"Pre-Season","W","Non-Playoff"
"J. Randle","32","3","9","0","0","0","0","2","8","10","5","1","0","4","2","3","6","F","Played",TRUE,"3064514","julius-randle","LAL","SAC","400889803",2016-10-13,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"L. Deng","25","4","11","1","5","0","0","3","3","6","1","1","0","0","1","3","9","F","Played",TRUE,"2429","luol-deng","LAL","SAC","400889803",2016-10-13,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"T. Mozgov","18","2","5","0","0","0","0","2","4","6","1","0","0","1","1","17","4","C","Played",TRUE,"4298","timofey-mozgov","LAL","SAC","400889803",2016-10-13,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"L. Williams","25","3","11","1","6","1","2","0","1","1","3","0","0","0","3","3","8","G","Played",TRUE,"2799","lou-williams","LAL","SAC","400889803",2016-10-13,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"D. Russell","33","10","14","5","6","6","7","0","1","1","11","2","0","2","1","5","31","G","Played",TRUE,"3136776","dangelo-russell","LAL","SAC","400889803",2016-10-13,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"L. Nance Jr.","15","2","5","0","0","0","0","0","2","2","2","1","0","1","1","-13","4","F","Played",TRUE,"2580365","larry-nance-jr","LAL","SAC","400889803",2016-10-13,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"Y. Jianlian","13","2","3","0","1","0","2","0","0","0","2","0","0","1","0","-9","4","F","Played",TRUE,"3214","yi-jianlian","LAL","SAC","400889803",2016-10-13,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"B. Ingram","28","3","7","1","4","0","0","1","1","2","2","0","0","0","2","-27","7","F","Played",TRUE,"3913176","brandon-ingram","LAL","SAC","400889803",2016-10-13,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"J. Clarkson","23","7","12","3","7","1","1","0","1","1","0","1","0","2","4","-15","18","G","Played",TRUE,"2528426","jordan-clarkson","LAL","SAC","400889803",2016-10-13,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"J. Calderon","15","1","4","0","2","2","2","0","1","1","4","0","0","1","2","-17","4","G","Played",TRUE,"2806","jose-calderon","LAL","SAC","400889803",2016-10-13,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"N. Young","13","3","5","3","4","0","0","0","1","1","0","0","0","0","2","-10","9","G","Played",TRUE,"3243","nick-young","LAL","SAC","400889803",2016-10-13,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"T. Robinson","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"6618","thomas-robinson","LAL","SAC","400889803",2016-10-13,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"A. Brown","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2531362","anthony-brown","LAL","SAC","400889803",2016-10-13,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"M. World Peace","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"25","metta-world-peace","LAL","SAC","400889803",2016-10-13,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"T. Black","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"2528393","tarik-black","LAL","SAC","400889803",2016-10-13,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"I. Zubac","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"4017837","ivica-zubac","LAL","SAC","400889803",2016-10-13,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"M. Huertas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"2968363","marcelinho-huertas","LAL","SAC","400889803",2016-10-13,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"S. Labissiere","12","1","4","0","0","0","0","1","2","3","0","0","0","0","0","-8","2","F","Played",TRUE,"3936296","skal-labissiere","SAC","LAL","400889803",2016-10-13,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"R. Gay","37","6","16","1","4","6","6","0","9","9","7","1","2","1","1","1","19","F","Played",TRUE,"3005","rudy-gay","SAC","LAL","400889803",2016-10-13,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"K. Koufos","16","4","4","0","0","0","2","1","2","3","0","0","0","0","5","-6","8","C","Played",TRUE,"3444","kosta-koufos","SAC","LAL","400889803",2016-10-13,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"A. Afflalo","38","6","11","0","2","4","5","0","4","4","1","0","0","5","5","8","16","G","Played",TRUE,"3187","arron-afflalo","SAC","LAL","400889803",2016-10-13,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"D. Collison","30","8","13","1","2","3","3","1","3","4","7","2","0","3","3","-8","20","G","Played",TRUE,"3973","darren-collison","SAC","LAL","400889803",2016-10-13,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"A. Tolliver","34","7","9","7","7","0","0","1","5","6","4","0","1","5","1","17","21","F","Played",TRUE,"3276","anthony-tolliver","SAC","LAL","400889803",2016-10-13,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"W. Cauley-Stein","25","6","7","0","0","0","1","0","4","4","1","1","0","0","1","9","12","C","Played",TRUE,"2991282","willie-cauley-stein","SAC","LAL","400889803",2016-10-13,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"J. Farmar","18","5","8","4","5","0","0","0","1","1","5","1","1","2","3","20","14","G","Played",TRUE,"3002","jordan-farmar","SAC","LAL","400889803",2016-10-13,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"B. McLemore","31","1","3","0","1","2","2","1","2","3","6","2","2","1","3","27","4","G","Played",TRUE,"2578213","ben-mclemore","SAC","LAL","400889803",2016-10-13,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"O. Casspi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3554","omri-casspi","SAC","LAL","400889803",2016-10-13,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"M. Barnes","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"1765","matt-barnes","SAC","LAL","400889803",2016-10-13,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"D. Cousins","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"4258","demarcus-cousins","SAC","LAL","400889803",2016-10-13,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"G. Papagiannis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"4017846","georgios-papagiannis","SAC","LAL","400889803",2016-10-13,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"G. Temple","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"4023","garrett-temple","SAC","LAL","400889803",2016-10-13,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"L. Patterson","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"2488721","lamar-patterson","SAC","LAL","400889803",2016-10-13,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"T. Lawson","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"4000","ty-lawson","SAC","LAL","400889803",2016-10-13,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"I. Cousins","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"2990983","isaiah-cousins","SAC","LAL","400889803",2016-10-13,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"M. Richardson","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3934663","malachi-richardson","SAC","LAL","400889803",2016-10-13,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"J. Randle","24","2","5","0","0","1","2","0","7","7","2","3","0","3","3","-25","5","F","Played",TRUE,"3064514","julius-randle","LAL","GS","400889804",2016-10-15,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"L. Deng","19","2","7","0","2","0","0","1","1","2","0","0","0","0","0","-20","4","F","Played",TRUE,"2429","luol-deng","LAL","GS","400889804",2016-10-15,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"T. Mozgov","22","3","5","0","0","4","4","1","3","4","1","1","1","2","5","-25","10","C","Played",TRUE,"4298","timofey-mozgov","LAL","GS","400889804",2016-10-15,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"J. Clarkson","30","4","14","3","9","4","4","0","3","3","1","0","0","2","2","-12","15","G","Played",TRUE,"2528426","jordan-clarkson","LAL","GS","400889804",2016-10-15,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"D. Russell","28","3","10","1","6","1","2","0","0","0","5","2","1","4","2","-17","8","G","Played",TRUE,"3136776","dangelo-russell","LAL","GS","400889804",2016-10-15,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"L. Nance Jr.","16","4","7","0","0","1","2","1","2","3","1","4","1","0","1","11","9","F","Played",TRUE,"2580365","larry-nance-jr","LAL","GS","400889804",2016-10-15,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"T. Robinson","7","2","3","0","0","3","3","3","1","4","0","0","0","0","0","9","7","F","Played",TRUE,"6618","thomas-robinson","LAL","GS","400889804",2016-10-15,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"A. Brown","7","1","3","0","0","2","2","1","0","1","0","0","0","0","2","9","4","F","Played",TRUE,"2531362","anthony-brown","LAL","GS","400889804",2016-10-15,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"B. Ingram","26","3","6","2","2","4","6","0","0","0","3","0","1","0","1","11","12","F","Played",TRUE,"3913176","brandon-ingram","LAL","GS","400889804",2016-10-15,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"T. Black","17","2","3","0","0","4","6","4","2","6","3","0","0","0","1","8","8","C","Played",TRUE,"2528393","tarik-black","LAL","GS","400889804",2016-10-15,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"I. Zubac","9","1","2","0","0","0","0","0","3","3","1","0","0","0","0","12","2","C","Played",TRUE,"4017837","ivica-zubac","LAL","GS","400889804",2016-10-15,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"M. Huertas","16","3","10","0","2","0","0","2","2","4","3","0","0","4","0","7","6","G","Played",TRUE,"2968363","marcelinho-huertas","LAL","GS","400889804",2016-10-15,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"N. Young","18","6","9","3","6","2","2","0","1","1","1","1","0","1","4","7","17","G","Played",TRUE,"3243","nick-young","LAL","GS","400889804",2016-10-15,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"M. World Peace","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"25","metta-world-peace","LAL","GS","400889804",2016-10-15,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"Y. Jianlian","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3214","yi-jianlian","LAL","GS","400889804",2016-10-15,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"L. Williams","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"2799","lou-williams","LAL","GS","400889804",2016-10-15,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"J. Calderon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-LEFT CALF STRAIN",FALSE,"2806","jose-calderon","LAL","GS","400889804",2016-10-15,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"K. Looney","23","3","6","0","0","1","2","5","4","9","4","1","0","1","4","15","7","F","Played",TRUE,"3155535","kevon-looney","GS","LAL","400889804",2016-10-15,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"K. Durant","22","7","11","3","5","0","0","0","5","5","2","1","2","0","0","16","17","F","Played",TRUE,"3202","kevin-durant","GS","LAL","400889804",2016-10-15,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"Z. Pachulia","21","4","5","0","0","3","4","2","6","8","3","1","0","2","3","24","11","C","Played",TRUE,"2016","zaza-pachulia","GS","LAL","400889804",2016-10-15,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"S. Curry","18","5","9","2","5","2","3","0","3","3","3","2","0","1","1","25","14","G","Played",TRUE,"3975","stephen-curry","GS","LAL","400889804",2016-10-15,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"K. Thompson","19","9","13","4","6","2","2","1","1","2","3","0","0","1","0","23","24","G","Played",TRUE,"6475","klay-thompson","GS","LAL","400889804",2016-10-15,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"J. McAdoo","13","1","3","0","0","0","0","1","1","2","1","0","0","2","2","-12","2","F","Played",TRUE,"2594818","james-michael-mcadoo","GS","LAL","400889804",2016-10-15,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"P. McCaw","34","3","11","1","5","6","7","3","1","4","5","1","1","4","1","-6","13","F","Played",TRUE,"3137730","patrick-mccaw","GS","LAL","400889804",2016-10-15,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"A. Varejao","13","0","1","0","0","0","0","0","3","3","1","1","0","0","3","-2","0","C","Played",TRUE,"2419","anderson-varejao","GS","LAL","400889804",2016-10-15,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"J. McGee","14","6","10","0","0","0","2","1","3","4","0","1","2","2","3","-17","12","C","Played",TRUE,"3452","javale-mcgee","GS","LAL","400889804",2016-10-15,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"P. Pressey","12","2","3","0","1","0","2","0","0","0","0","1","0","4","1","-15","4","G","Played",TRUE,"2530722","phil-pressey","GS","LAL","400889804",2016-10-15,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"C. Jones","16","1","1","0","0","0","0","0","0","0","2","0","0","0","2","-19","2","G","Played",TRUE,"6494","cameron-jones","GS","LAL","400889804",2016-10-15,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"S. Livingston","15","1","2","0","0","0","0","0","2","2","4","0","0","1","2","-5","2","G","Played",TRUE,"2393","shaun-livingston","GS","LAL","400889804",2016-10-15,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"I. Clark","20","2","6","0","1","0","0","0","1","1","1","0","1","1","6","-2","4","G","Played",TRUE,"2489785","ian-clark","GS","LAL","400889804",2016-10-15,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"D. Green","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"6589","draymond-green","GS","LAL","400889804",2016-10-15,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"D. West","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2177","david-west","GS","LAL","400889804",2016-10-15,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"D. Jones","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"3064559","damian-jones","GS","LAL","400889804",2016-10-15,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"A. Iguodala","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"2386","andre-iguodala","GS","LAL","400889804",2016-10-15,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"E. Williams","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-RIGHT KNEE SURGERY",FALSE,"4294","elliot-williams","GS","LAL","400889804",2016-10-15,FALSE,1,0,2017,"Pre-Season","W","Non-Playoff"
"J. Randle","23","6","13","0","0","0","0","1","4","5","0","1","0","4","1","-18","12","F","Played",TRUE,"3064514","julius-randle","LAL","GS","400889805",2016-10-19,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"T. Mozgov","15","2","3","0","0","0","0","2","0","2","1","0","2","1","0","-13","4","C","Played",TRUE,"4298","timofey-mozgov","LAL","GS","400889805",2016-10-19,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"J. Clarkson","22","3","9","2","6","3","5","0","3","3","1","0","0","1","3","-21","11","G","Played",TRUE,"2528426","jordan-clarkson","LAL","GS","400889805",2016-10-19,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"D. Russell","31","5","13","4","8","2","2","0","3","3","9","0","0","7","1","-20","16","G","Played",TRUE,"3136776","dangelo-russell","LAL","GS","400889805",2016-10-19,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"N. Young","30","7","13","5","10","0","2","0","3","3","2","2","0","0","3","-15","19","G","Played",TRUE,"3243","nick-young","LAL","GS","400889805",2016-10-19,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
"L. Nance Jr.","20","5","11","0","1","0","1","0","3","3","0","2","0","2","2","6","10","F","Played",TRUE,"2580365","larry-nance-jr","LAL","GS","400889805",2016-10-19,TRUE,1,0,2017,"Pre-Season","L","Non-Playoff"
