"Players","MIN","FG_Made","FG_Att","THREES_Made","THREES_Att","FT_Made","FT_Att","OREB","DREB","REB","AST","STL","BLK","TO","PF","PLUS_MINUS","PTS","Position","Reason_For_Benching","Played","Player_Id","Player_Id_Str","Team","Opponent","Game_Id","Date","Home","Neutral","OT_Rounds","Season","Season_Type","Result","Playoff_Round"
"J. Brown","40","11","23","2","9","1","2","1","5","6","0","2","0","3","5","-5","25","G","Played",TRUE,"3917376","jaylen-brown","BOS","CLE","400974437",2017-10-17,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"S. Ojeleye","9","0","2","0","1","0","0","0","0","0","0","0","0","0","1","-10","0","F","Played",TRUE,"3056602","semi-ojeleye","BOS","CLE","400974437",2017-10-17,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"A. Baynes","19","2","2","0","0","2","4","2","3","5","1","0","1","2","5","-14","6","C","Played",TRUE,"2968439","aron-baynes","BOS","CLE","400974437",2017-10-17,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"M. Smart","35","5","16","0","4","2","3","0","9","9","3","2","2","2","2","-8","12","G","Played",TRUE,"2990992","marcus-smart","BOS","CLE","400974437",2017-10-17,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"T. Rozier","20","2","6","1","3","4","4","0","3","3","2","4","0","0","0","4","9","G","Played",TRUE,"3074752","terry-rozier","BOS","CLE","400974437",2017-10-17,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"S. Larkin","5","0","1","0","1","0","0","0","1","1","0","0","0","0","0","2","0","G","Played",TRUE,"2596158","shane-larkin","BOS","CLE","400974437",2017-10-17,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"A. Nader","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2595435","abdel-nader","BOS","CLE","400974437",2017-10-17,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"D. Theis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"2451037","daniel-theis","BOS","CLE","400974437",2017-10-17,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"K. Durant","38","7","15","2","5","4","5","1","4","5","7","0","4","8","4","11","20","F","Played",TRUE,"3202","kevin-durant","GS","HOU","400974438",2017-10-17,TRUE,0,0,2018,"Regular-Season","L","Non-Playoff"
"D. Green","28","2","6","1","2","4","4","1","10","11","13","0","0","2","3","7","9","F","Played",TRUE,"6589","draymond-green","GS","HOU","400974438",2017-10-17,TRUE,0,0,2018,"Regular-Season","L","Non-Playoff"
"Z. Pachulia","10","2","2","0","0","2","2","0","3","3","0","0","1","0","1","8","6","C","Played",TRUE,"2016","zaza-pachulia","GS","HOU","400974438",2017-10-17,TRUE,0,0,2018,"Regular-Season","L","Non-Playoff"
"S. Curry","30","8","18","3","9","3","3","0","5","5","4","1","0","2","4","9","22","G","Played",TRUE,"3975","stephen-curry","GS","HOU","400974438",2017-10-17,TRUE,0,0,2018,"Regular-Season","L","Non-Playoff"
"K. Thompson","38","6","14","4","7","0","0","0","6","6","3","2","2","1","0","0","16","G","Played",TRUE,"6475","klay-thompson","GS","HOU","400974438",2017-10-17,TRUE,0,0,2018,"Regular-Season","L","Non-Playoff"
"K. Looney","8","0","0","0","0","1","2","0","2","2","0","1","0","0","2","-7","1","F","Played",TRUE,"3155535","kevon-looney","GS","HOU","400974438",2017-10-17,TRUE,0,0,2018,"Regular-Season","L","Non-Playoff"
"D. West","9","2","3","0","0","0","0","1","0","1","0","0","1","1","0","0","4","F","Played",TRUE,"2177","david-west","GS","HOU","400974438",2017-10-17,TRUE,0,0,2018,"Regular-Season","L","Non-Playoff"
"O. Casspi","4","0","0","0","0","2","2","0","1","1","0","0","0","0","0","-4","2","F","Played",TRUE,"3554","omri-casspi","GS","HOU","400974438",2017-10-17,TRUE,0,0,2018,"Regular-Season","L","Non-Playoff"
"J. Bell","12","4","5","0","0","0","0","0","1","1","1","0","0","1","4","-2","8","F","Played",TRUE,"3064427","jordan-bell","GS","HOU","400974438",2017-10-17,TRUE,0,0,2018,"Regular-Season","L","Non-Playoff"
"P. McCaw","19","2","3","0","0","0","0","1","2","3","1","1","1","0","1","-9","4","F","Played",TRUE,"3137730","patrick-mccaw","GS","HOU","400974438",2017-10-17,TRUE,0,0,2018,"Regular-Season","L","Non-Playoff"
"S. Livingston","19","2","5","0","0","2","2","1","0","1","5","0","0","1","2","-8","6","G","Played",TRUE,"2393","shaun-livingston","GS","HOU","400974438",2017-10-17,TRUE,0,0,2018,"Regular-Season","L","Non-Playoff"
"N. Young","26","8","9","6","7","1","1","1","1","2","0","0","0","1","4","-10","23","G","Played",TRUE,"3243","nick-young","GS","HOU","400974438",2017-10-17,TRUE,0,0,2018,"Regular-Season","L","Non-Playoff"
"J. McGee","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"3452","javale-mcgee","GS","HOU","400974438",2017-10-17,TRUE,0,0,2018,"Regular-Season","L","Non-Playoff"
"R. Anderson","33","5","12","3","8","0","0","3","5","8","1","1","1","0","3","8","13","F","Played",TRUE,"3412","ryan-anderson","HOU","GS","400974438",2017-10-17,FALSE,0,0,2018,"Regular-Season","W","Non-Playoff"
"T. Ariza","38","3","9","2","5","0","0","1","5","6","5","2","0","1","2","-8","8","F","Played",TRUE,"2426","trevor-ariza","HOU","GS","400974438",2017-10-17,FALSE,0,0,2018,"Regular-Season","W","Non-Playoff"
"C. Capela","18","6","10","0","0","0","1","1","3","4","0","1","1","2","0","-23","12","C","Played",TRUE,"3102529","clint-capela","HOU","GS","400974438",2017-10-17,FALSE,0,0,2018,"Regular-Season","W","Non-Playoff"
"C. Paul","33","2","9","0","4","0","0","1","7","8","10","2","1","1","4","-13","4","G","Played",TRUE,"2779","chris-paul","HOU","GS","400974438",2017-10-17,FALSE,0,0,2018,"Regular-Season","W","Non-Playoff"
"J. Harden","36","10","23","4","9","3","4","1","5","6","11","1","0","3","2","1","27","G","Played",TRUE,"3992","james-harden","HOU","GS","400974438",2017-10-17,FALSE,0,0,2018,"Regular-Season","W","Non-Playoff"
"P.J. Tucker","29","6","9","4","6","4","6","1","5","6","0","1","0","1","3","20","20","F","Played",TRUE,"3033","pj-tucker","HOU","GS","400974438",2017-10-17,FALSE,0,0,2018,"Regular-Season","W","Non-Playoff"
"L. Mbah a Moute","23","6","9","2","3","0","0","2","2","4","0","0","0","2","1","4","14","F","Played",TRUE,"3451","luc-mbah-a-moute","HOU","GS","400974438",2017-10-17,FALSE,0,0,2018,"Regular-Season","W","Non-Playoff"
"E. Gordon","29","9","16","0","6","6","8","0","1","1","1","1","2","2","1","16","24","G","Played",TRUE,"3431","eric-gordon","HOU","GS","400974438",2017-10-17,FALSE,0,0,2018,"Regular-Season","W","Non-Playoff"
"N. Hilario","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"1713","nene","HOU","GS","400974438",2017-10-17,FALSE,0,0,2018,"Regular-Season","W","Non-Playoff"
"T. Black","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"2528393","tarik-black","HOU","GS","400974438",2017-10-17,FALSE,0,0,2018,"Regular-Season","W","Non-Playoff"
"Z. Qi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"3892894","zhou-qi","HOU","GS","400974438",2017-10-17,FALSE,0,0,2018,"Regular-Season","W","Non-Playoff"
"B. Brown","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3472","bobby-brown","HOU","GS","400974438",2017-10-17,FALSE,0,0,2018,"Regular-Season","W","Non-Playoff"
"D. Jackson","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3059273","demetrius-jackson","HOU","GS","400974438",2017-10-17,FALSE,0,0,2018,"Regular-Season","W","Non-Playoff"
"J. Smith","7","0","1","0","1","0","0","1","0","1","0","0","0","0","1","4","0","F","Played",TRUE,"3232","jason-smith","WSH","PHI","400974439",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"O. Porter Jr.","33","5","11","0","3","0","0","2","6","8","0","3","1","0","3","14","10","F","Played",TRUE,"2594922","otto-porter-jr","WSH","PHI","400974439",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"M. Gortat","34","7","12","0","0","2","3","5","12","17","1","0","3","1","3","16","16","C","Played",TRUE,"2758","marcin-gortat","WSH","PHI","400974439",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"J. Wall","37","10","28","0","3","8","9","2","3","5","8","0","2","2","2","19","28","G","Played",TRUE,"4237","john-wall","WSH","PHI","400974439",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"B. Beal","36","6","17","1","4","12","16","2","4","6","4","3","1","2","2","12","25","G","Played",TRUE,"6580","bradley-beal","WSH","PHI","400974439",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"M. Scott","15","3","6","1","3","0","0","0","2","2","0","0","0","1","0","-9","7","F","Played",TRUE,"6622","mike-scott","WSH","PHI","400974439",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"I. Mahinmi","14","3","3","0","0","0","0","2","2","4","1","0","1","1","4","-11","6","C","Played",TRUE,"2774","ian-mahinmi","WSH","PHI","400974439",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"K. Oubre Jr.","32","5","10","3","6","1","3","2","6","8","2","2","2","0","2","-4","14","G","Played",TRUE,"3133603","kelly-oubre-jr","WSH","PHI","400974439",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"J. Meeks","19","3","8","1","2","7","7","0","1","1","0","0","0","0","0","-4","14","G","Played",TRUE,"4003","jodie-meeks","WSH","PHI","400974439",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"T. Frazier","13","0","1","0","0","0","0","0","0","0","5","0","0","2","3","-12","0","G","Played",TRUE,"2488945","tim-frazier","WSH","PHI","400974439",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"M. Morris","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-INJURED",FALSE,"6461","markieff-morris","WSH","PHI","400974439",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"D. Robinson","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3137798","devin-robinson","WSH","PHI","400974439",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"C. McCullough","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3153165","chris-mccullough","WSH","PHI","400974439",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"M. Young","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-DND - Two-Way Contract",FALSE,"3059279","mike-young","WSH","PHI","400974439",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"T. Satoransky","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"6621","tomas-satoransky","WSH","PHI","400974439",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"C. Felix","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"2531185","carrick-felix","WSH","PHI","400974439",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"S. Mac","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-INJURED",FALSE,"2594885","sheldon-mac","WSH","PHI","400974439",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"R. Covington","29","9","15","7","11","4","4","2","5","7","1","1","2","5","4","10","29","F","Played",TRUE,"2490620","robert-covington","PHI","WSH","400974439",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"J. Embiid","27","7","15","0","4","4","4","1","12","13","3","0","1","4","2","1","18","C","Played",TRUE,"3059318","joel-embiid","PHI","WSH","400974439",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"B. Simmons","35","7","14","0","0","4","6","3","7","10","5","2","1","1","3","3","18","G","Played",TRUE,"3907387","ben-simmons","PHI","WSH","400974439",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"J. Redick","32","4","10","4","8","0","0","0","2","2","4","1","0","2","4","17","12","G","Played",TRUE,"3024","jj-redick","PHI","WSH","400974439",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"J. Bayless","28","5","10","3","7","0","0","0","3","3","3","1","0","2","4","11","13","G","Played",TRUE,"3417","jerryd-bayless","PHI","WSH","400974439",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"D. Saric","23","1","5","0","2","1","1","1","2","3","2","0","1","0","3","-9","3","F","Played",TRUE,"3032978","dario-saric","PHI","WSH","400974439",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"A. Johnson","15","2","7","0","0","1","2","1","4","5","1","0","0","1","6","-7","5","F","Played",TRUE,"2769","amir-johnson","PHI","WSH","400974439",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"T.J. McConnell","15","1","2","0","0","0","0","0","0","0","3","0","0","0","0","-14","2","G","Played",TRUE,"2530530","tj-mcconnell","PHI","WSH","400974439",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"M. Fultz","18","5","9","0","0","0","2","2","1","3","1","0","1","2","0","-18","10","G","Played",TRUE,"4066636","markelle-fultz","PHI","WSH","400974439",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"T. Luwawu-Cabarrot","18","2","6","1","3","0","0","1","1","2","2","1","0","0","2","-19","5","G","Played",TRUE,"3893019","timothe-luwawu-cabarrot","PHI","WSH","400974439",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"J. Anderson","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2982340","justin-anderson","PHI","WSH","400974439",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"J. McAdoo","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2594818","james-michael-mcadoo","PHI","WSH","400974439",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"R. Holmes","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-INJURED",FALSE,"2993370","richaun-holmes","PHI","WSH","400974439",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"J. Okafor","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"3135048","jahlil-okafor","PHI","WSH","400974439",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"J. Pullen","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"2282622","jacob-pullen","PHI","WSH","400974439",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"N. Stauskas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"2991042","nik-stauskas","PHI","WSH","400974439",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"P. Gasol","29","3","8","1","3","0","0","2","5","7","4","0","3","1","1","6","7","F","Played",TRUE,"996","pau-gasol","SA","MIN","400974440",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"D. Green","33","7","16","3","7","0","0","0","4","4","2","2","2","2","2","11","17","F","Played",TRUE,"3988","danny-green","SA","MIN","400974440",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"K. Anderson","30","5","9","1","1","1","2","0","9","9","1","0","1","0","1","1","12","F","Played",TRUE,"2993874","kyle-anderson","SA","MIN","400974440",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"L. Aldridge","39","9","21","1","2","6","7","5","5","10","4","0","2","3","2","15","25","C","Played",TRUE,"2983","lamarcus-aldridge","SA","MIN","400974440",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"D. Murray","25","7","8","0","0","2","2","2","3","5","2","2","1","2","4","4","16","G","Played",TRUE,"3907497","dejounte-murray","SA","MIN","400974440",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"J. Lauvergne","13","2","6","0","0","0","0","2","1","3","1","0","0","1","0","0","4","F","Played",TRUE,"2959753","joffrey-lauvergne","SA","MIN","400974440",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"R. Gay","24","5","9","0","1","4","4","1","4","5","2","1","0","0","3","3","14","F","Played",TRUE,"3005","rudy-gay","SA","MIN","400974440",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"D. Bertans","4","0","1","0","1","0","0","0","2","2","0","0","0","0","0","-6","0","F","Played",TRUE,"6426","davis-bertans","SA","MIN","400974440",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"P. Mills","22","1","4","1","2","0","0","0","2","2","2","2","1","1","3","6","3","G","Played",TRUE,"4004","patty-mills","SA","MIN","400974440",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"D. White","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2","0","G","Played",TRUE,"3078576","derrick-white","SA","MIN","400974440",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"B. Forbes","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2","0","G","Played",TRUE,"2994526","bryn-forbes","SA","MIN","400974440",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"M. Ginobili","21","2","7","1","4","4","4","0","3","3","4","1","1","1","2","6","9","G","Played",TRUE,"272","manu-ginobili","SA","MIN","400974440",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"B. Paul","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2","0","G","Played",TRUE,"2488911","brandon-paul","SA","MIN","400974440",2017-10-18,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"J. Butler","35","5","12","2","3","0","0","0","4","4","3","1","0","3","3","-19","12","F","Played",TRUE,"6430","jimmy-butler","MIN","SA","400974440",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"A. Wiggins","30","9","14","4","6","4","9","1","4","5","1","0","0","1","0","-19","26","F","Played",TRUE,"3059319","andrew-wiggins","MIN","SA","400974440",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"T. Gibson","27","3","11","0","2","0","0","2","2","4","3","1","0","2","3","-17","6","C","Played",TRUE,"3986","taj-gibson","MIN","SA","400974440",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"K. Towns","35","8","15","0","1","2","2","2","11","13","1","2","1","2","4","0","18","C","Played",TRUE,"3136195","karl-anthony-towns","MIN","SA","400974440",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"J. Teague","25","3","6","1","2","4","5","0","2","2","6","1","1","1","1","-17","11","G","Played",TRUE,"4015","jeff-teague","MIN","SA","400974440",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"N. Bjelica","13","3","8","1","2","2","2","1","2","3","1","0","0","0","0","15","9","F","Played",TRUE,"4269","nemanja-bjelica","MIN","SA","400974440",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"S. Muhammad","14","1","6","0","1","0","0","1","1","2","0","0","1","0","2","11","2","F","Played",TRUE,"2993875","shabazz-muhammad","MIN","SA","400974440",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"G. Dieng","14","1","5","0","1","0","0","3","1","4","2","1","0","2","1","-8","2","C","Played",TRUE,"2534781","gorgui-dieng","MIN","SA","400974440",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"T. Jones","23","1","3","0","0","1","1","0","2","2","1","1","0","0","1","9","3","G","Played",TRUE,"3135046","tyus-jones","MIN","SA","400974440",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"J. Crawford","24","3","5","0","1","4","4","1","2","3","5","0","1","2","1","5","10","G","Played",TRUE,"165","jamal-crawford","MIN","SA","400974440",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"M. Georges-Hunt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2982261","marcus-georges-hunt","MIN","SA","400974440",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"C. Aldrich","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"4267","cole-aldrich","MIN","SA","400974440",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"A. Brooks","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3192","aaron-brooks","MIN","SA","400974440",2017-10-18,FALSE,0,0,2018,"Regular-Season","L","Non-Playoff"
"C. Anthony","34","8","20","3","10","3","5","0","1","1","1","2","2","2","4","0","22","F","Played",TRUE,"1975","carmelo-anthony","OKC","NY","400974441",2017-10-19,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"S. Adams","30","5","5","0","0","2","3","2","3","5","1","5","3","1","3","26","12","C","Played",TRUE,"2991235","steven-adams","OKC","NY","400974441",2017-10-19,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"R. Westbrook","33","7","12","0","1","7","10","2","8","10","16","0","1","7","4","29","21","G","Played",TRUE,"3468","russell-westbrook","OKC","NY","400974441",2017-10-19,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"P. George","39","9","23","6","13","4","4","0","6","6","1","1","1","1","1","23","28","G","Played",TRUE,"4251","paul-george","OKC","NY","400974441",2017-10-19,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"A. Roberson","21","3","7","0","2","0","0","3","3","6","2","1","0","0","0","3","6","G","Played",TRUE,"2530596","andre-roberson","OKC","NY","400974441",2017-10-19,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"P. Patterson","7","0","2","0","2","0","0","0","2","2","0","0","0","1","0","-1","0","F","Played",TRUE,"4264","patrick-patterson","OKC","NY","400974441",2017-10-19,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
"J. Huestis","3","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","F","Played",TRUE,"2531364","josh-huestis","OKC","NY","400974441",2017-10-19,TRUE,0,0,2018,"Regular-Season","W","Non-Playoff"
