"Players","MIN","FG_Made","FG_Att","THREES_Made","THREES_Att","FT_Made","FT_Att","OREB","DREB","REB","AST","STL","BLK","TO","PF","PLUS_MINUS","PTS","Position","Reason_For_Benching","Played","Player_Id","Player_Id_Str","Team","Opponent","Game_Id","Date","Home","Neutral","OT_Rounds","Season","Season_Type","Result","Playoff_Round"
"V. Oladipo","33","10","20","3","6","2","6","1","6","7","3","4","0","3","1","27","25","G","Played",TRUE,"2527963","victor-oladipo","IND","BKN","401070710",2018-10-20,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"D. Collison","23","5","8","2","4","1","2","1","1","2","3","1","0","0","3","12","13","G","Played",TRUE,"3973","darren-collison","IND","BKN","401070710",2018-10-20,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"A. Johnson","3","0","0","0","0","0","0","0","1","1","0","0","0","0","1","-6","0","F","Played",TRUE,"4067045","alize-johnson","IND","BKN","401070710",2018-10-20,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"D. McDermott","26","4","5","4","5","0","0","0","3","3","1","0","0","0","1","19","12","F","Played",TRUE,"2528588","doug-mcdermott","IND","BKN","401070710",2018-10-20,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"K. O'Quinn","19","7","12","0","0","2","2","5","3","8","1","1","2","3","3","15","16","C","Played",TRUE,"6615","kyle-oquinn","IND","BKN","401070710",2018-10-20,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"I. Anigbogu","3","0","2","0","0","0","0","0","1","1","0","0","1","1","0","-6","0","C","Played",TRUE,"4066424","ike-anigbogu","IND","BKN","401070710",2018-10-20,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"E. Sumner","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","-8","0","G","Played",TRUE,"3136485","edmond-sumner","IND","BKN","401070710",2018-10-20,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"A. Holiday","3","0","1","0","1","0","0","0","0","0","1","0","0","0","0","-6","0","G","Played",TRUE,"3922230","aaron-holiday","IND","BKN","401070710",2018-10-20,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"C. Joseph","25","5","7","2","2","0","0","0","3","3","6","0","0","2","2","14","12","G","Played",TRUE,"6446","cory-joseph","IND","BKN","401070710",2018-10-20,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"T. Evans","22","6","12","1","2","2","4","1","2","3","2","3","1","0","4","14","15","G","Played",TRUE,"3983","tyreke-evans","IND","BKN","401070710",2018-10-20,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"J. Dudley","23","1","3","1","3","0","0","0","2","2","4","0","0","0","3","-7","3","F","Played",TRUE,"3201","jared-dudley","BKN","IND","401070710",2018-10-20,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"J. Harris","32","6","11","5","6","2","3","1","1","2","3","0","1","1","3","-11","19","F","Played",TRUE,"2528794","joe-harris","BKN","IND","401070710",2018-10-20,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"J. Allen","22","4","7","0","1","0","2","0","3","3","0","0","1","4","0","-16","8","C","Played",TRUE,"4066328","jarrett-allen","BKN","IND","401070710",2018-10-20,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"C. LeVert","28","8","9","2","3","1","2","0","4","4","3","2","1","4","3","-20","19","G","Played",TRUE,"2991043","caris-levert","BKN","IND","401070710",2018-10-20,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"D. Russell","31","5","16","2","5","0","0","1","5","6","7","0","1","3","0","-18","12","G","Played",TRUE,"3136776","dangelo-russell","BKN","IND","401070710",2018-10-20,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"E. Davis","19","1","4","0","0","2","2","3","5","8","1","1","2","1","2","-1","4","F","Played",TRUE,"4259","ed-davis","BKN","IND","401070710",2018-10-20,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"K. Faried","7","4","4","0","0","0","0","1","1","2","0","1","0","1","0","-2","8","F","Played",TRUE,"6433","kenneth-faried","BKN","IND","401070710",2018-10-20,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"D. Musa","7","1","3","0","2","0","2","1","1","2","1","1","0","0","0","1","2","F","Played",TRUE,"4348696","dzanan-musa","BKN","IND","401070710",2018-10-20,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"R. Kurucs","15","5","9","2","5","0","0","2","4","6","0","0","0","2","1","-2","12","F","Played",TRUE,"4230548","rodions-kurucs","BKN","IND","401070710",2018-10-20,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"S. Dinwiddie","26","4","11","2","5","3","4","0","1","1","4","1","0","1","4","-24","13","G","Played",TRUE,"2580782","spencer-dinwiddie","BKN","IND","401070710",2018-10-20,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"A. Crabbe","25","2","6","2","5","4","5","0","3","3","0","0","0","3","2","-1","10","G","Played",TRUE,"2531210","allen-crabbe","BKN","IND","401070710",2018-10-20,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"T. Pinson","7","0","3","0","2","2","2","0","1","1","2","0","0","0","0","1","2","G","Played",TRUE,"3138154","theo-pinson","BKN","IND","401070710",2018-10-20,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"L. Thomas","17","1","4","1","3","3","4","1","3","4","0","0","1","3","1","-8","6","F","Played",TRUE,"6485","lance-thomas","NY","BOS","401070711",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"T. Hardaway Jr.","37","8","21","5","11","3","3","0","3","3","3","1","0","3","4","-2","24","F","Played",TRUE,"2528210","tim-hardaway-jr","NY","BOS","401070711",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"E. Kanter","31","8","15","1","2","0","0","5","10","15","2","2","0","3","6","-6","17","C","Played",TRUE,"6447","enes-kanter","NY","BOS","401070711",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"T. Burke","30","5","12","0","4","1","3","0","3","3","9","2","0","1","2","3","11","G","Played",TRUE,"2579260","trey-burke","NY","BOS","401070711",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"F. Ntilikina","19","2","7","1","5","0","0","0","1","1","1","1","0","2","4","-22","5","G","Played",TRUE,"4230547","frank-ntilikina","NY","BOS","401070711",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"M. Hezonja","10","1","5","0","2","0","0","0","2","2","0","0","0","0","0","5","2","F","Played",TRUE,"2995706","mario-hezonja","NY","BOS","401070711",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"N. Vonleh","22","2","3","0","0","3","6","3","10","13","3","0","0","1","2","7","7","F","Played",TRUE,"3078284","noah-vonleh","NY","BOS","401070711",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"K. Knox II","4","0","1","0","0","1","2","0","0","0","0","0","0","0","0","0","1","F","Played",TRUE,"4278075","kevin-knox-ii","NY","BOS","401070711",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"M. Robinson","9","0","1","0","0","1","2","1","1","2","0","0","0","0","1","4","1","C","Played",TRUE,"4351852","mitchell-robinson","NY","BOS","401070711",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"D. Dotson","22","4","8","2","5","0","0","0","2","2","2","2","0","0","2","7","10","G","Played",TRUE,"2991149","damyean-dotson","NY","BOS","401070711",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"R. Baker","12","1","1","0","0","0","0","0","0","0","2","0","0","0","2","-2","2","G","Played",TRUE,"2580349","ron-baker","NY","BOS","401070711",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"A. Trier","25","4","9","2","3","5","7","1","0","1","1","0","0","3","1","4","15","G","Played",TRUE,"3907525","allonzo-trier","NY","BOS","401070711",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"L. Kornet","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"3064560","luke-kornet","NY","BOS","401070711",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"J. Tatum","35","8","15","2","3","6","6","1","13","14","0","2","0","4","2","19","24","F","Played",TRUE,"4065648","jayson-tatum","BOS","NY","401070711",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"A. Horford","24","3","7","2","3","0","2","2","8","10","3","1","1","2","4","1","8","C","Played",TRUE,"3213","al-horford","BOS","NY","401070711",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"A. Baynes","12","3","5","1","2","3","3","3","2","5","0","0","0","0","1","15","10","C","Played",TRUE,"2968439","aron-baynes","BOS","NY","401070711",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"K. Irving","32","5","16","0","3","6","7","0","1","1","5","2","0","2","3","-13","16","G","Played",TRUE,"6442","kyrie-irving","BOS","NY","401070711",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"J. Brown","38","2","9","0","2","3","3","2","3","5","2","1","0","2","3","1","7","G","Played",TRUE,"3917376","jaylen-brown","BOS","NY","401070711",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"S. Ojeleye","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","F","Played",TRUE,"3056602","semi-ojeleye","BOS","NY","401070711",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"G. Yabusele","6","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","2","F","Played",TRUE,"4017844","guerschon-yabusele","BOS","NY","401070711",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"M. Morris Sr.","26","4","12","2","5","6","6","0","6","6","2","0","0","1","2","-17","16","F","Played",TRUE,"6462","marcus-morris-sr","BOS","NY","401070711",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"D. Theis","14","1","4","0","1","0","0","1","0","1","2","0","1","0","3","-5","2","C","Played",TRUE,"2451037","daniel-theis","BOS","NY","401070711",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"M. Smart","28","2","5","0","2","4","6","2","2","4","5","2","0","3","4","7","8","G","Played",TRUE,"2990992","marcus-smart","BOS","NY","401070711",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"T. Rozier","23","4","8","2","4","0","0","0","1","1","2","0","0","1","3","0","10","G","Played",TRUE,"3074752","terry-rozier","BOS","NY","401070711",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"R. Williams III","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"4066211","robert-williams-iii","BOS","NY","401070711",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"B. Wanamaker","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"6507","brad-wanamaker","BOS","NY","401070711",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"R. Covington","39","4","7","3","5","1","1","0","4","4","1","2","1","2","3","-1","12","F","Played",TRUE,"2490620","robert-covington","PHI","ORL","401070712",2018-10-20,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"D. Saric","38","4","12","3","7","2","2","3","6","9","5","1","1","2","3","-11","13","F","Played",TRUE,"3032978","dario-saric","PHI","ORL","401070712",2018-10-20,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"J. Embiid","34","13","26","3","5","3","4","4","6","10","3","0","0","0","2","-8","32","C","Played",TRUE,"3059318","joel-embiid","PHI","ORL","401070712",2018-10-20,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"B. Simmons","8","2","3","0","0","0","0","0","0","0","4","0","0","0","2","-12","4","G","Played",TRUE,"3907387","ben-simmons","PHI","ORL","401070712",2018-10-20,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"M. Fultz","23","4","11","0","0","0","0","2","2","4","7","1","0","1","5","-7","8","G","Played",TRUE,"4066636","markelle-fultz","PHI","ORL","401070712",2018-10-20,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"A. Johnson","14","4","4","0","0","0","0","2","4","6","3","1","1","2","1","9","8","F","Played",TRUE,"2769","amir-johnson","PHI","ORL","401070712",2018-10-20,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"T.J. McConnell","25","4","7","0","0","0","0","0","4","4","4","1","0","2","2","8","8","G","Played",TRUE,"2530530","tj-mcconnell","PHI","ORL","401070712",2018-10-20,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"J. Redick","32","10","20","8","13","3","3","0","4","4","4","1","0","0","1","16","31","G","Played",TRUE,"3024","jj-redick","PHI","ORL","401070712",2018-10-20,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"L. Shamet","21","0","4","0","3","0","0","2","2","4","2","0","0","1","0","12","0","G","Played",TRUE,"3914044","landry-shamet","PHI","ORL","401070712",2018-10-20,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"F. Korkmaz","7","0","0","0","0","0","0","0","1","1","0","1","0","0","2","-1","0","G","Played",TRUE,"3929325","furkan-korkmaz","PHI","ORL","401070712",2018-10-20,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"J. Bolden","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3155533","jonah-bolden","PHI","ORL","401070712",2018-10-20,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"S. Milton","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3915195","shake-milton","PHI","ORL","401070712",2018-10-20,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"D. Jackson","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3059273","demetrius-jackson","PHI","ORL","401070712",2018-10-20,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"A. Gordon","32","7","12","0","1","6","9","4","8","12","3","1","3","4","3","12","20","F","Played",TRUE,"3064290","aaron-gordon","ORL","PHI","401070712",2018-10-20,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"J. Isaac","28","3","8","2","3","0","2","1","5","6","0","2","1","1","0","9","8","F","Played",TRUE,"4065654","jonathan-isaac","ORL","PHI","401070712",2018-10-20,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"N. Vucevic","38","10","15","4","4","3","3","4","9","13","12","2","0","2","2","12","27","C","Played",TRUE,"6478","nikola-vucevic","ORL","PHI","401070712",2018-10-20,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"D.J. Augustin","35","2","7","0","2","5","5","1","2","3","9","0","0","2","0","23","9","G","Played",TRUE,"3415","dj-augustin","ORL","PHI","401070712",2018-10-20,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"E. Fournier","34","12","23","6","10","1","1","0","4","4","3","1","0","1","3","19","31","G","Played",TRUE,"6588","evan-fournier","ORL","PHI","401070712",2018-10-20,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"W. Iwundu","18","0","4","0","2","0","0","2","2","4","0","0","0","0","2","-20","0","F","Played",TRUE,"3074797","wes-iwundu","ORL","PHI","401070712",2018-10-20,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"M. Bamba","14","2","4","1","2","0","0","1","0","1","2","0","3","1","2","-25","5","C","Played",TRUE,"4277919","mo-bamba","ORL","PHI","401070712",2018-10-20,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"T. Ross","29","5","14","3","5","2","2","1","3","4","2","1","0","0","2","-11","15","G","Played",TRUE,"6619","terrence-ross","ORL","PHI","401070712",2018-10-20,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"J. Grant","7","0","1","0","0","0","0","0","2","2","0","0","0","2","0","-19","0","G","Played",TRUE,"2531047","jerian-grant","ORL","PHI","401070712",2018-10-20,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"I. Briscoe","6","0","2","0","0","0","0","0","0","0","0","0","0","1","1","-5","0","G","Played",TRUE,"3936294","isaiah-briscoe","ORL","PHI","401070712",2018-10-20,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"J. Martin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3064517","jarell-martin","ORL","PHI","401070712",2018-10-20,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"K. Birch","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"2578240","khem-birch","ORL","PHI","401070712",2018-10-20,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"M. Frazier Jr.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3913546","melvin-frazier-jr","ORL","PHI","401070712",2018-10-20,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"D. Jones Jr.","30","5","13","1","5","1","2","0","3","3","2","1","2","2","2","-1","12","F","Played",TRUE,"3936099","derrick-jones-jr","MIA","CHA","401070713",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"H. Whiteside","25","3","6","0","0","5","8","3","12","15","0","0","2","1","4","14","11","C","Played",TRUE,"4262","hassan-whiteside","MIA","CHA","401070713",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"G. Dragic","39","7","17","2","6","4","5","1","3","4","7","0","0","1","1","9","20","G","Played",TRUE,"3423","goran-dragic","MIA","CHA","401070713",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"R. McGruder","42","7","11","4","6","1","2","2","8","10","2","2","1","3","3","-1","19","G","Played",TRUE,"2488826","rodney-mcgruder","MIA","CHA","401070713",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"J. Richardson","27","3","11","1","6","0","0","1","3","4","2","0","0","3","5","-4","7","G","Played",TRUE,"2581190","josh-richardson","MIA","CHA","401070713",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"K. Olynyk","16","3","6","1","3","1","2","1","2","3","2","0","1","1","2","-14","8","F","Played",TRUE,"2489663","kelly-olynyk","MIA","CHA","401070713",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"B. Adebayo","15","3","6","0","0","6","6","2","4","6","0","0","2","1","3","-6","12","C","Played",TRUE,"4066261","bam-adebayo","MIA","CHA","401070713",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"T. Johnson","22","1","4","0","2","0","0","1","0","1","3","1","1","0","2","-6","2","G","Played",TRUE,"2530276","tyler-johnson","MIA","CHA","401070713",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"D. Wade","25","9","15","2","6","1","2","1","2","3","3","0","2","3","5","4","21","G","Played",TRUE,"1987","dwyane-wade","MIA","CHA","401070713",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"U. Haslem","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2184","udonis-haslem","MIA","CHA","401070713",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"Y. Maten","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3136183","yante-maten","MIA","CHA","401070713",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"W. Ellington","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-SORE LEFT ANKLE",FALSE,"3981","wayne-ellington","MIA","CHA","401070713",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"D. Robinson","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3157465","duncan-robinson","MIA","CHA","401070713",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"N. Batum","42","2","10","2","7","2","2","1","3","4","4","1","0","1","3","0","8","F","Played",TRUE,"3416","nicolas-batum","CHA","MIA","401070713",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"M. Williams","30","5","10","2","5","1","2","1","5","6","1","0","3","1","2","9","13","F","Played",TRUE,"2797","marvin-williams","CHA","MIA","401070713",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"C. Zeller","25","5","7","0","0","1","1","4","4","8","2","1","0","2","3","11","11","C","Played",TRUE,"2579258","cody-zeller","CHA","MIA","401070713",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"K. Walker","40","14","31","7","15","4","7","0","5","5","7","0","0","2","4","1","39","G","Played",TRUE,"6479","kemba-walker","CHA","MIA","401070713",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"J. Lamb","28","4","12","2","6","2","2","1","4","5","4","3","2","1","6","10","12","G","Played",TRUE,"6603","jeremy-lamb","CHA","MIA","401070713",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"M. Kidd-Gilchrist","29","3","5","0","0","1","3","1","2","3","2","0","7","3","5","-12","7","F","Played",TRUE,"6601","michael-kidd-gilchrist","CHA","MIA","401070713",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"W. Hernangomez","12","3","6","0","1","2","2","4","4","8","1","0","0","1","1","-9","8","C","Played",TRUE,"2999409","willy-hernangomez","CHA","MIA","401070713",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"M. Monk","25","5","11","3","8","2","2","0","1","1","1","1","0","0","1","-1","15","G","Played",TRUE,"4066262","malik-monk","CHA","MIA","401070713",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"T. Parker","9","0","1","0","0","0","2","0","0","0","1","0","0","0","2","-4","0","G","Played",TRUE,"1015","tony-parker","CHA","MIA","401070713",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"F. Kaminsky","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2579294","frank-kaminsky","CHA","MIA","401070713",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"M. Bridges","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"4066383","miles-bridges","CHA","MIA","401070713",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"B. Biyombo","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"6427","bismack-biyombo","CHA","MIA","401070713",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"D. Graham","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3133601","devonte-graham","CHA","MIA","401070713",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"B. Portis","29","2","12","0","4","2","4","2","12","14","5","1","0","2","3","9","6","C","Played",TRUE,"3064482","bobby-portis","CHI","DET","401070714",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"W. Carter Jr.","18","4","6","0","0","0","0","0","2","2","1","0","2","2","3","-3","8","C","Played",TRUE,"4277847","wendell-carter-jr","CHI","DET","401070714",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"C. Payne","28","6","12","0","3","5","5","1","2","3","4","0","0","1","3","2","17","G","Played",TRUE,"3064230","cameron-payne","CHI","DET","401070714",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"J. Holiday","38","6","8","2","3","5","5","0","6","6","2","2","0","0","1","10","19","G","Played",TRUE,"2284101","justin-holiday","CHI","DET","401070714",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"Z. LaVine","37","12","21","2","6","7","9","0","3","3","3","0","0","2","3","-14","33","G","Played",TRUE,"3064440","zach-lavine","CHI","DET","401070714",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"J. Parker","24","5","13","2","3","1","2","2","4","6","1","0","0","0","3","-7","13","F","Played",TRUE,"3056600","jabari-parker","CHI","DET","401070714",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"R. Lopez","25","3","6","0","0","1","1","0","2","2","3","0","1","3","4","-3","7","C","Played",TRUE,"3447","robin-lopez","CHI","DET","401070714",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"R. Arcidiacono","20","1","3","1","2","0","0","0","1","1","7","0","0","1","0","-4","3","G","Played",TRUE,"2991047","ryan-arcidiacono","CHI","DET","401070714",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"A. Blakeney","22","5","6","0","0","0","0","0","4","4","0","1","0","0","0","0","10","G","Played",TRUE,"3907386","antonio-blakeney","CHI","DET","401070714",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"C. Felicio","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3113587","cristiano-felicio","CHI","DET","401070714",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"C. Hutchison","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3149010","chandler-hutchison","CHI","DET","401070714",2018-10-20,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"B. Griffin","35","12","23","5","7","4","6","4","8","12","5","0","1","0","1","17","33","F","Played",TRUE,"3989","blake-griffin","DET","CHI","401070714",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"R. Bullock","30","5","13","1","4","5","5","0","1","1","1","1","1","2","3","2","16","F","Played",TRUE,"2528779","reggie-bullock","DET","CHI","401070714",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"S. Johnson","30","4","13","2","7","0","0","3","4","7","0","0","1","1","2","-21","10","F","Played",TRUE,"3134881","stanley-johnson","DET","CHI","401070714",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"A. Drummond","24","5","13","0","2","0","0","4","9","13","0","0","1","1","6","0","10","C","Played",TRUE,"6585","andre-drummond","DET","CHI","401070714",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"R. Jackson","28","4","9","4","7","6","6","1","0","1","6","0","0","2","4","4","18","G","Played",TRUE,"6443","reggie-jackson","DET","CHI","401070714",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"G. Robinson III","13","2","4","1","1","0","0","0","2","2","0","0","0","1","0","-5","5","F","Played",TRUE,"2991039","glenn-robinson-iii","DET","CHI","401070714",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"Z. Pachulia","23","1","7","0","0","3","6","5","3","8","1","2","0","0","3","2","5","C","Played",TRUE,"2016","zaza-pachulia","DET","CHI","401070714",2018-10-20,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
