"Players","MIN","FG_Made","FG_Att","THREES_Made","THREES_Att","FT_Made","FT_Att","OREB","DREB","REB","AST","STL","BLK","TO","PF","PLUS_MINUS","PTS","Position","Reason_For_Benching","Played","Player_Id","Player_Id_Str","Team","Opponent","Game_Id","Date","Home","Neutral","OT_Rounds","Season","Season_Type","Result","Playoff_Round"
"L. Kennard","13","4","4","0","0","0","0","0","0","0","1","1","0","0","0","5","8","G","Played",TRUE,"3913174","luke-kennard","DET","CLE","401070744",2018-10-25,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"B. Brown","2","0","0","0","0","0","2","0","0","0","0","0","0","0","1","4","0","G","Played",TRUE,"4065670","bruce-brown","DET","CLE","401070744",2018-10-25,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"J. Leuer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"6452","jon-leuer","DET","CLE","401070744",2018-10-25,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"J. Calderon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"2806","jose-calderon","DET","CLE","401070744",2018-10-25,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"T. Thompson","21","3","8","0","0","0","0","1","2","3","1","0","1","1","1","-16","6","F","Played",TRUE,"6474","tristan-thompson","CLE","DET","401070744",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"C. Frye","21","2","4","1","2","0","0","0","4","4","1","0","0","0","4","-10","5","F","Played",TRUE,"2754","channing-frye","CLE","DET","401070744",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"C. Osman","30","1","8","1","3","0","0","1","5","6","3","1","0","1","6","-8","3","F","Played",TRUE,"3893016","cedi-osman","CLE","DET","401070744",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"G. Hill","23","6","11","0","1","3","3","0","3","3","0","1","0","2","1","-10","15","G","Played",TRUE,"3438","george-hill","CLE","DET","401070744",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"R. Hood","30","4","12","0","2","2","2","1","2","3","1","1","0","0","1","-9","10","G","Played",TRUE,"2581177","rodney-hood","CLE","DET","401070744",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"L. Nance Jr.","28","5","8","0","0","1","2","4","2","6","5","3","0","0","4","5","11","F","Played",TRUE,"2580365","larry-nance-jr","CLE","DET","401070744",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"J. Clarkson","21","8","12","2","4","0","0","0","1","1","0","1","0","0","1","-2","18","G","Played",TRUE,"2528426","jordan-clarkson","CLE","DET","401070744",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"C. Sexton","25","5","9","0","1","4","5","0","0","0","5","2","0","1","1","3","14","G","Played",TRUE,"4277811","collin-sexton","CLE","DET","401070744",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"K. Korver","22","7","10","4","7","3","3","0","2","2","2","0","0","2","6","9","21","G","Played",TRUE,"2011","kyle-korver","CLE","DET","401070744",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"J. Smith","20","0","7","0","4","0","0","0","2","2","0","2","0","2","0","3","0","G","Played",TRUE,"2444","jr-smith","CLE","DET","401070744",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"S. Dekker","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2991184","sam-dekker","CLE","DET","401070744",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"A. Zizic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"4017838","ante-zizic","CLE","DET","401070744",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"D. Nwaba","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3062744","david-nwaba","CLE","DET","401070744",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"A. Gordon","28","6","11","2","5","3","6","1","3","4","2","0","1","2","3","-6","17","F","Played",TRUE,"3064290","aaron-gordon","ORL","POR","401070745",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"J. Isaac","30","4","8","0","2","2","2","2","5","7","1","0","4","1","3","-8","10","F","Played",TRUE,"4065654","jonathan-isaac","ORL","POR","401070745",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"N. Vucevic","31","10","16","2","3","2","2","3","8","11","3","2","1","3","5","-10","24","C","Played",TRUE,"6478","nikola-vucevic","ORL","POR","401070745",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"D.J. Augustin","27","3","4","2","2","1","1","0","1","1","3","1","0","1","4","-8","9","G","Played",TRUE,"3415","dj-augustin","ORL","POR","401070745",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"E. Fournier","31","6","16","1","6","4","4","0","3","3","6","0","0","1","3","-7","17","G","Played",TRUE,"6588","evan-fournier","ORL","POR","401070745",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"M. Bamba","20","4","5","0","1","0","0","2","5","7","2","0","1","1","1","-9","8","C","Played",TRUE,"4277919","mo-bamba","ORL","POR","401070745",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"T. Ross","29","8","14","5","9","0","1","2","2","4","2","1","0","3","0","-15","21","G","Played",TRUE,"6619","terrence-ross","ORL","POR","401070745",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"J. Grant","21","1","5","0","1","0","0","1","2","3","5","0","0","1","0","-6","2","G","Played",TRUE,"2531047","jerian-grant","ORL","POR","401070745",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"J. Simmons","21","1","7","0","1","4","4","0","0","0","5","1","0","1","2","-1","6","G","Played",TRUE,"2579466","jonathon-simmons","ORL","POR","401070745",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"J. Martin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3064517","jarell-martin","ORL","POR","401070745",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"W. Iwundu","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3074797","wes-iwundu","ORL","POR","401070745",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"K. Birch","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"2578240","khem-birch","ORL","POR","401070745",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"I. Briscoe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3936294","isaiah-briscoe","ORL","POR","401070745",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"A. Aminu","30","2","10","0","4","0","0","4","11","15","2","0","0","0","2","8","4","F","Played",TRUE,"4248","al-farouq-aminu","POR","ORL","401070745",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"J. Layman","6","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","3","F","Played",TRUE,"2982268","jake-layman","POR","ORL","401070745",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"J. Nurkic","30","7","14","0","2","4","7","3","7","10","1","1","3","3","2","15","18","C","Played",TRUE,"3102530","jusuf-nurkic","POR","ORL","401070745",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"D. Lillard","36","13","23","5","10","10","12","2","5","7","6","1","0","1","0","15","41","G","Played",TRUE,"6606","damian-lillard","POR","ORL","401070745",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"C. McCollum","29","7","12","2","3","6","6","1","1","2","2","1","0","1","3","18","22","G","Played",TRUE,"2490149","cj-mccollum","POR","ORL","401070745",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"Z. Collins","18","7","7","2","2","1","1","2","4","6","2","2","1","1","4","1","17","F","Played",TRUE,"4066650","zach-collins","POR","ORL","401070745",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"M. Harkless","20","0","1","0","1","0","0","0","1","1","1","0","0","0","3","7","0","F","Played",TRUE,"6591","maurice-harkless","POR","ORL","401070745",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"M. Leonard","4","0","0","0","0","0","0","0","1","1","0","0","0","1","1","-3","0","C","Played",TRUE,"6605","meyers-leonard","POR","ORL","401070745",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"S. Curry","22","5","8","1","2","0","0","0","0","0","2","0","1","0","3","13","11","G","Played",TRUE,"2326307","seth-curry","POR","ORL","401070745",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"E. Turner","28","4","5","0","0","0","0","0","0","0","7","1","1","2","2","0","8","G","Played",TRUE,"4239","evan-turner","POR","ORL","401070745",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"N. Stauskas","17","2","6","0","2","0","0","0","2","2","1","0","0","1","2","-4","4","G","Played",TRUE,"2991042","nik-stauskas","POR","ORL","401070745",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"C. Swanigan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3906671","caleb-swanigan","POR","ORL","401070745",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"W. Baldwin IV","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3136696","wade-baldwin-iv","POR","ORL","401070745",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"J. Grant","31","4","10","1","3","1","1","2","4","6","1","2","1","2","2","-5","10","F","Played",TRUE,"2991070","jerami-grant","OKC","BOS","401070746",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"T. Ferguson","14","1","1","0","0","0","0","2","0","2","0","0","0","1","1","6","2","F","Played",TRUE,"4230546","terrance-ferguson","OKC","BOS","401070746",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"S. Adams","33","5","10","0","0","2","6","3","3","6","2","0","1","1","1","-2","12","C","Played",TRUE,"2991235","steven-adams","OKC","BOS","401070746",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"R. Westbrook","32","5","20","0","5","3","5","1","14","15","8","0","0","5","5","-5","13","G","Played",TRUE,"3468","russell-westbrook","OKC","BOS","401070746",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"P. George","36","7","22","2","10","6","8","2","6","8","1","1","0","3","5","-16","22","G","Played",TRUE,"4251","paul-george","OKC","BOS","401070746",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"P. Patterson","17","3","5","1","2","0","0","2","5","7","0","0","0","1","3","-1","7","F","Played",TRUE,"4264","patrick-patterson","OKC","BOS","401070746",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"N. Noel","15","3","4","0","0","1","2","2","2","4","0","0","1","0","3","-4","7","C","Played",TRUE,"2991280","nerlens-noel","OKC","BOS","401070746",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"D. Schroder","24","4","10","1","3","1","2","0","3","3","6","1","0","2","4","-12","10","G","Played",TRUE,"3032979","dennis-schroder","OKC","BOS","401070746",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"H. Diallo","20","3","7","0","0","0","0","2","3","5","0","1","3","1","1","3","6","G","Played",TRUE,"4080610","hamidou-diallo","OKC","BOS","401070746",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"A. Abrines","19","2","5","2","5","0","1","0","1","1","1","0","0","0","2","6","6","G","Played",TRUE,"2995702","alex-abrines","OKC","BOS","401070746",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"T. Luwawu-Cabarrot","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3893019","timothe-luwawu-cabarrot","OKC","BOS","401070746",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"R. Felton","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"2753","raymond-felton","OKC","BOS","401070746",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"D. Burton","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3059358","deonte-burton","OKC","BOS","401070746",2018-10-25,TRUE,0,0,2019,"Regular-Season","L","Non-Playoff"
"G. Hayward","24","1","5","1","4","2","4","0","7","7","1","0","0","2","3","-13","5","F","Played",TRUE,"4249","gordon-hayward","BOS","OKC","401070746",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"J. Tatum","34","8","18","1","3","7","7","1","5","6","1","1","0","2","4","14","24","F","Played",TRUE,"4065648","jayson-tatum","BOS","OKC","401070746",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"A. Horford","31","7","16","3","5","2","2","3","6","9","2","1","1","1","4","2","19","C","Played",TRUE,"3213","al-horford","BOS","OKC","401070746",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"K. Irving","34","6","13","2","6","1","4","1","4","5","5","0","0","3","3","2","15","G","Played",TRUE,"6442","kyrie-irving","BOS","OKC","401070746",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"J. Brown","24","1","8","0","2","4","6","3","0","3","2","1","0","1","2","-11","6","G","Played",TRUE,"3917376","jaylen-brown","BOS","OKC","401070746",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"S. Ojeleye","8","0","2","0","1","1","2","1","0","1","0","0","0","0","2","5","1","F","Played",TRUE,"3056602","semi-ojeleye","BOS","OKC","401070746",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"M. Morris Sr.","30","5","10","4","5","7","8","0","10","10","1","0","0","2","4","16","21","F","Played",TRUE,"6462","marcus-morris-sr","BOS","OKC","401070746",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"D. Theis","9","2","5","0","1","0","0","1","0","1","0","0","0","0","2","-1","4","C","Played",TRUE,"2451037","daniel-theis","BOS","OKC","401070746",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"M. Smart","21","1","4","0","3","0","0","0","0","0","3","0","0","0","2","13","2","G","Played",TRUE,"2990992","marcus-smart","BOS","OKC","401070746",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"T. Rozier","25","2","5","0","2","0","0","0","3","3","4","4","0","0","1","3","4","G","Played",TRUE,"3074752","terry-rozier","BOS","OKC","401070746",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"G. Yabusele","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"4017844","guerschon-yabusele","BOS","OKC","401070746",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"R. Williams III","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"4066211","robert-williams-iii","BOS","OKC","401070746",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"B. Wanamaker","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"6507","brad-wanamaker","BOS","OKC","401070746",2018-10-25,FALSE,0,0,2019,"Regular-Season","W","Non-Playoff"
"L. James","35","10","17","1","5","7","10","0","11","11","11","3","0","2","3","13","28","F","Played",TRUE,"1966","lebron-james","LAL","DEN","401070747",2018-10-25,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"K. Kuzma","34","8","18","2","6","4","4","0","3","3","0","1","2","1","4","7","22","F","Played",TRUE,"3134907","kyle-kuzma","LAL","DEN","401070747",2018-10-25,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"J. McGee","32","10","16","0","0","1","1","5","2","7","2","1","1","0","2","4","21","C","Played",TRUE,"3452","javale-mcgee","LAL","DEN","401070747",2018-10-25,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"L. Ball","33","5","10","2","5","0","0","0","6","6","8","5","0","3","2","10","12","G","Played",TRUE,"4066421","lonzo-ball","LAL","DEN","401070747",2018-10-25,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"J. Hart","32","3","10","1","6","5","6","0","5","5","1","2","0","2","2","15","12","G","Played",TRUE,"3062679","josh-hart","LAL","DEN","401070747",2018-10-25,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"M. Beasley","3","0","0","0","0","0","0","0","0","0","0","0","0","1","1","-1","0","F","Played",TRUE,"3418","michael-beasley","LAL","DEN","401070747",2018-10-25,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"J. Williams","12","1","2","0","0","0","0","1","1","2","0","0","0","1","2","-4","2","F","Played",TRUE,"3064528","johnathan-williams","LAL","DEN","401070747",2018-10-25,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"K. Caldwell-Pope","22","2","5","2","4","2","2","0","2","2","0","0","0","2","1","-13","8","G","Played",TRUE,"2581018","kentavious-caldwell-pope","LAL","DEN","401070747",2018-10-25,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"S. Mykhailiuk","12","2","3","0","0","0","0","1","1","2","1","0","0","0","1","-2","4","G","Played",TRUE,"3133602","svi-mykhailiuk","LAL","DEN","401070747",2018-10-25,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"L. Stephenson","25","5","11","2","3","0","0","2","2","4","4","1","0","1","1","6","12","G","Played",TRUE,"4244","lance-stephenson","LAL","DEN","401070747",2018-10-25,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"B. Ingram","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-SUSPENDED BY LEAGUE",FALSE,"3913176","brandon-ingram","LAL","DEN","401070747",2018-10-25,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"I. Zubac","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"4017837","ivica-zubac","LAL","DEN","401070747",2018-10-25,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"R. Rondo","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-SUSPENDED BY LEAGUE",FALSE,"3026","rajon-rondo","LAL","DEN","401070747",2018-10-25,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"P. Millsap","28","3","9","0","2","0","0","2","3","5","2","0","2","3","3","-9","6","F","Played",TRUE,"3015","paul-millsap","DEN","LAL","401070747",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"T. Craig","26","1","5","0","2","0","0","1","2","3","0","1","1","3","4","-5","2","F","Played",TRUE,"2528693","torrey-craig","DEN","LAL","401070747",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"N. Jokic","33","9","17","1","5","5","5","3","8","11","3","1","1","6","5","-5","24","C","Played",TRUE,"3112335","nikola-jokic","DEN","LAL","401070747",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"J. Murray","34","8","17","1","5","5","7","0","10","10","1","1","1","3","2","-12","22","G","Played",TRUE,"3936299","jamal-murray","DEN","LAL","401070747",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"G. Harris","36","6","13","1","3","0","0","0","3","3","5","0","0","1","1","-9","13","G","Played",TRUE,"2999547","gary-harris","DEN","LAL","401070747",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"T. Lyles","21","5","12","1","3","0","1","1","3","4","3","1","0","2","3","0","11","F","Played",TRUE,"3136196","trey-lyles","DEN","LAL","401070747",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"J. Hernangomez","8","1","2","0","1","0","0","0","0","0","0","0","0","0","2","-5","2","F","Played",TRUE,"4017839","juancho-hernangomez","DEN","LAL","401070747",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"M. Plumlee","15","5","6","0","0","0","1","2","1","3","1","1","0","1","2","1","10","C","Played",TRUE,"2488653","mason-plumlee","DEN","LAL","401070747",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"M. Morris","27","6","9","2","2","6","6","1","2","3","7","3","0","0","0","3","20","G","Played",TRUE,"3059310","monte-morris","DEN","LAL","401070747",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"M. Beasley","11","2","2","0","0","0","0","0","2","2","0","0","0","0","0","6","4","G","Played",TRUE,"3907822","malik-beasley","DEN","LAL","401070747",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"T. Lydon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3934662","tyler-lydon","DEN","LAL","401070747",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"T. Welsh","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"3155536","thomas-welsh","DEN","LAL","401070747",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"D. Akoon-Purcell","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3138256","devaughn-akoon-purcell","DEN","LAL","401070747",2018-10-25,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"N. Batum","31","4","5","2","3","0","0","1","7","8","5","2","1","1","3","27","10","F","Played",TRUE,"3416","nicolas-batum","CHA","CHI","401070748",2018-10-26,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"M. Williams","17","2","6","0","2","0","0","1","4","5","0","0","2","0","1","17","4","F","Played",TRUE,"2797","marvin-williams","CHA","CHI","401070748",2018-10-26,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"C. Zeller","20","6","9","0","0","2","2","2","4","6","1","0","1","1","1","13","14","C","Played",TRUE,"2579258","cody-zeller","CHA","CHI","401070748",2018-10-26,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"K. Walker","26","11","18","5","10","3","3","1","5","6","7","0","0","2","3","20","30","G","Played",TRUE,"6479","kemba-walker","CHA","CHI","401070748",2018-10-26,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"J. Lamb","24","3","7","2","4","2","2","1","3","4","2","1","0","1","2","16","10","G","Played",TRUE,"6603","jeremy-lamb","CHA","CHI","401070748",2018-10-26,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"F. Kaminsky","4","0","2","0","1","0","0","0","0","0","1","0","0","0","0","3","0","F","Played",TRUE,"2579294","frank-kaminsky","CHA","CHI","401070748",2018-10-26,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"M. Kidd-Gilchrist","19","6","9","0","0","3","4","3","4","7","1","1","1","0","3","18","15","F","Played",TRUE,"6601","michael-kidd-gilchrist","CHA","CHI","401070748",2018-10-26,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"D. Bacon","12","2","3","1","2","2","2","0","2","2","1","1","0","0","0","2","7","F","Played",TRUE,"3907821","dwayne-bacon","CHA","CHI","401070748",2018-10-26,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"M. Bridges","26","7","10","1","3","0","0","2","3","5","2","2","0","1","0","7","15","F","Played",TRUE,"4066383","miles-bridges","CHA","CHI","401070748",2018-10-26,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"B. Biyombo","12","1","2","0","0","0","0","0","4","4","0","0","5","2","4","5","2","C","Played",TRUE,"6427","bismack-biyombo","CHA","CHI","401070748",2018-10-26,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"W. Hernangomez","5","0","1","0","0","0","0","0","1","1","0","0","0","0","1","-2","0","C","Played",TRUE,"2999409","willy-hernangomez","CHA","CHI","401070748",2018-10-26,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"M. Monk","24","4","10","2","5","0","0","0","2","2","2","2","0","1","0","13","10","G","Played",TRUE,"4066262","malik-monk","CHA","CHI","401070748",2018-10-26,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"T. Parker","19","7","11","1","2","3","3","0","0","0","8","1","0","1","0","6","18","G","Played",TRUE,"1015","tony-parker","CHA","CHI","401070748",2018-10-26,TRUE,0,0,2019,"Regular-Season","W","Non-Playoff"
"C. Hutchison","28","0","4","0","1","0","2","0","7","7","2","0","0","0","1","-18","0","F","Played",TRUE,"3149010","chandler-hutchison","CHI","CHA","401070748",2018-10-26,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"W. Carter Jr.","18","2","5","1","1","2","2","0","4","4","1","0","3","2","3","-19","7","C","Played",TRUE,"4277847","wendell-carter-jr","CHI","CHA","401070748",2018-10-26,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"C. Payne","23","6","10","2","4","1","1","1","0","1","3","2","0","1","0","-20","15","G","Played",TRUE,"3064230","cameron-payne","CHI","CHA","401070748",2018-10-26,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"J. Holiday","29","2","7","1","5","0","0","0","3","3","2","2","1","0","1","-21","5","G","Played",TRUE,"2284101","justin-holiday","CHI","CHA","401070748",2018-10-26,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"Z. LaVine","26","6","16","4","8","4","6","0","3","3","4","0","0","2","2","-23","20","G","Played",TRUE,"3064440","zach-lavine","CHI","CHA","401070748",2018-10-26,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"J. Parker","26","7","14","2","5","3","3","2","0","2","1","0","1","3","1","-18","19","F","Played",TRUE,"3056600","jabari-parker","CHI","CHA","401070748",2018-10-26,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"C. Felicio","30","3","6","0","0","3","4","2","5","7","1","0","0","2","1","-10","9","F","Played",TRUE,"3113587","cristiano-felicio","CHI","CHA","401070748",2018-10-26,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"R. Arcidiacono","25","3","5","2","4","0","0","1","0","1","4","0","0","1","3","-9","8","G","Played",TRUE,"2991047","ryan-arcidiacono","CHI","CHA","401070748",2018-10-26,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"S. Harrison","14","3","8","2","3","2","2","2","2","4","3","1","0","2","2","-1","10","G","Played",TRUE,"2991274","shaquille-harrison","CHI","CHA","401070748",2018-10-26,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
"A. Blakeney","22","5","10","2","5","1","2","0","2","2","0","0","2","0","2","-6","13","G","Played",TRUE,"3907386","antonio-blakeney","CHI","CHA","401070748",2018-10-26,FALSE,0,0,2019,"Regular-Season","L","Non-Playoff"
