"Player_Id","Player_Id_Str","Player","Position","Short_Name","Team_Id","Team","Salary","Season"
"6446","cory-joseph","Cory Joseph","G","SAC","sacramento-kings","Sacramento Kings","12000000",2020
"2968436","joe-ingles","Joe Ingles","SF","UTAH","utah-jazz","Utah Jazz","11954546",2020
"1017","zach-randolph","Zach Randolph","F","DAL","dallas-mavericks","Dallas Mavericks","11692308",2020
"2528353","tony-snell","Tony Snell","SG","DET","detroit-pistons","Detroit Pistons","11392857",2020
"2490620","robert-covington","Robert Covington","PF","MIN","minnesota-timberwolves","Minnesota Timberwolves","11301219",2020
"6605","meyers-leonard","Meyers Leonard","F","MIA","miami-heat","Miami Heat","11286516",2020
"3414","omer-asik","Omer Asik","C","CHI","chicago-bulls","Chicago Bulls","11286516",2020
"6591","maurice-harkless","Maurice Harkless","SF","NY","new-york-knicks","New York Knicks","11011234",2020
"2982334","t.j.-warren","T.J. Warren","F","IND","indiana-pacers","Indiana Pacers","10810000",2020
"2530596","andre-roberson","Andre Roberson","G","OKC","oklahoma-city-thunder","Oklahoma City Thunder","10740740",2020
"2580782","spencer-dinwiddie","Spencer Dinwiddie","PG","BKN","brooklyn-nets","Brooklyn Nets","10605600",2020
"6603","jeremy-lamb","Jeremy Lamb","G","IND","indiana-pacers","Indiana Pacers","10500000",2020
"2531367","dwight-powell","Dwight Powell","C","DAL","dallas-mavericks","Dallas Mavericks","10259375",2020
"2595516","norman-powell","Norman Powell","SG","TOR","toronto-raptors","Toronto Raptors","10116576",2020
"2581190","josh-richardson","Josh Richardson","SG","PHI","philadelphia-76ers","Philadelphia 76ers","10116576",2020
"3973","darren-collison","Darren Collison","G","IND","indiana-pacers","Indiana Pacers","10000000",2020
"6621","tomas-satoransky","Tomas Satoransky","SG","CHI","chicago-bulls","Chicago Bulls","10000000",2020
"3442","deandre-jordan","DeAndre Jordan","C","BKN","brooklyn-nets","Brooklyn Nets","9881598",2020
"4395628","zion-williamson","Zion Williamson","SF","NO","new-orleans-pelicans","New Orleans Pelicans","9757440",2020
"4066636","markelle-fultz","Markelle Fultz","PG","ORL","orlando-magic","Orlando Magic","9745200",2020
"6592","john-henson","John Henson","F","DET","detroit-pistons","Detroit Pistons","9732396",2020
"2489716","matthew-dellavedova","Matthew Dellavedova","PG","CLE","cleveland-cavaliers","Cleveland Cavaliers","9607500",2020
"3102528","dante-exum","Dante Exum","PG","UTAH","utah-jazz","Utah Jazz","9600000",2020
"4278129","deandre-ayton","Deandre Ayton","C","PHX","phoenix-suns","Phoenix Suns","9562920",2020
"3064447","delon-wright","Delon Wright","PG","DAL","dallas-mavericks","Dallas Mavericks","9473684",2020
"2991230","fred-vanvleet","Fred VanVleet","SG","TOR","toronto-raptors","Toronto Raptors","9346153",2020
"2991070","jerami-grant","Jerami Grant","PF","DEN","denver-nuggets","Denver Nuggets","9346153",2020
"3135046","tyus-jones","Tyus Jones","PG","MEM","memphis-grizzlies","Memphis Grizzlies","9258000",2020
"4248","al-farouq-aminu","Al-Farouq Aminu","PF","ORL","orlando-magic","Orlando Magic","9258000",2020
