"Player_Id","Player_Id_Str","Player","Position","Short_Name","Team_Id","Salary","Season","Height","Feet","Inches","Weight","DOB","Draft_Year","Draft_Round","Draft_Pick","Draft_Team","Team"
"2384","dwight-howard","Dwight Howard","C","ATL","atlanta-hawks","23180275",2020,6.83333333333333,6,10,260,1985-12-08,2004,1,1,"ORL","Atlanta Hawks"
"2779","chris-paul","Chris Paul","PG","LAC","la-clippers","22868827",2020,6,6,0,175,1985-05-06,2005,1,4,"NO","LA Clippers"
"6580","bradley-beal","Bradley Beal","SG","WSH","washington-wizards","22116750",2020,6.25,6,3,207,1993-06-28,2012,1,3,"WSH","Washington Wizards"
"6578","harrison-barnes","Harrison Barnes","SF","DAL","dallas-mavericks","22116750",2020,6.66666666666667,6,8,225,1992-05-30,2012,1,7,"GS","Dallas Mavericks"
"4262","hassan-whiteside","Hassan Whiteside","C","MIA","miami-heat","22116750",2020,7,7,0,265,1989-06-13,2010,2,33,"SAC","Miami Heat"
"6583","anthony-davis","Anthony Davis","PF","NO","new-orleans-pelicans","22116750",2020,6.83333333333333,6,10,253,1993-03-11,2012,1,1,"NO","New Orleans Pelicans"
"6585","andre-drummond","Andre Drummond","C","DET","detroit-pistons","22116750",2020,6.83333333333333,6,10,279,1993-08-10,2012,1,9,"DET","Detroit Pistons"
"6466","chandler-parsons","Chandler Parsons","SF","MEM","memphis-grizzlies","22116750",2020,NA,NA,NA,NA,NA,2011,2,38,"HOU","Memphis Grizzlies"
"3456","derrick-rose","Derrick Rose","PG","NY","new-york-knicks","21323252",2020,6.16666666666667,6,2,200,1988-10-04,2008,1,1,"CHI","New York Knicks"
"3442","deandre-jordan","DeAndre Jordan","C","LAC","la-clippers","21165675",2020,6.91666666666667,6,11,265,1988-07-21,2008,2,35,"LAC","LA Clippers"
"3448","brook-lopez","Brook Lopez","C","BKN","brooklyn-nets","21165675",2020,7,7,0,282,1988-04-01,2008,1,10,"NJ","Brooklyn Nets"
"3206","marc-gasol","Marc Gasol","C","MEM","memphis-grizzlies","21165675",2020,6.91666666666667,6,11,255,1985-01-29,2007,2,48,"LAL","Memphis Grizzlies"
"3449","kevin-love","Kevin Love","PF","CLE","cleveland-cavaliers","21165675",2020,6.66666666666667,6,8,247,1988-09-07,2008,1,5,"MEM","Cleveland Cavaliers"
"3416","nicolas-batum","Nicolas Batum","PF","CHA","charlotte-hornets","20869566",2020,6.66666666666667,6,8,230,1988-12-14,2008,1,25,"HOU","Charlotte Hornets"
"2983","lamarcus-aldridge","LaMarcus Aldridge","C","SA","san-antonio-spurs","20575005",2020,6.91666666666667,6,11,265,1985-07-19,2006,1,2,"CHI","San Antonio Spurs"
"3989","blake-griffin","Blake Griffin","PF","LAC","la-clippers","20140839",2020,6.75,6,9,250,1989-03-16,2009,1,1,"LAC","LA Clippers"
"3015","paul-millsap","Paul Millsap","PF","ATL","atlanta-hawks","20072033",2020,6.58333333333333,6,7,257,1985-02-10,2006,2,47,"UTAH","Atlanta Hawks"
"3412","ryan-anderson","Ryan Anderson","PF","HOU","houston-rockets","18735364",2020,NA,NA,NA,NA,NA,2008,1,21,"NJ","Houston Rockets"
"2531210","allen-crabbe","Allen Crabbe","G","POR","portland-trail-blazers","18500000",2020,NA,NA,NA,NA,NA,2013,2,31,"CLE","Portland Trail Blazers"
"4251","paul-george","Paul George","F","IND","indiana-pacers","18314532",2020,6.66666666666667,6,8,220,1990-05-02,2010,1,10,"IND","Indiana Pacers"
"2429","luol-deng","Luol Deng","F","LAL","los-angeles-lakers","18000000",2020,NA,NA,NA,NA,NA,2004,1,7,"PHX","Los Angeles Lakers"
"6442","kyrie-irving","Kyrie Irving","PG","CLE","cleveland-cavaliers","17638063",2020,6.16666666666667,6,2,199,1992-03-23,2011,1,1,"CLE","Cleveland Cavaliers"
"6450","kawhi-leonard","Kawhi Leonard","SF","SA","san-antonio-spurs","17638063",2020,6.58333333333333,6,7,225,1991-06-29,2011,1,15,"IND","San Antonio Spurs"
"6430","jimmy-butler","Jimmy Butler","SF","CHI","chicago-bulls","17552209",2020,6.58333333333333,6,7,230,1989-09-14,2011,1,30,"CHI","Chicago Bulls"
"6440","tobias-harris","Tobias Harris","PF","DET","detroit-pistons","17200000",2020,6.66666666666667,6,8,228,1992-07-15,2011,1,19,"CHA","Detroit Pistons"
"6447","enes-kanter","Enes Kanter","C","OKC","oklahoma-city-thunder","17145838",2020,6.83333333333333,6,10,250,1992-05-20,2011,1,3,"UTAH","Oklahoma City Thunder"
"4260","greg-monroe","Greg Monroe","C","MIL","milwaukee-bucks","17145838",2020,NA,NA,NA,NA,NA,2010,1,7,"DET","Milwaukee Bucks"
"4032","wesley-matthews","Wesley Matthews","SG","DAL","dallas-mavericks","17145838",2020,6.33333333333333,6,4,221,1986-10-14,NA,NA,NA,NA,"Dallas Mavericks"
"6427","bismack-biyombo","Bismack Biyombo","C","ORL","orlando-magic","17000000",2020,6.66666666666667,6,8,255,1992-08-28,2011,1,7,"SAC","Orlando Magic"
"6588","evan-fournier","Evan Fournier","SG","ORL","orlando-magic","17000000",2020,6.58333333333333,6,7,205,1992-10-29,2012,1,20,"DEN","Orlando Magic"
"3224","joakim-noah","Joakim Noah","C","NY","new-york-knicks","17000000",2020,NA,NA,NA,NA,NA,2007,1,9,"CHI","New York Knicks"
"4258","demarcus-cousins","DeMarcus Cousins","C","SAC","sacramento-kings","16957900",2020,6.83333333333333,6,10,270,1990-08-13,2010,1,5,"SAC","Sacramento Kings"
"4237","john-wall","John Wall","PG","WSH","washington-wizards","16957900",2020,6.25,6,3,210,1990-09-06,2010,1,1,"WSH","Washington Wizards"
"6475","klay-thompson","Klay Thompson","SG","GS","golden-state-warriors","16663575",2020,6.5,6,6,215,1990-02-08,2011,1,11,"GS","Golden State Warriors"
"4239","evan-turner","Evan Turner","G","POR","portland-trail-blazers","16393443",2020,NA,NA,NA,NA,NA,2010,1,2,"PHI","Portland Trail Blazers"
"4249","gordon-hayward","Gordon Hayward","SF","UTAH","utah-jazz","16073140",2020,6.58333333333333,6,7,225,1990-03-23,2010,1,9,"UTAH","Utah Jazz"
"4298","timofey-mozgov","Timofey Mozgov","C","LAL","los-angeles-lakers","16000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Los Angeles Lakers"
"2774","ian-mahinmi","Ian Mahinmi","C","WSH","washington-wizards","15944154",2020,NA,NA,NA,NA,NA,2005,1,28,"SA","Washington Wizards"
"3423","goran-dragic","Goran Dragic","PG","MIA","miami-heat","15891725",2020,6.25,6,3,190,1986-05-06,2008,2,45,"SA","Miami Heat"
"6637","kent-bazemore","Kent Bazemore","SF","ATL","atlanta-hawks","15730338",2020,6.33333333333333,6,4,206,1989-07-01,NA,NA,NA,NA,"Atlanta Hawks"
"996","pau-gasol","Pau Gasol","PF","SA","san-antonio-spurs","15500000",2020,NA,NA,NA,NA,NA,2001,1,3,"ATL","San Antonio Spurs"
"6589","draymond-green","Draymond Green","PF","GS","golden-state-warriors","15330435",2020,6.5,6,6,235,1990-03-04,2012,2,35,"GS","Golden State Warriors"
"6474","tristan-thompson","Tristan Thompson","PF","CLE","cleveland-cavaliers","15330435",2020,6.75,6,9,254,1991-03-13,2011,1,4,"CLE","Cleveland Cavaliers"
"6609","khris-middleton","Khris Middleton","SF","MIL","milwaukee-bucks","15200000",2020,6.58333333333333,6,7,217,1991-08-12,2012,2,39,"DET","Milwaukee Bucks"
"3428","danilo-gallinari","Danilo Gallinari","PF","DEN","denver-nuggets","15050000",2020,6.83333333333333,6,10,233,1988-08-08,2008,1,6,"NY","Denver Nuggets"
"3209","jeff-green","Jeff Green","PF","ORL","orlando-magic","15000000",2020,6.66666666666667,6,8,240,1986-08-28,2007,1,5,"BOS","Orlando Magic"
"6443","reggie-jackson","Reggie Jackson","PG","DET","detroit-pistons","14956522",2020,6.16666666666667,6,2,208,1990-04-16,2011,1,24,"OKC","Detroit Pistons"
"1015","tony-parker","Tony Parker","G","SA","san-antonio-spurs","14445313",2020,NA,NA,NA,NA,NA,2001,1,28,"SA","San Antonio Spurs"
"6477","jonas-valanciunas","Jonas Valanciunas","C","TOR","toronto-raptors","14382023",2020,6.91666666666667,6,11,265,1992-05-06,2011,1,5,"TOR","Toronto Raptors"
"3970","demarre-carroll","DeMarre Carroll","F","TOR","toronto-raptors","14200000",2020,NA,NA,NA,NA,NA,2009,1,27,"MEM","Toronto Raptors"
"3244","thaddeus-young","Thaddeus Young","PF","IND","indiana-pacers","14153652",2020,6.66666666666667,6,8,232,1988-06-21,2007,1,12,"PHI","Indiana Pacers"
"272","manu-ginobili","Manu Ginobili","G","SA","san-antonio-spurs","14000000",2020,NA,NA,NA,NA,NA,1999,2,57,"SA","San Antonio Spurs"
"4238","eric-bledsoe","Eric Bledsoe","SG","PHX","phoenix-suns","14000000",2020,6.08333333333333,6,1,214,1989-12-09,2010,1,18,"OKC","Phoenix Suns"
"3026","rajon-rondo","Rajon Rondo","PG","CHI","chicago-bulls","14000000",2020,6.08333333333333,6,1,180,1986-02-22,2006,1,21,"PHX","Chicago Bulls"
"4011","ricky-rubio","Ricky Rubio","PG","MIN","minnesota-timberwolves","13550000",2020,6.25,6,3,199,1990-10-21,2009,1,5,"MIN","Minnesota Timberwolves"
"3005","rudy-gay","Rudy Gay","SF","SAC","sacramento-kings","13333333",2020,6.66666666666667,6,8,240,1986-08-17,2006,1,8,"HOU","Sacramento Kings"
"165","jamal-crawford","Jamal Crawford","G","LAC","la-clippers","13253012",2020,NA,NA,NA,NA,NA,2000,1,8,"CLE","LA Clippers"
"3447","robin-lopez","Robin Lopez","C","CHI","chicago-bulls","13219250",2020,7,7,0,281,1988-04-01,2008,1,15,"PHX","Chicago Bulls"
"6601","michael-kidd-gilchrist","Michael Kidd-Gilchrist","F","CHA","charlotte-hornets","13000000",2020,NA,NA,NA,NA,NA,2012,1,2,"CHA","Charlotte Hornets"
"2444","jr-smith","JR Smith","G","CLE","cleveland-cavaliers","12800000",2020,NA,NA,NA,NA,NA,2004,1,18,"NO","Cleveland Cavaliers"
"6448","brandon-knight","Brandon Knight","G","PHX","phoenix-suns","12606250",2020,NA,NA,NA,NA,NA,2011,1,8,"DET","Phoenix Suns"
"6592","john-henson","John Henson","F","MIL","milwaukee-bucks","12517606",2020,NA,NA,NA,NA,NA,2012,1,14,"MIL","Milwaukee Bucks"
"6616","miles-plumlee","Miles Plumlee","C","CHA","charlotte-hornets","12500000",2020,NA,NA,NA,NA,NA,2012,1,26,"IND","Charlotte Hornets"
"2528426","jordan-clarkson","Jordan Clarkson","PG","LAL","los-angeles-lakers","12500000",2020,6.33333333333333,6,4,192,1992-06-07,2014,2,46,"WSH","Los Angeles Lakers"
"3187","arron-afflalo","Arron Afflalo","G","SAC","sacramento-kings","12500000",2020,NA,NA,NA,NA,NA,2007,1,27,"DET","Sacramento Kings"
"984","tyson-chandler","Tyson Chandler","C","PHX","phoenix-suns","12415000",2020,NA,NA,NA,NA,NA,2001,1,2,"LAC","Phoenix Suns"
"3431","eric-gordon","Eric Gordon","SG","HOU","houston-rockets","12385364",2020,6.25,6,3,215,1988-12-25,2008,1,7,"LAC","Houston Rockets"
"2797","marvin-williams","Marvin Williams","F","CHA","charlotte-hornets","12250000",2020,NA,NA,NA,NA,NA,2005,1,2,"ATL","Charlotte Hornets"
"3439","serge-ibaka","Serge Ibaka","C","TOR","toronto-raptors","12250000",2020,6.83333333333333,6,10,235,1989-09-18,2008,1,24,"SEA","Toronto Raptors"
"3975","stephen-curry","Stephen Curry","PG","GS","golden-state-warriors","12112359",2020,6.25,6,3,193,1988-03-14,2009,1,7,"GS","Golden State Warriors"
"3453","nikola-pekovic","Nikola Pekovic","C","MIN","minnesota-timberwolves","12100000",2020,NA,NA,NA,NA,NA,2008,2,31,"MIN","Minnesota Timberwolves"
"6433","kenneth-faried","Kenneth Faried","F","DEN","denver-nuggets","12078652",2020,NA,NA,NA,NA,NA,2011,1,22,"DEN","Denver Nuggets"
"3012","kyle-lowry","Kyle Lowry","PG","TOR","toronto-raptors","12000000",2020,6,6,0,196,1986-03-25,2006,1,24,"MEM","Toronto Raptors"
"2769","amir-johnson","Amir Johnson","F","BOS","boston-celtics","12000000",2020,NA,NA,NA,NA,NA,2005,2,56,"DET","Boston Celtics"
"2758","marcin-gortat","Marcin Gortat","C","WSH","washington-wizards","12000000",2020,NA,NA,NA,NA,NA,2005,2,57,"PHX","Washington Wizards"
"6479","kemba-walker","Kemba Walker","PG","CHA","charlotte-hornets","12000000",2020,6,6,0,184,1990-05-08,2011,1,9,"CHA","Charlotte Hornets"
"6478","nikola-vucevic","Nikola Vucevic","C","ORL","orlando-magic","11750000",2020,6.91666666666667,6,11,260,1990-10-24,2011,1,16,"PHI","Orlando Magic"
"4299","jeremy-lin","Jeremy Lin","G","BKN","brooklyn-nets","11483254",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brooklyn Nets"
"3995","jrue-holiday","Jrue Holiday","PG","NO","new-orleans-pelicans","11286518",2020,6.25,6,3,229,1990-06-12,2009,1,17,"PHI","New Orleans Pelicans"
"3445","courtney-lee","Courtney Lee","G","NY","new-york-knicks","11242000",2020,NA,NA,NA,NA,NA,2008,1,22,"ORL","New York Knicks"
"2488958","solomon-hill","Solomon Hill","SF","NO","new-orleans-pelicans","11241218",2020,6.5,6,6,226,1991-03-18,2013,1,23,"IND","New Orleans Pelicans"
"3194","wilson-chandler","Wilson Chandler","F","DEN","denver-nuggets","11233146",2020,NA,NA,NA,NA,NA,2007,1,23,"NY","Denver Nuggets"
"2386","andre-iguodala","Andre Iguodala","SF","GS","golden-state-warriors","11131368",2020,6.5,6,6,215,1984-01-28,2004,1,9,"PHI","Golden State Warriors"
"4257","derrick-favors","Derrick Favors","C","UTAH","utah-jazz","11050000",2020,6.66666666666667,6,8,265,1991-07-15,2010,1,3,"NJ","Utah Jazz"
"6617","austin-rivers","Austin Rivers","PG","LAC","la-clippers","11000000",2020,6.33333333333333,6,4,204,1992-08-01,2012,1,10,"NO","LA Clippers"
"1007","joe-johnson","Joe Johnson","G","UTAH","utah-jazz","11000000",2020,NA,NA,NA,NA,NA,2001,1,10,"BOS","Utah Jazz"
"6452","jon-leuer","Jon Leuer","F","DET","detroit-pistons","10991957",2020,NA,NA,NA,NA,NA,2011,2,40,"MIL","Detroit Pistons"
"2751","monta-ellis","Monta Ellis","SG","IND","indiana-pacers","10763500",2020,NA,NA,NA,NA,NA,2005,2,40,"GS","Indiana Pacers"
"4385","mirza-teletovic","Mirza Teletovic","PF","MIL","milwaukee-bucks","10500000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Milwaukee Bucks"
"3201","jared-dudley","Jared Dudley","SF","PHX","phoenix-suns","10470000",2020,6.5,6,6,237,1985-07-10,2007,1,22,"CHA","Phoenix Suns"
"1017","zach-randolph","Zach Randolph","F","MEM","memphis-grizzlies","10361445",2020,NA,NA,NA,NA,NA,2001,1,19,"POR","Memphis Grizzlies"
"2389","al-jefferson","Al Jefferson","C","IND","indiana-pacers","10314532",2020,NA,NA,NA,NA,NA,2004,1,15,"BOS","Indiana Pacers"
"3983","tyreke-evans","Tyreke Evans","G","SAC","sacramento-kings","10203755",2020,NA,NA,NA,NA,NA,2009,1,4,"SAC","Sacramento Kings"
"6429","alec-burks","Alec Burks","SG","UTAH","utah-jazz","10154495",2020,6.5,6,6,220,1991-07-20,2011,1,12,"UTAH","Utah Jazz"
"3988","danny-green","Danny Green","SF","SA","san-antonio-spurs","10000000",2020,6.5,6,6,210,1987-06-22,2009,2,46,"CLE","San Antonio Spurs"
"6619","terrence-ross","Terrence Ross","SG","TOR","toronto-raptors","10000000",2020,6.5,6,6,206,1991-02-05,2012,1,8,"TOR","Toronto Raptors"
"3414","omer-asik","Omer Asik","C","NO","new-orleans-pelicans","9904494",2020,NA,NA,NA,NA,NA,2008,2,36,"POR","New Orleans Pelicans"
"6468","iman-shumpert","Iman Shumpert","SG","CLE","cleveland-cavaliers","9662922",2020,6.41666666666667,6,5,215,1990-06-26,2011,1,17,"NY","Cleveland Cavaliers"
"2489716","matthew-dellavedova","Matthew Dellavedova","PG","MIL","milwaukee-bucks","9607500",2020,6.25,6,3,204,1990-09-08,NA,NA,NA,NA,"Milwaukee Bucks"
"3417","jerryd-bayless","Jerryd Bayless","G","PHI","philadelphia-76ers","9424084",2020,NA,NA,NA,NA,NA,2008,1,11,"IND","Philadelphia 76ers"
"4270","trevor-booker","Trevor Booker","F","BKN","brooklyn-nets","9250000",2020,NA,NA,NA,NA,NA,2010,1,23,"MIN","Brooklyn Nets"
"6605","meyers-leonard","Meyers Leonard","C","POR","portland-trail-blazers","9213483",2020,7,7,0,260,1992-02-27,2012,1,11,"POR","Portland Trail Blazers"
"3993","gerald-henderson","Gerald Henderson","SG","PHI","philadelphia-76ers","9000000",2020,NA,NA,NA,NA,NA,2009,1,12,"CHA","Philadelphia 76ers"
"6591","maurice-harkless","Maurice Harkless","SF","POR","portland-trail-blazers","8988765",2020,6.58333333333333,6,7,210,1993-05-11,2012,1,15,"PHI","Portland Trail Blazers"
"3986","taj-gibson","Taj Gibson","C","OKC","oklahoma-city-thunder","8950000",2020,6.75,6,9,232,1985-06-24,2009,1,26,"CHI","Oklahoma City Thunder"
"4015","jeff-teague","Jeff Teague","PG","IND","indiana-pacers","8800000",2020,6.25,6,3,195,1988-06-10,2009,1,19,"ATL","Indiana Pacers"
"3233","tiago-splitter","Tiago Splitter","C","PHI","philadelphia-76ers","8550000",2020,NA,NA,NA,NA,NA,2007,1,28,"SA","Philadelphia 76ers"
"2767","ersan-ilyasova","Ersan Ilyasova","F","OKC","oklahoma-city-thunder","8400000",2020,NA,NA,NA,NA,NA,2005,2,36,"MIL","Oklahoma City Thunder"
"2531367","dwight-powell","Dwight Powell","C","DAL","dallas-mavericks","8375000",2020,6.83333333333333,6,10,240,1991-07-20,2014,2,45,"CHA","Dallas Mavericks"
"4240","avery-bradley","Avery Bradley","PG","BOS","boston-celtics","8269663",2020,6.25,6,3,190,1990-11-26,2010,1,19,"BOS","Boston Celtics"
"6460","e'twaun-moore","E'Twaun Moore","SG","NO","new-orleans-pelicans","8081363",2020,6.25,6,3,191,1989-02-25,2011,2,55,"BOS","New Orleans Pelicans"
"3413","darrell-arthur","Darrell Arthur","F","DEN","denver-nuggets","8070175",2020,NA,NA,NA,NA,NA,2008,1,27,"NO","Denver Nuggets"
"3444","kosta-koufos","Kosta Koufos","C","SAC","sacramento-kings","8046500",2020,NA,NA,NA,NA,NA,2008,1,23,"UTAH","Sacramento Kings"
"3276","anthony-tolliver","Anthony Tolliver","F","SAC","sacramento-kings","8000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sacramento Kings"
"3438","george-hill","George Hill","PG","UTAH","utah-jazz","8000000",2020,6.33333333333333,6,4,187,1986-05-04,2008,1,26,"SA","Utah Jazz"
"3025","sergio-rodriguez","Sergio Rodriguez","PG","PHI","philadelphia-76ers","8000000",2020,NA,NA,NA,NA,NA,2006,1,27,"PHX","Philadelphia 76ers"
"261","kevin-garnett","Kevin Garnett","PF","MIN","minnesota-timberwolves","8000000",2020,NA,NA,NA,NA,NA,1995,1,5,"MIN","Minnesota Timberwolves"
"3214","yi-jianlian","Yi Jianlian","SF","LAL","los-angeles-lakers","8000000",2020,NA,NA,NA,NA,NA,2007,1,6,"MIL","Los Angeles Lakers"
"4023","garrett-temple","Garrett Temple","SG","SAC","sacramento-kings","8000000",2020,6.41666666666667,6,5,195,1986-05-08,NA,NA,NA,NA,"Sacramento Kings"
"6631","tyler-zeller","Tyler Zeller","C","BOS","boston-celtics","8000000",2020,NA,NA,NA,NA,NA,2012,1,17,"DAL","Boston Celtics"
"2426","trevor-ariza","Trevor Ariza","SF","HOU","houston-rockets","7806971",2020,6.66666666666667,6,8,215,1985-06-30,2004,2,43,"NY","Houston Rockets"
"2754","channing-frye","Channing Frye","F","CLE","cleveland-cavaliers","7806971",2020,NA,NA,NA,NA,NA,2005,1,8,"NY","Cleveland Cavaliers"
"4248","al-farouq-aminu","Al-Farouq Aminu","PF","POR","portland-trail-blazers","7680965",2020,6.66666666666667,6,8,220,1990-09-21,2010,1,8,"LAC","Portland Trail Blazers"
"4267","cole-aldrich","Cole Aldrich","C","MIN","minnesota-timberwolves","7643979",2020,NA,NA,NA,NA,NA,2010,1,11,"NO","Minnesota Timberwolves"
"3191","corey-brewer","Corey Brewer","F","LAL","los-angeles-lakers","7612172",2020,NA,NA,NA,NA,NA,2007,1,7,"MIN","Los Angeles Lakers"
"6587","festus-ezeli","Festus Ezeli","C","POR","portland-trail-blazers","7400000",2020,NA,NA,NA,NA,NA,2012,1,30,"GS","Portland Trail Blazers"
"6461","markieff-morris","Markieff Morris","PF","WSH","washington-wizards","7400000",2020,6.75,6,9,245,1989-09-02,2011,1,13,"PHX","Washington Wizards"
"3024","jj-redick","JJ Redick","SG","LAC","la-clippers","7377500",2020,6.25,6,3,200,1984-06-24,2006,1,11,"ORL","LA Clippers"
"6446","cory-joseph","Cory Joseph","SG","TOR","toronto-raptors","7315000",2020,6.25,6,3,200,1991-08-20,2011,1,29,"SA","Toronto Raptors"
"3415","d.j.-augustin","D.J. Augustin","PG","ORL","orlando-magic","7250000",2020,5.91666666666667,5,11,183,1987-11-10,2008,1,9,"CHA","Orlando Magic"
"2167","boris-diaw","Boris Diaw","C","UTAH","utah-jazz","7000000",2020,NA,NA,NA,NA,NA,2003,1,21,"ATL","Utah Jazz"
"2799","lou-williams","Lou Williams","SG","LAL","los-angeles-lakers","7000000",2020,6.08333333333333,6,1,175,1986-10-27,2005,2,45,"PHI","Los Angeles Lakers"
"3235","rodney-stuckey","Rodney Stuckey","PG","IND","indiana-pacers","7000000",2020,NA,NA,NA,NA,NA,2007,1,15,"DET","Indiana Pacers"
"4376","boban-marjanovic","Boban Marjanovic","C","DET","detroit-pistons","7000000",2020,7.33333333333333,7,4,290,1988-08-15,NA,NA,NA,NA,"Detroit Pistons"
"4259","ed-davis","Ed Davis","C","POR","portland-trail-blazers","6666667",2020,6.75,6,9,222,1989-06-05,2010,1,13,"TOR","Portland Trail Blazers"
"6472","isaiah-thomas","Isaiah Thomas","PG","BOS","boston-celtics","6587132",2020,NA,NA,NA,NA,NA,2011,2,60,"SAC","Boston Celtics"
"2527963","victor-oladipo","Victor Oladipo","SG","OKC","oklahoma-city-thunder","6552961",2020,6.33333333333333,6,4,210,1992-05-04,2013,1,2,"ORL","Oklahoma City Thunder"
"4003","jodie-meeks","Jodie Meeks","G","ORL","orlando-magic","6540000",2020,NA,NA,NA,NA,NA,2009,2,41,"MIL","Orlando Magic"
"6603","jeremy-lamb","Jeremy Lamb","SG","CHA","charlotte-hornets","6511628",2020,6.41666666666667,6,5,185,1992-05-30,2012,1,12,"HOU","Charlotte Hornets"
"2968439","aron-baynes","Aron Baynes","C","DET","detroit-pistons","6500000",2020,6.83333333333333,6,10,260,1986-12-09,NA,NA,NA,NA,"Detroit Pistons"
"3217","carl-landry","Carl Landry","PF","PHI","philadelphia-76ers","6500000",2020,NA,NA,NA,NA,NA,2007,2,31,"SEA","Philadelphia 76ers"
"215","tim-duncan","Tim Duncan","C","SA","san-antonio-spurs","6393750",2020,NA,NA,NA,NA,NA,1997,1,1,"SA","San Antonio Spurs"
"3211","spencer-hawes","Spencer Hawes","PF","CHA","charlotte-hornets","6348759",2020,NA,NA,NA,NA,NA,2007,1,10,"SAC","Charlotte Hornets"
"3190","marco-belinelli","Marco Belinelli","G","CHA","charlotte-hornets","6333333",2020,NA,NA,NA,NA,NA,2007,1,18,"GS","Charlotte Hornets"
"6581","jae-crowder","Jae Crowder","PF","BOS","boston-celtics","6286408",2020,6.5,6,6,235,1990-07-06,2012,2,34,"CLE","Boston Celtics"
"6485","lance-thomas","Lance Thomas","F","NY","new-york-knicks","6191000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York Knicks"
"2528393","tarik-black","Tarik Black","C","LAL","los-angeles-lakers","6191000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Los Angeles Lakers"
"6614","andrew-nicholson","Andrew Nicholson","F","WSH","washington-wizards","6088993",2020,6.75,6,9,250,1989-12-08,2012,1,19,"ORL","Washington Wizards"
"4264","patrick-patterson","Patrick Patterson","PF","TOR","toronto-raptors","6050000",2020,6.66666666666667,6,8,235,1989-03-14,2010,1,14,"HOU","Toronto Raptors"
"3059319","andrew-wiggins","Andrew Wiggins","SF","MIN","minnesota-timberwolves","6006600",2020,6.58333333333333,6,7,205,1995-02-23,2014,1,1,"CLE","Minnesota Timberwolves"
"4305","ish-smith","Ish Smith","PG","DET","detroit-pistons","6000000",2020,6,6,0,175,1988-07-05,NA,NA,NA,NA,"Detroit Pistons"
"3231","ramon-sessions","Ramon Sessions","G","CHA","charlotte-hornets","6000000",2020,NA,NA,NA,NA,NA,2007,2,56,"MIL","Charlotte Hornets"
"3964","patrick-beverley","Patrick Beverley","G","HOU","houston-rockets","6000000",2020,6.08333333333333,6,1,180,1988-07-12,2009,2,42,"LAL","Houston Rockets"
"3981","wayne-ellington","Wayne Ellington","SG","MIA","miami-heat","6000000",2020,6.33333333333333,6,4,207,1987-11-29,2009,1,28,"MIN","Miami Heat"
"2995702","alex-abrines","Alex Abrines","G","OKC","oklahoma-city-thunder","5994764",2020,NA,NA,NA,NA,NA,2013,2,32,"OKC","Oklahoma City Thunder"
"3136195","karl-anthony-towns","Karl-Anthony Towns","C","MIN","minnesota-timberwolves","5960160",2020,6.91666666666667,6,11,250,1995-11-15,2015,1,1,"MIN","Minnesota Timberwolves"
