"Quarter","Time","Quarter_Time","Team","Play","Home_Points","Away_Points","Game_Id"
2,17.85,5.93333333333333,"SAC","Darren Collison  lost ball turnover (D'Angelo Russell steals)","8 "," 9","400889799"
2,17.9166666666667,5.86666666666667,"LAL","D'Angelo Russell makes 5-foot two point shot","8 "," 9","400889799"
2,18.2666666666667,5.51666666666667,"LAL","Louis Williams personal foul  (Arron Afflalo draws the foul)","8 "," 9","400889799"
2,18.2666666666667,5.51666666666667,"LAL","Lakers Full timeout","8 "," 9","400889799"
2,18.45,5.33333333333333,"SAC","Rudy Gay  misses 19-foot jumper","8 "," 9","400889799"
2,18.45,5.33333333333333,"LAL","Julius Randle defensive rebound","8 "," 9","400889799"
2,18.7666666666667,5.01666666666667,"LAL","Rudy Gay blocks Julius Randle 's 9-foot  shot","8 "," 9","400889799"
2,18.7833333333333,5,"LAL","Luol Deng offensive rebound","8 "," 9","400889799"
2,18.8166666666667,4.96666666666667,"LAL","Luol Deng makes layup","8 "," 9","400889799"
2,19.1666666666667,4.61666666666667,"SAC","Arron Afflalo makes 20-foot jumper (Rudy Gay assists)","8 "," 9","400889799"
2,19.4166666666667,4.36666666666667,"LAL","Timofey Mozgov makes 6-foot two point shot (D'Angelo Russell assists)","8 "," 9","400889799"
2,19.6333333333333,4.15,"SAC","DeMarcus Cousins offensive foul  (Louis Williams draws the foul)","8 "," 9","400889799"
2,19.6333333333333,4.15,"SAC","DeMarcus Cousins  turnover","8 "," 9","400889799"
2,19.7666666666667,4.01666666666667,"LAL","Luol Deng  misses 19-foot step back jumpshot","8 "," 9","400889799"
2,19.7833333333333,4,"SAC","Arron Afflalo defensive rebound","8 "," 9","400889799"
2,20.0833333333333,3.7,"SAC","Kosta Koufos  misses 4-foot jumper","8 "," 9","400889799"
2,20.1,3.68333333333333,"LAL","Julius Randle defensive rebound","8 "," 9","400889799"
2,20.2,3.58333333333333,"LAL","Louis Williams  misses 25-foot three point jumper","8 "," 9","400889799"
2,20.2333333333333,3.55,"SAC","Kosta Koufos defensive rebound","8 "," 9","400889799"
2,20.2666666666667,3.51666666666667,"LAL","Julius Randle personal foul  (DeMarcus Cousins draws the foul)","8 "," 9","400889799"
2,20.3833333333333,3.4,"SAC","Arron Afflalo makes layup (DeMarcus Cousins assists)","8 "," 9","400889799"
2,20.8,2.98333333333333,"LAL","Julius Randle  misses 27-foot three point jumper","8 "," 9","400889799"
2,20.8166666666667,2.96666666666667,"SAC","Rudy Gay defensive rebound","8 "," 9","400889799"
2,20.9333333333333,2.85,"LAL","Julius Randle shooting foul  (DeMarcus Cousins draws the foul)","8 "," 9","400889799"
2,20.9333333333333,2.85,"SAC","Kings Full timeout","8 "," 9","400889799"
2,20.9333333333333,2.85,"SAC","Willie Cauley-Stein enters the game for Kosta Koufos","8 "," 9","400889799"
2,20.9333333333333,2.85,"SAC","Ty Lawson enters the game for Darren Collison","8 "," 9","400889799"
2,20.9333333333333,2.85,"LAL","Jordan Clarkson enters the game for Julius Randle","8 "," 9","400889799"
2,20.9333333333333,2.85,"LAL","Brandon Ingram enters the game for Timofey Mozgov","8 "," 9","400889799"
2,20.9333333333333,2.85,"LAL","Yi Jianlian enters the game for Louis Williams","8 "," 9","400889799"
2,20.9333333333333,2.85,"SAC","DeMarcus Cousins makes free throw 1 of 2","8 "," 9","400889799"
2,20.9333333333333,2.85,"LAL","Larry Nance Jr. enters the game for Luol Deng","8 "," 9","400889799"
2,20.9333333333333,2.85,"SAC","DeMarcus Cousins misses free throw 2 of 2","8 "," 9","400889799"
2,20.9333333333333,2.85,"SAC","DeMarcus Cousins offensive rebound","8 "," 9","400889799"
2,20.9333333333333,2.85,"SAC","DeMarcus Cousins makes layup","8 "," 9","400889799"
2,21.1833333333333,2.6,"LAL","DeMarcus Cousins blocks Brandon Ingram's  shot","8 "," 9","400889799"
2,21.2333333333333,2.55,"SAC","DeMarcus Cousins defensive rebound","8 "," 9","400889799"
2,21.35,2.43333333333333,"SAC","Arron Afflalo makes 23-foot  three point jumper  (DeMarcus Cousins assists)","8 "," 9","400889799"
2,21.5,2.28333333333333,"LAL","D'Angelo Russell  lost ball turnover (Rudy Gay steals)","8 "," 9","400889799"
2,21.8833333333333,1.9,"SAC","Rudy Gay  misses 6-foot hook shot","8 "," 9","400889799"
2,21.9333333333333,1.85,"LAL","Yi Jianlian defensive rebound","8 "," 9","400889799"
2,22.05,1.73333333333333,"LAL","D'Angelo Russell  misses 3-foot two point shot","8 "," 9","400889799"
2,22.1166666666667,1.66666666666667,"SAC","Arron Afflalo defensive rebound","8 "," 9","400889799"
2,22.1666666666667,1.61666666666667,"SAC","Willie Cauley-Stein  lost ball turnover (Jordan Clarkson steals)","8 "," 9","400889799"
2,22.3333333333333,1.45,"LAL","D'Angelo Russell  misses two point jumper","8 "," 9","400889799"
2,22.3333333333333,1.45,"SAC","Arron Afflalo defensive rebound","8 "," 9","400889799"
2,22.65,1.13333333333333,"SAC","DeMarcus Cousins  misses finger roll layup","8 "," 9","400889799"
2,22.6833333333333,1.1,"SAC","Arron Afflalo makes tip shot","8 "," 9","400889799"
2,22.6833333333333,1.1,"SAC","Arron Afflalo offensive rebound","8 "," 9","400889799"
2,23,0.783333333333333,"LAL","Yi Jianlian  misses 21-foot jumper","8 "," 9","400889799"
2,23.0166666666667,0.766666666666667,"SAC","DeMarcus Cousins defensive rebound","8 "," 9","400889799"
2,23.1,0.683333333333333,"SAC","Arron Afflalo  misses 21-foot jumper","8 "," 9","400889799"
2,23.1333333333333,0.65,"LAL","Yi Jianlian defensive rebound","8 "," 9","400889799"
2,23.3833333333333,0.4,"SAC","Arron Afflalo shooting foul  (Jordan Clarkson draws the foul)","8 "," 9","400889799"
2,23.3833333333333,0.4,"LAL","Jordan Clarkson misses free throw 1 of 2","8 "," 9","400889799"
2,23.3833333333333,0.4,"LAL","Lakers offensive team rebound","8 "," 9","400889799"
2,23.3833333333333,0.4,"SAC","Anthony Tolliver enters the game for Willie Cauley-Stein","8 "," 9","400889799"
2,23.3833333333333,0.4,"LAL","Jordan Clarkson misses free throw 2 of 2","8 "," 9","400889799"
2,23.3833333333333,0.4,"SAC","Anthony Tolliver defensive rebound","8 "," 9","400889799"
2,23.5666666666667,0.216666666666667,"LAL","Yi Jianlian personal foul  (DeMarcus Cousins draws the foul)","8 "," 9","400889799"
2,23.5666666666667,0.216666666666667,"SAC","DeMarcus Cousins makes free throw 1 of 2","8 "," 9","400889799"
2,23.5666666666667,0.216666666666667,"SAC","Willie Cauley-Stein enters the game for Anthony Tolliver","8 "," 9","400889799"
2,23.5666666666667,0.216666666666667,"SAC","DeMarcus Cousins makes free throw 2 of 2","8 "," 9","400889799"
2,23.7333333333333,0.05,"LAL","D'Angelo Russell  misses 18-foot jumper","8 "," 9","400889799"
2,23.7333333333333,0.05,"SAC","Rudy Gay defensive rebound","8 "," 9","400889799"
2,23.7833333333333,0,"LAL","End of the 2nd Quarter","8 "," 9","400889799"
3,23.7833333333333,11.75,"SAC","Willie Cauley-Stein personal foul  (Timofey Mozgov draws the foul)","8 "," 9","400889799"
3,23.9833333333333,11.55,"LAL","Luol Deng  misses 21-foot jumper","8 "," 9","400889799"
3,23.9833333333333,11.55,"SAC","Ben McLemore defensive rebound","8 "," 9","400889799"
3,24.1666666666667,11.3666666666667,"SAC","Ben McLemore  misses 28-foot three point jumper","8 "," 9","400889799"
3,24.1666666666667,11.3666666666667,"LAL","Julius Randle defensive rebound","8 "," 9","400889799"
3,24.2833333333333,11.25,"LAL","D'Angelo Russell  out of bounds lost ball turnover","8 "," 9","400889799"
3,24.5333333333333,11,"LAL","D'Angelo Russell personal foul  (Ty Lawson draws the foul)","8 "," 9","400889799"
3,24.55,10.9833333333333,"SAC","Willie Cauley-Stein  misses","8 "," 9","400889799"
3,24.5833333333333,10.95,"LAL","Timofey Mozgov defensive rebound","8 "," 9","400889799"
3,24.6,10.9333333333333,"LAL","Timofey Mozgov  bad pass (Ben McLemore steals)","8 "," 9","400889799"
