"","Date","Season","Team","Opponent","Result","Points_For","Points_Against","Spread","Played","Home","Neutral_Location","OT","Game_ID"
"1",2020-10-17,2020,"Louisiana Tech","Marshall","L",17,35,-18,"TRUE",1,FALSE,FALSE,"401207149"
"2",2020-10-17,2020,"Marshall","Louisiana Tech","W",35,17,18,"TRUE",0,FALSE,FALSE,"401207149"
"3",2020-10-17,2020,"Middle Tennessee","North Texas","L",35,52,-17,"TRUE",1,FALSE,FALSE,"401207150"
"4",2020-10-17,2020,"North Texas","Middle Tennessee","W",52,35,17,"TRUE",0,FALSE,FALSE,"401207150"
"5",2020-10-17,2020,"UAB","Western Kentucky","W",37,14,23,"TRUE",1,FALSE,FALSE,"401207153"
"6",2020-10-17,2020,"Western Kentucky","UAB","L",14,37,-23,"TRUE",0,FALSE,FALSE,"401207153"
"7",2020-10-17,2020,"South Florida","Temple","L",37,39,-2,"TRUE",0,FALSE,FALSE,"401212478"
"8",2020-10-17,2020,"Temple","South Florida","W",39,37,2,"TRUE",1,FALSE,FALSE,"401212478"
"9",2020-10-17,2020,"Memphis","UCF","W",50,49,1,"TRUE",1,FALSE,FALSE,"401212537"
"10",2020-10-17,2020,"UCF","Memphis","L",49,50,-1,"TRUE",0,FALSE,FALSE,"401212537"
"11",2020-10-17,2020,"East Carolina","Navy","L",23,27,-4,"TRUE",1,FALSE,FALSE,"401212548"
"12",2020-10-17,2020,"Navy","East Carolina","W",27,23,4,"TRUE",0,FALSE,FALSE,"401212548"
"13",2020-10-17,2020,"South Alabama","Texas State","W",30,20,10,"TRUE",1,FALSE,FALSE,"401215313"
"14",2020-10-17,2020,"Texas State","South Alabama","L",20,30,-10,"TRUE",0,FALSE,FALSE,"401215313"
"15",2020-10-17,2020,"Boston College","Virginia Tech","L",14,40,-26,"TRUE",0,FALSE,FALSE,"401234609"
"16",2020-10-17,2020,"Virginia Tech","Boston College","W",40,14,26,"TRUE",1,FALSE,FALSE,"401234609"
"17",2020-10-17,2020,"Clemson","Georgia Tech","W",73,7,66,"TRUE",0,FALSE,FALSE,"401234610"
"18",2020-10-17,2020,"Georgia Tech","Clemson","L",7,73,-66,"TRUE",1,FALSE,FALSE,"401234610"
"19",2020-10-17,2020,"Duke","NC State","L",20,31,-11,"TRUE",0,FALSE,FALSE,"401234611"
"20",2020-10-17,2020,"NC State","Duke","W",31,20,11,"TRUE",1,FALSE,FALSE,"401234611"
"21",2020-10-17,2020,"Florida State","North Carolina","W",31,28,3,"TRUE",1,FALSE,FALSE,"401234612"
"22",2020-10-17,2020,"North Carolina","Florida State","L",28,31,-3,"TRUE",0,FALSE,FALSE,"401234612"
"23",2020-10-17,2020,"Louisville","Notre Dame","L",7,12,-5,"TRUE",0,FALSE,FALSE,"401234613"
"24",2020-10-17,2020,"Notre Dame","Louisville","W",12,7,5,"TRUE",1,FALSE,FALSE,"401234613"
"25",2020-10-17,2020,"Miami","Pittsburgh","W",31,19,12,"TRUE",1,FALSE,FALSE,"401234614"
"26",2020-10-17,2020,"Pittsburgh","Miami","L",19,31,-12,"TRUE",0,FALSE,FALSE,"401234614"
"27",2020-10-17,2020,"Syracuse","Liberty","L",21,38,-17,"TRUE",1,FALSE,FALSE,"401234615"
"28",2020-10-17,2020,"Liberty","Syracuse","W",38,21,17,"TRUE",0,FALSE,FALSE,"401234615"
"29",2020-10-17,2020,"Virginia","Wake Forest","L",23,40,-17,"TRUE",0,FALSE,FALSE,"401234616"
"30",2020-10-17,2020,"Wake Forest","Virginia","W",40,23,17,"TRUE",1,FALSE,FALSE,"401234616"
"31",2020-10-17,2020,"Kansas","West Virginia","L",17,38,-21,"TRUE",0,FALSE,FALSE,"401236007"
"32",2020-10-17,2020,"West Virginia","Kansas","W",38,17,21,"TRUE",1,FALSE,FALSE,"401236007"
"33",2020-10-17,2020,"Missouri State","Central Arkansas","L",24,33,-9,"TRUE",1,FALSE,FALSE,"401236382"
"34",2020-10-17,2020,"Central Arkansas","Missouri State","W",33,24,9,"TRUE",0,FALSE,FALSE,"401236382"
"35",2020-10-17,2020,"Alabama","Georgia","W",41,24,17,"TRUE",1,FALSE,FALSE,"401237107"
"36",2020-10-17,2020,"Georgia","Alabama","L",24,41,-17,"TRUE",0,FALSE,FALSE,"401237107"
"37",2020-10-17,2020,"Arkansas","Ole Miss","W",33,21,12,"TRUE",1,FALSE,FALSE,"401237108"
"38",2020-10-17,2020,"Ole Miss","Arkansas","L",21,33,-12,"TRUE",0,FALSE,FALSE,"401237108"
"39",2020-10-17,2020,"Auburn","South Carolina","L",22,30,-8,"TRUE",0,FALSE,FALSE,"401237109"
"40",2020-10-17,2020,"South Carolina","Auburn","W",30,22,8,"TRUE",1,FALSE,FALSE,"401237109"
"41",2020-10-17,2020,"Kentucky","Tennessee","W",34,7,27,"TRUE",0,FALSE,FALSE,"401237111"
"42",2020-10-17,2020,"Tennessee","Kentucky","L",7,34,-27,"TRUE",1,FALSE,FALSE,"401237111"
"43",2020-10-17,2020,"Mississippi State","Texas A&M","L",14,28,-14,"TRUE",1,FALSE,FALSE,"401237112"
"44",2020-10-17,2020,"Texas A&M","Mississippi State","W",28,14,14,"TRUE",0,FALSE,FALSE,"401237112"
"45",2020-10-17,2020,"Troy","Eastern Kentucky","W",31,29,2,"TRUE",1,FALSE,FALSE,"401239872"
"46",2020-10-17,2020,"Eastern Kentucky","Troy","L",29,31,-2,"TRUE",0,FALSE,FALSE,"401239872"
"47",2020-10-17,2020,"Jacksonville State","North Alabama","W",24,17,7,"TRUE",0,FALSE,FALSE,"401240034"
"48",2020-10-17,2020,"North Alabama","Jacksonville State","L",17,24,-7,"TRUE",1,FALSE,FALSE,"401240034"
"49",2020-10-17,2020,"UTSA","Army","L",16,28,-12,"TRUE",1,FALSE,FALSE,"401240115"
"50",2020-10-17,2020,"Army","UTSA","W",28,16,12,"TRUE",0,FALSE,FALSE,"401240115"
"51",2020-10-17,2020,"Stephen F. Austin","Angelo State","W",31,12,19,"TRUE",1,FALSE,FALSE,"401249652"
"52",2020-10-17,2020,"Angelo State","Stephen F. Austin","L",31,12,19,"TRUE",0,FALSE,FALSE,"401249652"
"53",2020-10-17,2020,"UMass","Georgia Southern","L",0,41,-41,"TRUE",0,FALSE,FALSE,"401250215"
"54",2020-10-17,2020,"Georgia Southern","UMass","W",41,0,41,"TRUE",1,FALSE,FALSE,"401250215"
"55",2020-10-16,2020,"SMU","Tulane","W",37,34,3,"TRUE",0,FALSE,TRUE,"401212487"
"56",2020-10-16,2020,"Tulane","SMU","L",34,37,-3,"TRUE",1,FALSE,TRUE,"401212487"
"57",2020-10-16,2020,"Houston","BYU","L",26,43,-17,"TRUE",1,FALSE,FALSE,"401212551"
"58",2020-10-16,2020,"BYU","Houston","W",43,26,17,"TRUE",0,FALSE,FALSE,"401212551"
"59",2020-10-15,2020,"Arkansas State","Georgia State","W",59,52,7,"TRUE",1,FALSE,FALSE,"401215310"
"60",2020-10-15,2020,"Georgia State","Arkansas State","L",52,59,-7,"TRUE",0,FALSE,FALSE,"401215310"
"61",2020-10-14,2020,"Coastal Carolina","Louisiana","W",30,27,3,"TRUE",0,FALSE,FALSE,"401215311"
"62",2020-10-14,2020,"Louisiana","Coastal Carolina","L",27,30,-3,"TRUE",1,FALSE,FALSE,"401215311"
"63",2020-10-10,2020,"Charlotte","North Texas","W",49,21,28,"TRUE",0,FALSE,FALSE,"401207142"
"64",2020-10-10,2020,"North Texas","Charlotte","L",21,49,-28,"TRUE",1,FALSE,FALSE,"401207142"
"65",2020-10-10,2020,"Florida International","Middle Tennessee","L",28,31,-3,"TRUE",1,FALSE,FALSE,"401207143"
"66",2020-10-10,2020,"Middle Tennessee","Florida International","W",31,28,3,"TRUE",0,FALSE,FALSE,"401207143"
"67",2020-10-10,2020,"Louisiana Tech","UTEP","W",21,17,4,"TRUE",1,FALSE,FALSE,"401207145"
"68",2020-10-10,2020,"UTEP","Louisiana Tech","L",17,21,-4,"TRUE",0,FALSE,FALSE,"401207145"
"69",2020-10-10,2020,"Marshall","Western Kentucky","W",38,14,24,"TRUE",0,FALSE,FALSE,"401207146"
"70",2020-10-10,2020,"Western Kentucky","Marshall","L",14,38,-24,"TRUE",1,FALSE,FALSE,"401207146"
"71",2020-10-10,2020,"Liberty","UL Monroe","W",40,7,33,"TRUE",1,FALSE,FALSE,"401207215"
"72",2020-10-10,2020,"UL Monroe","Liberty","L",7,40,-33,"TRUE",0,FALSE,FALSE,"401207215"
"73",2020-10-10,2020,"East Carolina","South Florida","W",44,24,20,"TRUE",0,FALSE,FALSE,"401212477"
"74",2020-10-10,2020,"South Florida","East Carolina","L",24,44,-20,"TRUE",1,FALSE,FALSE,"401212477"
"75",2020-10-10,2020,"Navy","Temple","W",31,29,2,"TRUE",1,FALSE,FALSE,"401212515"
"76",2020-10-10,2020,"Temple","Navy","L",29,31,-2,"TRUE",0,FALSE,FALSE,"401212515"
"77",2020-10-10,2020,"Texas State","Troy","L",17,37,-20,"TRUE",0,FALSE,FALSE,"401215308"
"78",2020-10-10,2020,"Troy","Texas State","W",37,17,20,"TRUE",1,FALSE,FALSE,"401215308"
"79",2020-10-10,2020,"Boston College","Pittsburgh","W",31,30,1,"TRUE",1,FALSE,TRUE,"401234603"
"80",2020-10-10,2020,"Pittsburgh","Boston College","L",30,31,-1,"TRUE",0,FALSE,TRUE,"401234603"
"81",2020-10-10,2020,"Clemson","Miami","W",42,17,25,"TRUE",1,FALSE,FALSE,"401234604"
"82",2020-10-10,2020,"Miami","Clemson","L",17,42,-25,"TRUE",0,FALSE,FALSE,"401234604"
"83",2020-10-10,2020,"Duke","Syracuse","W",38,24,14,"TRUE",0,FALSE,FALSE,"401234605"
"84",2020-10-10,2020,"Syracuse","Duke","L",24,38,-14,"TRUE",1,FALSE,FALSE,"401234605"
"85",2020-10-10,2020,"Florida State","Notre Dame","L",26,42,-16,"TRUE",0,FALSE,FALSE,"401234606"
"86",2020-10-10,2020,"Notre Dame","Florida State","W",42,26,16,"TRUE",1,FALSE,FALSE,"401234606"
"87",2020-10-10,2020,"North Carolina","Virginia Tech","W",56,45,11,"TRUE",1,FALSE,FALSE,"401234607"
"88",2020-10-10,2020,"Virginia Tech","North Carolina","L",45,56,-11,"TRUE",0,FALSE,FALSE,"401234607"
"89",2020-10-10,2020,"NC State","Virginia","W",38,21,17,"TRUE",0,FALSE,FALSE,"401234608"
"90",2020-10-10,2020,"Virginia","NC State","L",21,38,-17,"TRUE",1,FALSE,FALSE,"401234608"
"91",2020-10-10,2020,"Iowa State","Texas Tech","W",31,15,16,"TRUE",1,FALSE,FALSE,"401236003"
"92",2020-10-10,2020,"Texas Tech","Iowa State","L",15,31,-16,"TRUE",0,FALSE,FALSE,"401236003"
"93",2020-10-10,2020,"Kansas State","TCU","W",21,14,7,"TRUE",0,FALSE,FALSE,"401236004"
"94",2020-10-10,2020,"TCU","Kansas State","L",14,21,-7,"TRUE",1,FALSE,FALSE,"401236004"
"95",2020-10-10,2020,"Oklahoma","Texas","W",53,NA,NA,"TRUE",0.5,TRUE,FALSE,"401236005"
"96",2020-10-10,2020,"Texas","Oklahoma","L",NA,53,NA,"TRUE",0.5,TRUE,FALSE,"401236005"
"97",2020-10-10,2020,"Alabama","Ole Miss","W",63,48,15,"TRUE",0,FALSE,FALSE,"401237100"
"98",2020-10-10,2020,"Ole Miss","Alabama","L",48,63,-15,"TRUE",1,FALSE,FALSE,"401237100"
"99",2020-10-10,2020,"Arkansas","Auburn","L",28,30,-2,"TRUE",0,FALSE,FALSE,"401237101"
"100",2020-10-10,2020,"Auburn","Arkansas","W",30,28,2,"TRUE",1,FALSE,FALSE,"401237101"
"101",2020-10-10,2020,"Florida","Texas A&M","L",38,41,-3,"TRUE",0,FALSE,FALSE,"401237102"
"102",2020-10-10,2020,"Texas A&M","Florida","W",41,38,3,"TRUE",1,FALSE,FALSE,"401237102"
"103",2020-10-10,2020,"Georgia","Tennessee","W",44,21,23,"TRUE",1,FALSE,FALSE,"401237103"
"104",2020-10-10,2020,"Tennessee","Georgia","L",21,44,-23,"TRUE",0,FALSE,FALSE,"401237103"
"105",2020-10-10,2020,"Kentucky","Mississippi State","W",24,2,22,"TRUE",1,FALSE,FALSE,"401237104"
"106",2020-10-10,2020,"Mississippi State","Kentucky","L",2,24,-22,"TRUE",0,FALSE,FALSE,"401237104"
"107",2020-10-10,2020,"LSU","Missouri","L",41,45,-4,"TRUE",0,FALSE,FALSE,"401237105"
"108",2020-10-10,2020,"Missouri","LSU","W",45,41,4,"TRUE",1,FALSE,FALSE,"401237105"
"109",2020-10-10,2020,"South Carolina","Vanderbilt","W",41,7,34,"TRUE",0,FALSE,FALSE,"401237106"
"110",2020-10-10,2020,"Vanderbilt","South Carolina","L",7,41,-34,"TRUE",1,FALSE,FALSE,"401237106"
"111",2020-10-10,2020,"Army","The Citadel","W",14,9,5,"TRUE",1,FALSE,FALSE,"401240114"
"112",2020-10-10,2020,"The Citadel","Army","L",9,14,-5,"TRUE",0,FALSE,FALSE,"401240114"
"113",2020-10-10,2020,"Mercer","Jacksonville State","L",28,34,-6,"TRUE",0,FALSE,FALSE,"401240117"
"114",2020-10-10,2020,"Jacksonville State","Mercer","W",34,28,6,"TRUE",1,FALSE,FALSE,"401240117"
"115",2020-10-10,2020,"UTSA","BYU","L",20,27,-7,"TRUE",0,FALSE,FALSE,"401240997"
"116",2020-10-10,2020,"BYU","UTSA","W",27,20,7,"TRUE",1,FALSE,FALSE,"401240997"
"117",2020-10-10,2020,"Arkansas State","Central Arkansas","W",50,27,23,"TRUE",1,FALSE,FALSE,"401246425"
"118",2020-10-10,2020,"Central Arkansas","Arkansas State","L",27,50,-23,"TRUE",0,FALSE,FALSE,"401246425"
"119",2020-10-09,2020,"Georgia Tech","Louisville","W",46,27,19,"TRUE",1,FALSE,FALSE,"401234601"
"120",2020-10-09,2020,"Louisville","Georgia Tech","L",27,46,-19,"TRUE",0,FALSE,FALSE,"401234601"
"121",2020-10-08,2020,"Houston","Tulane","W",49,31,18,"TRUE",1,FALSE,FALSE,"401212523"
"122",2020-10-08,2020,"Tulane","Houston","L",31,49,-18,"TRUE",0,FALSE,FALSE,"401212523"
"123",2020-10-03,2020,"Charlotte","Florida Atlantic","L",17,21,-4,"TRUE",0,FALSE,FALSE,"401207136"
"124",2020-10-03,2020,"Florida Atlantic","Charlotte","W",21,17,4,"TRUE",1,FALSE,FALSE,"401207136"
"125",2020-10-03,2020,"Middle Tennessee","Western Kentucky","L",17,20,-3,"TRUE",1,FALSE,FALSE,"401207138"
"126",2020-10-03,2020,"Western Kentucky","Middle Tennessee","W",20,17,3,"TRUE",0,FALSE,FALSE,"401207138"
"127",2020-10-03,2020,"North Texas","Southern Mississippi","L",31,41,-10,"TRUE",1,FALSE,FALSE,"401207139"
"128",2020-10-03,2020,"Southern Mississippi","North Texas","W",41,31,10,"TRUE",0,FALSE,FALSE,"401207139"
"129",2020-10-03,2020,"UAB","UTSA","W",21,13,8,"TRUE",1,FALSE,FALSE,"401207141"
"130",2020-10-03,2020,"UTSA","UAB","L",13,21,-8,"TRUE",0,FALSE,FALSE,"401207141"
"131",2020-10-03,2020,"Cincinnati","South Florida","W",28,7,21,"TRUE",1,FALSE,FALSE,"401212476"
"132",2020-10-03,2020,"South Florida","Cincinnati","L",7,28,-21,"TRUE",0,FALSE,FALSE,"401212476"
"133",2020-10-03,2020,"Memphis","SMU","L",27,30,-3,"TRUE",0,FALSE,FALSE,"401212486"
"134",2020-10-03,2020,"SMU","Memphis","W",30,27,3,"TRUE",1,FALSE,FALSE,"401212486"
"135",2020-10-03,2020,"Tulsa","UCF","W",34,26,8,"TRUE",0,FALSE,FALSE,"401212531"
"136",2020-10-03,2020,"UCF","Tulsa","L",26,34,-8,"TRUE",1,FALSE,FALSE,"401212531"
"137",2020-10-03,2020,"East Carolina","Georgia State","L",29,49,-20,"TRUE",0,FALSE,FALSE,"401212547"
"138",2020-10-03,2020,"Georgia State","East Carolina","W",49,29,20,"TRUE",1,FALSE,FALSE,"401212547"
"139",2020-10-03,2020,"Navy","Air Force","L",7,40,-33,"TRUE",0,FALSE,FALSE,"401212557"
"140",2020-10-03,2020,"Air Force","Navy","W",40,7,33,"TRUE",1,FALSE,FALSE,"401212557"
"141",2020-10-03,2020,"Arkansas State","Coastal Carolina","L",23,52,-29,"TRUE",0,FALSE,FALSE,"401215304"
"142",2020-10-03,2020,"Coastal Carolina","Arkansas State","W",52,23,29,"TRUE",1,FALSE,FALSE,"401215304"
"143",2020-10-03,2020,"Georgia Southern","UL Monroe","W",35,30,5,"TRUE",0,FALSE,FALSE,"401215305"
"144",2020-10-03,2020,"UL Monroe","Georgia Southern","L",30,35,-5,"TRUE",1,FALSE,FALSE,"401215305"
"145",2020-10-03,2020,"Boston College","North Carolina","L",22,26,-4,"TRUE",1,FALSE,FALSE,"401234597"
"146",2020-10-03,2020,"North Carolina","Boston College","W",26,22,4,"TRUE",0,FALSE,FALSE,"401234597"
"147",2020-10-03,2020,"Clemson","Virginia","W",41,23,18,"TRUE",1,FALSE,FALSE,"401234598"
"148",2020-10-03,2020,"Virginia","Clemson","L",23,41,-18,"TRUE",0,FALSE,FALSE,"401234598"
"149",2020-10-03,2020,"Duke","Virginia Tech","L",31,38,-7,"TRUE",1,FALSE,FALSE,"401234599"
"150",2020-10-03,2020,"Virginia Tech","Duke","W",38,31,7,"TRUE",0,FALSE,FALSE,"401234599"
"151",2020-10-03,2020,"NC State","Pittsburgh","W",30,29,1,"TRUE",0,FALSE,FALSE,"401234600"
"152",2020-10-03,2020,"Pittsburgh","NC State","L",29,30,-1,"TRUE",1,FALSE,FALSE,"401234600"
"153",2020-10-03,2020,"Baylor","West Virginia","L",NA,27,NA,"TRUE",0,FALSE,FALSE,"401235998"
"154",2020-10-03,2020,"West Virginia","Baylor","W",27,NA,NA,"TRUE",1,FALSE,FALSE,"401235998"
"155",2020-10-03,2020,"Iowa State","Oklahoma","W",37,30,7,"TRUE",1,FALSE,FALSE,"401235999"
"156",2020-10-03,2020,"Oklahoma","Iowa State","L",30,37,-7,"TRUE",0,FALSE,FALSE,"401235999"
"157",2020-10-03,2020,"Kansas","Oklahoma State","L",7,47,-40,"TRUE",1,FALSE,FALSE,"401236000"
"158",2020-10-03,2020,"Oklahoma State","Kansas","W",47,7,40,"TRUE",0,FALSE,FALSE,"401236000"
"159",2020-10-03,2020,"Kansas State","Texas Tech","W",31,21,10,"TRUE",1,FALSE,FALSE,"401236001"
"160",2020-10-03,2020,"Texas Tech","Kansas State","L",21,31,-10,"TRUE",0,FALSE,FALSE,"401236001"
"161",2020-10-03,2020,"TCU","Texas","W",33,31,2,"TRUE",0,FALSE,FALSE,"401236002"
"162",2020-10-03,2020,"Texas","TCU","L",31,33,-2,"TRUE",1,FALSE,FALSE,"401236002"
"163",2020-10-03,2020,"Alabama","Texas A&M","W",52,24,28,"TRUE",1,FALSE,FALSE,"401237093"
"164",2020-10-03,2020,"Texas A&M","Alabama","L",24,52,-28,"TRUE",0,FALSE,FALSE,"401237093"
"165",2020-10-03,2020,"Arkansas","Mississippi State","W",21,14,7,"TRUE",0,FALSE,FALSE,"401237094"
"166",2020-10-03,2020,"Mississippi State","Arkansas","L",14,21,-7,"TRUE",1,FALSE,FALSE,"401237094"
"167",2020-10-03,2020,"Auburn","Georgia","L",6,27,-21,"TRUE",0,FALSE,FALSE,"401237095"
"168",2020-10-03,2020,"Georgia","Auburn","W",27,6,21,"TRUE",1,FALSE,FALSE,"401237095"
"169",2020-10-03,2020,"Florida","South Carolina","W",38,24,14,"TRUE",1,FALSE,FALSE,"401237096"
"170",2020-10-03,2020,"South Carolina","Florida","L",24,38,-14,"TRUE",0,FALSE,FALSE,"401237096"
"171",2020-10-03,2020,"Kentucky","Ole Miss","L",41,42,-1,"TRUE",1,FALSE,TRUE,"401237097"
"172",2020-10-03,2020,"Ole Miss","Kentucky","W",42,41,1,"TRUE",0,FALSE,TRUE,"401237097"
"173",2020-10-03,2020,"LSU","Vanderbilt","W",41,7,34,"TRUE",0,FALSE,FALSE,"401237098"
"174",2020-10-03,2020,"Vanderbilt","LSU","L",7,41,-34,"TRUE",1,FALSE,FALSE,"401237098"
"175",2020-10-03,2020,"Missouri","Tennessee","L",12,35,-23,"TRUE",0,FALSE,FALSE,"401237099"
"176",2020-10-03,2020,"Tennessee","Missouri","W",35,12,23,"TRUE",1,FALSE,FALSE,"401237099"
"177",2020-10-03,2020,"Liberty","North Alabama","W",28,7,21,"TRUE",1,FALSE,FALSE,"401237513"
"178",2020-10-03,2020,"North Alabama","Liberty","L",7,28,-21,"TRUE",0,FALSE,FALSE,"401237513"
"179",2020-10-03,2020,"Florida State","Jacksonville State","W",41,24,17,"TRUE",1,FALSE,FALSE,"401238034"
"180",2020-10-03,2020,"Jacksonville State","Florida State","L",24,41,-17,"TRUE",0,FALSE,FALSE,"401238034"
"181",2020-10-03,2020,"Army","Abilene Christian","W",55,23,32,"TRUE",1,FALSE,FALSE,"401240040"
"182",2020-10-03,2020,"Abilene Christian","Army","L",23,55,-32,"TRUE",0,FALSE,FALSE,"401240040"
"183",2020-10-03,2020,"Stephen F. Austin","West Texas A&M","W",34,6,28,"TRUE",1,FALSE,FALSE,"401240042"
"184",2020-10-03,2020,"West Texas A&M","Stephen F. Austin","L",34,6,28,"TRUE",0,FALSE,FALSE,"401240042"
"185",2020-10-03,2020,"Central Arkansas","North Dakota State","L",28,39,-11,"TRUE",0,FALSE,FALSE,"401240124"
"186",2020-10-03,2020,"North Dakota State","Central Arkansas","W",39,28,11,"TRUE",1,FALSE,FALSE,"401240124"
"187",2020-10-03,2020,"Houston Baptist","Eastern Kentucky","W",33,30,3,"TRUE",0,FALSE,FALSE,"401246566"
"188",2020-10-03,2020,"Eastern Kentucky","Houston Baptist","L",30,33,-3,"TRUE",1,FALSE,FALSE,"401246566"
"189",2020-10-02,2020,"Wake Forest","Campbell","W",66,14,52,"TRUE",1,FALSE,FALSE,"401240282"
"190",2020-10-02,2020,"Campbell","Wake Forest","L",14,66,-52,"TRUE",0,FALSE,FALSE,"401240282"
"191",2020-10-02,2020,"Louisiana Tech","BYU","L",14,45,-31,"TRUE",0,FALSE,FALSE,"401246275"
"192",2020-10-02,2020,"BYU","Louisiana Tech","W",45,14,31,"TRUE",1,FALSE,FALSE,"401246275"
"193",2020-09-26,2020,"Florida International","Liberty","L",34,36,-2,"TRUE",0,FALSE,FALSE,"401207126"
"194",2020-09-26,2020,"Liberty","Florida International","W",36,34,2,"TRUE",1,FALSE,FALSE,"401207126"
"195",2020-09-26,2020,"SMU","Stephen F. Austin","W",50,7,43,"TRUE",1,FALSE,FALSE,"401212485"
"196",2020-09-26,2020,"Stephen F. Austin","SMU","L",7,50,-43,"TRUE",0,FALSE,FALSE,"401212485"
"197",2020-09-26,2020,"East Carolina","UCF","L",28,51,-23,"TRUE",1,FALSE,FALSE,"401212536"
"198",2020-09-26,2020,"UCF","East Carolina","W",51,28,23,"TRUE",0,FALSE,FALSE,"401212536"
"199",2020-09-26,2020,"Georgia Southern","Louisiana","L",18,20,-2,"TRUE",0,FALSE,FALSE,"401215303"
"200",2020-09-26,2020,"Louisiana","Georgia Southern","W",20,18,2,"TRUE",1,FALSE,FALSE,"401215303"
"201",2020-09-26,2020,"Louisiana Tech","Houston Baptist","W",66,38,28,"TRUE",1,FALSE,FALSE,"401232157"
"202",2020-09-26,2020,"Houston Baptist","Louisiana Tech","L",38,66,-28,"TRUE",0,FALSE,FALSE,"401232157"
"203",2020-09-26,2020,"NC State","Virginia Tech","L",24,45,-21,"TRUE",0,FALSE,FALSE,"401234566"
"204",2020-09-26,2020,"Virginia Tech","NC State","W",45,24,21,"TRUE",1,FALSE,FALSE,"401234566"
"205",2020-09-26,2020,"Florida State","Miami","L",10,52,-42,"TRUE",0,FALSE,FALSE,"401234593"
"206",2020-09-26,2020,"Miami","Florida State","W",52,10,42,"TRUE",1,FALSE,FALSE,"401234593"
"207",2020-09-26,2020,"Georgia Tech","Syracuse","L",20,37,-17,"TRUE",0,FALSE,FALSE,"401234594"
"208",2020-09-26,2020,"Syracuse","Georgia Tech","W",37,20,17,"TRUE",1,FALSE,FALSE,"401234594"
"209",2020-09-26,2020,"Louisville","Pittsburgh","L",20,23,-3,"TRUE",0,FALSE,FALSE,"401234595"
"210",2020-09-26,2020,"Pittsburgh","Louisville","W",23,20,3,"TRUE",1,FALSE,FALSE,"401234595"
"211",2020-09-26,2020,"Duke","Virginia","L",20,38,-18,"TRUE",0,FALSE,FALSE,"401234638"
"212",2020-09-26,2020,"Virginia","Duke","W",38,20,18,"TRUE",1,FALSE,FALSE,"401234638"
"213",2020-09-26,2020,"Tulane","Southern Mississippi","W",66,24,42,"TRUE",0,FALSE,FALSE,"401234734"
"214",2020-09-26,2020,"Southern Mississippi","Tulane","L",24,66,-42,"TRUE",1,FALSE,FALSE,"401234734"
"215",2020-09-26,2020,"Baylor","Kansas","W",47,14,33,"TRUE",1,FALSE,FALSE,"401235993"
"216",2020-09-26,2020,"Kansas","Baylor","L",14,47,-33,"TRUE",0,FALSE,FALSE,"401235993"
"217",2020-09-26,2020,"Iowa State","TCU","W",37,34,3,"TRUE",0,FALSE,FALSE,"401235994"
"218",2020-09-26,2020,"TCU","Iowa State","L",34,37,-3,"TRUE",1,FALSE,FALSE,"401235994"
"219",2020-09-26,2020,"Texas","Texas Tech","W",63,56,7,"TRUE",0,FALSE,TRUE,"401235995"
"220",2020-09-26,2020,"Texas Tech","Texas","L",56,63,-7,"TRUE",1,FALSE,TRUE,"401235995"
"221",2020-09-26,2020,"Kansas State","Oklahoma","W",38,35,3,"TRUE",0,FALSE,FALSE,"401235996"
"222",2020-09-26,2020,"Oklahoma","Kansas State","L",35,38,-3,"TRUE",1,FALSE,FALSE,"401235996"
"223",2020-09-26,2020,"Oklahoma State","West Virginia","W",27,13,14,"TRUE",1,FALSE,FALSE,"401235997"
"224",2020-09-26,2020,"West Virginia","Oklahoma State","L",13,27,-14,"TRUE",0,FALSE,FALSE,"401235997"
"225",2020-09-26,2020,"BYU","Troy","W",48,7,41,"TRUE",1,FALSE,FALSE,"401236223"
"226",2020-09-26,2020,"Troy","BYU","L",7,48,-41,"TRUE",0,FALSE,FALSE,"401236223"
"227",2020-09-26,2020,"Appalachian State","Campbell","W",52,21,31,"TRUE",1,FALSE,FALSE,"401236253"
"228",2020-09-26,2020,"Campbell","Appalachian State","L",21,52,-31,"TRUE",0,FALSE,FALSE,"401236253"
"229",2020-09-26,2020,"Missouri State","Central Arkansas","L",20,27,-7,"TRUE",0,FALSE,FALSE,"401236381"
"230",2020-09-26,2020,"Central Arkansas","Missouri State","W",27,20,7,"TRUE",1,FALSE,FALSE,"401236381"
"231",2020-09-26,2020,"Alabama","Missouri","W",38,19,19,"TRUE",0,FALSE,FALSE,"401236951"
"232",2020-09-26,2020,"Missouri","Alabama","L",19,38,-19,"TRUE",1,FALSE,FALSE,"401236951"
"233",2020-09-26,2020,"Florida","Ole Miss","W",51,35,16,"TRUE",0,FALSE,FALSE,"401236952"
"234",2020-09-26,2020,"Ole Miss","Florida","L",35,51,-16,"TRUE",1,FALSE,FALSE,"401236952"
"235",2020-09-26,2020,"Arkansas","Georgia","L",10,37,-27,"TRUE",1,FALSE,FALSE,"401237033"
"236",2020-09-26,2020,"Georgia","Arkansas","W",37,10,27,"TRUE",0,FALSE,FALSE,"401237033"
"237",2020-09-26,2020,"Auburn","Kentucky","W",29,13,16,"TRUE",1,FALSE,FALSE,"401237034"
"238",2020-09-26,2020,"Kentucky","Auburn","L",13,29,-16,"TRUE",0,FALSE,FALSE,"401237034"
